epoch,train_heatmap_loss,train_tier_a,train_peak_log1p,train_valley_log1p,val_heatmap_loss,val_tier_a,val_peak_log1p,val_valley_log1p
1,2.2395942211151123,2.2395942211151123,0.0,0.0,1.2345655253592958,1.2345655253592958,0.0,0.0
25,0.5805667638778687,0.5805667638778687,0.0,0.0,0.08263101964554888,0.08263101964554888,0.0,0.0
50,0.523002564907074,0.523002564907074,0.0,0.0,0.052058561431600696,0.052058561431600696,0.0,0.0
75,0.5661541223526001,0.5661541223526001,0.0,0.0,0.043140139272238344,0.043140139272238344,0.0,0.0
100,0.49791568517684937,0.49791568517684937,0.0,0.0,0.030311840194019866,0.030311840194019866,0.0,0.0
125,0.4983736276626587,0.4983736276626587,0.0,0.0,0.026199506175644854,0.026199506175644854,0.0,0.0
150,0.4419289231300354,0.4419289231300354,0.0,0.0,0.026278169944565347,0.026278169944565347,0.0,0.0
175,0.40909668803215027,0.40909668803215027,0.0,0.0,0.02563279780777211,0.02563279780777211,0.0,0.0
200,0.39307719469070435,0.39307719469070435,0.0,0.0,0.026998121893786368,0.026998121893786368,0.0,0.0
225,0.374069482088089,0.374069482088089,0.0,0.0,0.017575900577642817,0.017575900577642817,0.0,0.0
250,0.3639213740825653,0.3639213740825653,0.0,0.0,0.022487074430001544,0.022487074430001544,0.0,0.0
275,0.348606675863266,0.348606675863266,0.0,0.0,0.01726560436109913,0.01726560436109913,0.0,0.0
300,0.37158218026161194,0.37158218026161194,0.0,0.0,0.03985858863972603,0.03985858863972603,0.0,0.0
325,0.33331266045570374,0.33331266045570374,0.0,0.0,0.01279798224568367,0.01279798224568367,0.0,0.0
350,0.3172220289707184,0.3172220289707184,0.0,0.0,0.014279406779307,0.014279406779307,0.0,0.0
375,0.30821341276168823,0.30821341276168823,0.0,0.0,0.012382172262097927,0.012382172262097927,0.0,0.0
400,0.3011474311351776,0.3011474311351776,0.0,0.0,0.014346680893225872,0.014346680893225872,0.0,0.0
425,0.3122667670249939,0.3122667670249939,0.0,0.0,0.011223096804732971,0.011223096804732971,0.0,0.0
450,0.2912314832210541,0.2912314832210541,0.0,0.0,0.011476289231250894,0.011476289231250894,0.0,0.0
475,0.28504079580307007,0.28504079580307007,0.0,0.0,0.0121632682952158,0.0121632682952158,0.0,0.0
500,0.2777596116065979,0.2777596116065979,0.0,0.0,0.009453918992918222,0.009453918992918222,0.0,0.0
525,0.2803007960319519,0.2803007960319519,0.0,0.0,0.025648778875140433,0.025648778875140433,0.0,0.0
550,0.24698269367218018,0.24698269367218018,0.0,0.0,0.010708791861667278,0.010708791861667278,0.0,0.0
575,0.27367711067199707,0.27367711067199707,0.0,0.0,0.009063567304389274,0.009063567304389274,0.0,0.0
600,0.2427806258201599,0.2427806258201599,0.0,0.0,0.008086227710814553,0.008086227710814553,0.0,0.0
625,0.2604091167449951,0.2604091167449951,0.0,0.0,0.008466837452130114,0.008466837452130114,0.0,0.0
650,0.2464153915643692,0.2464153915643692,0.0,0.0,0.0095076232415406,0.0095076232415406,0.0,0.0
675,0.246546670794487,0.246546670794487,0.0,0.0,0.009116548341401715,0.009116548341401715,0.0,0.0
700,0.23112520575523376,0.23112520575523376,0.0,0.0,0.00786833981686133,0.00786833981686133,0.0,0.0
725,0.27963465452194214,0.27963465452194214,0.0,0.0,0.011607843102451335,0.011607843102451335,0.0,0.0
750,0.24873949587345123,0.24873949587345123,0.0,0.0,0.007252305849118436,0.007252305849118436,0.0,0.0
775,0.2461063712835312,0.2461063712835312,0.0,0.0,0.00802374435985025,0.00802374435985025,0.0,0.0
800,0.2605133652687073,0.2605133652687073,0.0,0.0,0.015169240732459312,0.015169240732459312,0.0,0.0
825,0.2538543939590454,0.2538543939590454,0.0,0.0,0.0072398195657482805,0.0072398195657482805,0.0,0.0
850,0.23305706679821014,0.23305706679821014,0.0,0.0,0.006873592266694028,0.006873592266694028,0.0,0.0
875,0.23680277168750763,0.23680277168750763,0.0,0.0,0.006043805827961323,0.006043805827961323,0.0,0.0
900,0.23027227818965912,0.23027227818965912,0.0,0.0,0.005900696722513183,0.005900696722513183,0.0,0.0
925,0.21603116393089294,0.21603116393089294,0.0,0.0,0.005767609319709083,0.005767609319709083,0.0,0.0
950,0.22507530450820923,0.22507530450820923,0.0,0.0,0.023111436072182148,0.023111436072182148,0.0,0.0
975,0.22267460823059082,0.22267460823059082,0.0,0.0,0.006107325689431201,0.006107325689431201,0.0,0.0
1000,0.21369215846061707,0.21369215846061707,0.0,0.0,0.007249286929343609,0.007249286929343609,0.0,0.0
