#Design: H-shape;Power Bus Pin Impedance Power_GND
#Produced on;2026-05-25 15:51:05;by PI/EMI Analysis 2023.0.0.50417;Zuken GmbH - Germany

Frequency;IC1_Port1(8): Magnitude;IC1_Port1(8): Re;IC1_Port1(8): Img
(Hz);(Ω);;
1.00000e+06;2.99943e-01;8.65930e-03;-2.99818e-01
1.10000e+06;2.69583e-01;8.69024e-03;-2.69443e-01
1.20000e+06;2.44015e-01;8.72072e-03;-2.43859e-01
1.30000e+06;2.22133e-01;8.75080e-03;-2.21961e-01
1.40000e+06;2.03147e-01;8.78055e-03;-2.02957e-01
1.50000e+06;1.86477e-01;8.81008e-03;-1.86268e-01
1.60000e+06;1.71688e-01;8.83946e-03;-1.71460e-01
1.70000e+06;1.58447e-01;8.86880e-03;-1.58199e-01
1.80000e+06;1.46497e-01;8.89821e-03;-1.46227e-01
1.90000e+06;1.35633e-01;8.92778e-03;-1.35339e-01
2.00000e+06;1.25692e-01;8.95763e-03;-1.25372e-01
2.10000e+06;1.16541e-01;8.98788e-03;-1.16193e-01
2.20000e+06;1.08072e-01;9.01865e-03;-1.07695e-01
2.30000e+06;1.00195e-01;9.05007e-03;-9.97856e-02
2.40000e+06;9.28372e-02;9.08230e-03;-9.23919e-02
2.50000e+06;8.59351e-02;9.11547e-03;-8.54503e-02
2.60000e+06;7.94362e-02;9.14977e-03;-7.89075e-02
2.70000e+06;7.32957e-02;9.18538e-03;-7.27179e-02
2.80000e+06;6.74755e-02;9.22251e-03;-6.68422e-02
2.90000e+06;6.19429e-02;9.26137e-03;-6.12467e-02
3.00000e+06;5.66703e-02;9.30223e-03;-5.59017e-02
3.10000e+06;5.16342e-02;9.34535e-03;-5.07814e-02
3.20000e+06;4.68148e-02;9.39106e-03;-4.58632e-02
3.30000e+06;4.21962e-02;9.43971e-03;-4.11268e-02
3.40000e+06;3.77665e-02;9.49168e-03;-3.65543e-02
3.50000e+06;3.35183e-02;9.54743e-03;-3.21297e-02
3.60000e+06;2.94498e-02;9.60747e-03;-2.78386e-02
3.70000e+06;2.55679e-02;9.67236e-03;-2.36677e-02
3.80000e+06;2.18926e-02;9.74277e-03;-1.96053e-02
3.90000e+06;1.84672e-02;9.81944e-03;-1.56402e-02
4.00000e+06;1.53763e-02;9.90325e-03;-1.17625e-02
4.10000e+06;1.27792e-02;9.99518e-03;-7.96265e-03
4.20000e+06;1.09474e-02;1.00964e-02;-4.23187e-03
4.30000e+06;1.02237e-02;1.02082e-02;-5.61789e-04
4.40000e+06;1.07745e-02;1.03322e-02;3.05555e-03
4.50000e+06;1.23916e-02;1.04702e-02;6.62783e-03
4.60000e+06;1.47021e-02;1.06243e-02;1.01625e-02
4.70000e+06;1.74172e-02;1.07970e-02;1.36669e-02
4.80000e+06;2.03684e-02;1.09913e-02;1.71482e-02
4.90000e+06;2.34652e-02;1.12108e-02;2.06139e-02
5.00000e+06;2.66597e-02;1.14597e-02;2.40711e-02
5.10000e+06;2.99275e-02;1.17430e-02;2.75274e-02
5.20000e+06;3.32568e-02;1.20668e-02;3.09904e-02
5.30000e+06;3.66438e-02;1.24386e-02;3.44681e-02
5.40000e+06;4.00897e-02;1.28673e-02;3.79687e-02
5.50000e+06;4.35991e-02;1.33641e-02;4.15004e-02
5.60000e+06;4.71792e-02;1.39423e-02;4.50721e-02
5.70000e+06;5.08393e-02;1.46189e-02;4.86921e-02
5.80000e+06;5.45904e-02;1.54146e-02;5.23689e-02
5.90000e+06;5.84450e-02;1.63554e-02;5.61099e-02
6.00000e+06;6.24167e-02;1.74736e-02;5.99210e-02
6.10000e+06;6.65194e-02;1.88096e-02;6.38046e-02
6.20000e+06;7.07664e-02;2.04142e-02;6.77580e-02
6.30000e+06;7.51683e-02;2.23500e-02;7.17687e-02
6.40000e+06;7.97299e-02;2.46937e-02;7.58095e-02
6.50000e+06;8.44449e-02;2.75373e-02;7.98288e-02
6.60000e+06;8.92876e-02;3.09857e-02;8.37387e-02
6.70000e+06;9.41995e-02;3.51489e-02;8.73963e-02
6.80000e+06;9.90714e-02;4.01219e-02;9.05835e-02
6.90000e+06;1.03719e-01;4.59454e-02;9.29875e-02
7.00000e+06;1.07861e-01;5.25389e-02;9.41997e-02
7.10000e+06;1.11107e-01;5.96120e-02;9.37612e-02
7.20000e+06;1.12994e-01;6.65887e-02;9.12879e-02
7.30000e+06;1.13081e-01;7.26245e-02;8.66771e-02
7.40000e+06;1.11118e-01;7.68002e-02;8.03052e-02
7.50000e+06;1.07201e-01;7.84649e-02;7.30433e-02
7.60000e+06;1.01808e-01;7.75216e-02;6.59942e-02
7.70000e+06;9.56673e-02;7.44364e-02;6.00954e-02
7.80000e+06;8.95382e-02;6.99796e-02;5.58565e-02
7.90000e+06;8.40285e-02;6.49176e-02;5.33526e-02
8.00000e+06;7.95171e-02;5.98293e-02;5.23777e-02
8.10000e+06;7.61633e-02;5.50695e-02;5.26137e-02
8.20000e+06;7.39597e-02;5.08127e-02;5.37412e-02
8.30000e+06;7.27944e-02;4.71156e-02;5.54901e-02
8.40000e+06;7.25045e-02;4.39690e-02;5.76509e-02
8.50000e+06;7.29147e-02;4.13323e-02;6.00683e-02
8.60000e+06;7.38606e-02;3.91532e-02;6.26292e-02
8.70000e+06;7.51987e-02;3.73780e-02;6.52513e-02
8.80000e+06;7.68084e-02;3.59555e-02;6.78729e-02
8.90000e+06;7.85902e-02;3.48381e-02;7.04466e-02
9.00000e+06;8.04620e-02;3.39804e-02;7.29347e-02
9.10000e+06;8.23555e-02;3.33375e-02;7.53063e-02
9.20000e+06;8.42143e-02;3.28633e-02;7.75374e-02
9.30000e+06;8.59936e-02;3.25094e-02;7.96119e-02
9.40000e+06;8.76616e-02;3.22254e-02;8.15235e-02
9.50000e+06;8.92009e-02;3.19614e-02;8.32782e-02
9.60000e+06;9.06105e-02;3.16717e-02;8.48950e-02
9.70000e+06;9.19058e-02;3.13200e-02;8.64045e-02
9.80000e+06;9.31157e-02;3.08827e-02;8.78453e-02
9.90000e+06;9.42775e-02;3.03517e-02;8.92581e-02
1.00000e+07;9.54303e-02;2.97325e-02;9.06803e-02
1.10000e+07;1.10228e-01;2.26832e-02;1.07868e-01
1.20000e+07;1.28451e-01;1.87905e-02;1.27069e-01
1.30000e+07;1.46449e-01;1.69226e-02;1.45468e-01
1.40000e+07;1.63789e-01;1.59143e-02;1.63014e-01
1.50000e+07;1.80588e-01;1.53195e-02;1.79937e-01
1.60000e+07;1.96979e-01;1.49504e-02;1.96410e-01
1.70000e+07;2.13063e-01;1.47173e-02;2.12554e-01
1.80000e+07;2.28914e-01;1.45722e-02;2.28450e-01
1.90000e+07;2.44586e-01;1.44876e-02;2.44157e-01
2.00000e+07;2.60120e-01;1.44464e-02;2.59719e-01
2.10000e+07;2.75547e-01;1.44378e-02;2.75168e-01
2.20000e+07;2.90891e-01;1.44546e-02;2.90531e-01
2.30000e+07;3.06172e-01;1.44916e-02;3.05829e-01
2.40000e+07;3.21408e-01;1.45455e-02;3.21079e-01
2.50000e+07;3.36612e-01;1.46137e-02;3.36294e-01
2.60000e+07;3.51795e-01;1.46943e-02;3.51488e-01
2.70000e+07;3.66969e-01;1.47860e-02;3.66671e-01
2.80000e+07;3.82143e-01;1.48880e-02;3.81853e-01
2.90000e+07;3.97324e-01;1.49994e-02;3.97041e-01
3.00000e+07;4.12521e-01;1.51198e-02;4.12244e-01
3.10000e+07;4.27740e-01;1.52489e-02;4.27468e-01
3.20000e+07;4.42988e-01;1.53864e-02;4.42721e-01
3.30000e+07;4.58270e-01;1.55324e-02;4.58007e-01
3.40000e+07;4.73594e-01;1.56867e-02;4.73334e-01
3.50000e+07;4.88964e-01;1.58496e-02;4.88707e-01
3.60000e+07;5.04386e-01;1.60210e-02;5.04132e-01
3.70000e+07;5.19866e-01;1.62012e-02;5.19613e-01
3.80000e+07;5.35409e-01;1.63906e-02;5.35158e-01
3.90000e+07;5.51020e-01;1.65893e-02;5.50770e-01
4.00000e+07;5.66706e-01;1.67978e-02;5.66457e-01
4.10000e+07;5.82471e-01;1.70165e-02;5.82223e-01
4.20000e+07;5.98322e-01;1.72458e-02;5.98074e-01
4.30000e+07;6.14265e-01;1.74864e-02;6.14016e-01
4.40000e+07;6.30305e-01;1.77386e-02;6.30055e-01
4.50000e+07;6.46449e-01;1.80033e-02;6.46198e-01
4.60000e+07;6.62703e-01;1.82810e-02;6.62451e-01
4.70000e+07;6.79074e-01;1.85726e-02;6.78820e-01
4.80000e+07;6.95570e-01;1.88788e-02;6.95314e-01
4.90000e+07;7.12197e-01;1.92007e-02;7.11939e-01
5.00000e+07;7.28965e-01;1.95391e-02;7.28703e-01
5.10000e+07;7.45880e-01;1.98952e-02;7.45615e-01
5.20000e+07;7.62953e-01;2.02702e-02;7.62683e-01
