gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact,occ_pattern_in_train,combined_percentile_vs_train_nn
data_sample_0,sample_1678,50,3.490028142929077,3.450563430786133,0.0010033809812739491,2,False,False,1.0
data_sample_1,sample_4537,50,3.6071739196777344,3.6065921783447266,0.0005816835328005254,0,True,True,1.0
data_sample_2,sample_14175,50,3.454021692276001,3.452775001525879,0.001246596802957356,0,True,True,1.0
data_sample_3,sample_21554,50,3.552340507507324,3.5132155418395996,0.0006635921890847385,2,False,False,1.0
data_sample_4,sample_18570,50,3.549055814743042,3.5100159645080566,0.0005785129033029079,2,False,False,1.0
data_sample_5,sample_2975,50,3.5673911571502686,3.5665066242218018,0.0008844812982715666,0,True,True,1.0
data_sample_6,sample_29417,50,3.63303542137146,3.6311590671539307,0.0018762365216389298,0,True,True,1.0
data_sample_7,sample_545,50,3.4412710666656494,3.440739631652832,0.0005313493311405182,0,True,True,1.0
data_sample_8,sample_18570,50,3.607586622238159,3.568552255630493,0.0005728321266360581,2,False,False,1.0
data_sample_9,sample_12794,50,3.7494661808013916,3.7460203170776367,0.0034459761809557676,0,True,True,1.0
data_sample_10,sample_5182,50,3.616939067840576,3.6156258583068848,0.0013131806626915932,0,True,True,1.0
data_sample_11,sample_5754,50,3.4842753410339355,3.483610153198242,0.0006651775329373777,0,True,True,1.0
data_sample_12,sample_1211,50,3.4704723358154297,3.469825506210327,0.0006468141218647361,0,True,True,1.0
data_sample_13,sample_18586,50,3.605309009552002,3.603978157043457,0.0013308834750205278,0,True,True,1.0
data_sample_14,sample_5485,50,3.5488169193267822,3.5099194049835205,0.00043609749991446733,2,False,False,1.0
data_sample_15,sample_17307,50,3.680962324142456,3.641019344329834,0.0014816217590123415,2,False,False,1.0
data_sample_16,sample_17307,50,3.5427095890045166,3.5026848316192627,0.0015632662689313293,2,False,False,1.0
data_sample_17,sample_17480,50,3.7264108657836914,3.7238359451293945,0.002574837999418378,0,True,True,1.0
data_sample_18,sample_6686,50,3.5157296657562256,3.513087511062622,0.0026422145310789347,0,True,True,1.0
data_sample_19,sample_282,50,3.477168560028076,3.4753429889678955,0.0018255059840157628,0,True,True,1.0
data_sample_20,sample_5437,50,3.4825282096862793,3.4434947967529297,0.0005719073233194649,2,False,False,1.0
data_sample_21,sample_10998,50,3.5907814502716064,3.550079822540283,0.0022402016911655664,2,False,False,1.0
data_sample_22,sample_28356,50,3.3838188648223877,3.3827881813049316,0.0010307278716936707,0,True,True,1.0
data_sample_23,sample_18669,50,3.551138401031494,3.51107120513916,0.001605805940926075,2,False,False,1.0
data_sample_24,sample_18099,50,3.5555858612060547,3.555237293243408,0.0003485080960672349,0,True,True,1.0
data_sample_25,sample_4350,50,3.710799217224121,3.671924352645874,0.0004135065828450024,2,False,False,1.0
data_sample_26,sample_22397,50,3.4379594326019287,3.396641731262207,0.0028562338557094336,2,False,False,1.0
