epoch,beta,hm_mu_mean,hm_sigma_mean,occ_mu_mean,occ_sigma_mean,imp_mu_mean,imp_sigma_mean,fused_mu_mean,fused_mu_std,fused_sigma_mean,fused_mu_min,fused_mu_max,kl_gaussian,val_recon,val_total
50,0.032050,-0.0743,0.7215,0.1364,0.9618,-0.1226,0.9192,-0.0456,1.4815,0.3803,-7.3392,7.3177,1.7275,3.2576,3.5031
100,0.054550,0.0038,0.7382,0.0349,0.8412,-0.0777,0.9270,-0.0102,1.3307,0.3864,-7.1043,7.0373,1.4995,2.4438,2.6807
150,0.077050,-0.0150,0.7406,0.0248,0.8936,0.0016,0.8942,-0.0038,1.2826,0.3904,-7.1643,6.9438,1.4294,2.1027,2.3547
200,0.099550,-0.0175,0.7836,-0.0061,0.8767,-0.0034,0.8992,-0.0045,1.2170,0.3974,-7.2206,6.9889,1.3350,1.8835,2.1450
250,0.116333,-0.0349,0.7870,-0.0155,0.8599,0.0172,0.9132,-0.0192,1.1920,0.3970,-7.1479,6.7688,1.3101,1.7629,2.0427
300,0.133000,-0.0381,0.7878,-0.0104,0.8633,0.0150,0.9281,-0.0057,1.1721,0.3947,-6.8277,6.3265,1.2919,1.6024,1.9008
350,0.149667,-0.0129,0.8031,-0.0104,0.8734,0.0400,0.9019,0.0094,1.1574,0.3958,-6.7206,5.9807,1.2725,1.5172,1.8322
400,0.166333,-0.0070,0.8145,-0.0300,0.8145,-0.0108,0.9028,-0.0085,1.1405,0.3926,-7.4577,5.9062,1.2618,1.4145,1.7504
