gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact
data_sample_0,sample_11592,44,3.6022253036499023,3.4842681884765625,0.002572460100054741,6,False
data_sample_1,sample_10859,44,3.673712968826294,3.5174927711486816,0.002374029718339443,8,False
data_sample_2,sample_5394,44,3.794203281402588,3.6772408485412598,0.001577930524945259,6,False
data_sample_3,sample_27011,44,3.740345001220703,3.620615243911743,0.004345121793448925,6,False
data_sample_4,sample_27584,44,3.6233997344970703,3.4619832038879395,0.007570208981633186,8,False
data_sample_5,sample_11954,44,3.841522455215454,3.68031644821167,0.007359756622463465,8,False
data_sample_6,sample_2048,44,3.6893393993377686,3.53131103515625,0.004182097036391497,8,False
data_sample_7,sample_12851,44,3.734630823135376,3.577378273010254,0.0034062108024954796,8,False
data_sample_8,sample_1847,44,3.833562135696411,3.6709094047546387,0.00880636926740408,8,False
data_sample_9,sample_6228,44,3.7142508029937744,3.559022903442383,0.0013817461440339684,8,False
data_sample_10,sample_2048,44,3.8022055625915527,3.6452958583831787,0.0030635157600045204,8,False
data_sample_11,sample_21601,44,3.727034330368042,3.6109132766723633,0.0007365173078142107,6,False
data_sample_12,sample_1632,44,3.6503565311431885,3.533167839050293,0.0018041040748357773,6,False
data_sample_13,sample_5335,44,3.7254838943481445,3.6083407402038574,0.0017586579779163003,6,False
data_sample_14,sample_16450,44,3.6043107509613037,3.4819693565368652,0.006956818979233503,6,False
data_sample_15,sample_3760,44,3.6168782711029053,3.461705207824707,0.0013267879839986563,8,False
data_sample_16,sample_13484,44,4.009275436401367,3.853309392929077,0.0021197167225182056,8,False
data_sample_17,sample_16726,44,3.641575813293457,3.4856319427490234,0.0020975221414119005,8,False
data_sample_18,sample_6385,44,3.668349266052246,3.550665855407715,0.002298858715221286,6,False
data_sample_19,sample_12092,44,3.7006142139434814,3.5811352729797363,0.004094243515282869,6,False
data_sample_20,sample_4675,44,3.575525999069214,3.4960427284240723,0.00256017385981977,4,False
data_sample_21,sample_29080,44,3.8642168045043945,3.7467548847198486,0.0020773091819137335,6,False
data_sample_22,sample_18896,44,3.6534135341644287,3.4961953163146973,0.0033719942439347506,8,False
data_sample_23,sample_12092,44,3.5510847568511963,3.4341769218444824,0.0015232367441058159,6,False
data_sample_24,sample_1098,44,3.8917901515960693,3.7335872650146484,0.004356615245342255,8,False
data_sample_25,sample_14329,44,3.7266862392425537,3.569549083709717,0.0032908781431615353,8,False
data_sample_26,sample_10632,44,3.670156717300415,3.5914816856384277,0.0017519203247502446,4,False
data_sample_27,sample_26940,44,3.7600598335266113,3.6420817375183105,0.002593597862869501,6,False
data_sample_28,sample_5429,44,3.756303548812866,3.6380534172058105,0.002865613903850317,6,False
data_sample_29,sample_15205,44,3.70993709564209,3.5908710956573486,0.0036815295461565256,6,False
data_sample_30,sample_25231,44,3.724097967147827,3.5686678886413574,0.0015838755061849952,8,False
data_sample_31,sample_2285,44,3.49234938621521,3.3726916313171387,0.004273253493010998,6,False
data_sample_32,sample_16726,44,3.852924108505249,3.694972515106201,0.0041053406894207,8,False
data_sample_33,sample_27911,44,3.911478281021118,3.7563791275024414,0.0012529381783679128,8,False
data_sample_34,sample_23935,44,3.9245574474334717,3.8027610778808594,0.006411862093955278,6,False
data_sample_35,sample_15295,44,3.750422239303589,3.630260705947876,0.0047768596559762955,6,False
data_sample_36,sample_827,44,3.6236510276794434,3.505341053009033,0.0029253277461975813,6,False
data_sample_37,sample_1418,44,3.798072576522827,3.681638717651367,0.001049223355948925,6,False
data_sample_38,sample_16702,44,3.6311492919921875,3.5101070404052734,0.005657642148435116,6,False
data_sample_39,sample_28590,44,3.863755702972412,3.6994049549102783,0.010504388250410557,8,False
