candidate_id,mhz,k,badness,quality_score,uncertainty,heatmap_mc_mse,p99_var,peak_loc_spread_px,pred_p99_mean,selected_reason
553,120.0,3,194.58262554632222,-194.58262554632222,194.58262554632222,194.58262554632222,470.0970807938129,32.6262505081755,22.69159245491028,worst_uncertainty_stratified_mhz
846,150.0,3,135.69318896307834,-135.69318896307834,135.69318896307834,135.69318896307834,535.0117018154459,37.038268498045824,19.300819277763367,worst_uncertainty_stratified_mhz
1484,150.0,3,134.97077705631423,-134.97077705631423,134.97077705631423,134.97077705631423,393.67736851320205,38.29744697031963,22.730384866396587,worst_uncertainty_stratified_mhz
1563,150.0,3,118.90832573617912,-118.90832573617912,118.90832573617912,118.90832573617912,540.3609948871956,41.00541969599195,22.162641286849976,worst_uncertainty_stratified_mhz
821,150.0,3,118.27403406232888,-118.27403406232888,118.27403406232888,118.27403406232888,449.0534446330027,42.53789160527614,16.82886787255605,worst_uncertainty_stratified_mhz
1476,150.0,3,110.24819602230828,-110.24819602230828,110.24819602230828,110.24819602230828,385.50549683621307,37.58434957975638,21.693660577138264,worst_uncertainty_stratified_mhz
1258,155.0,3,116.72388237980061,-116.72388237980061,116.72388237980061,116.72388237980061,313.5152257199442,42.68879634439619,18.239799340565998,worst_uncertainty_stratified_mhz
1498,155.0,3,113.10943026162255,-113.10943026162255,113.10943026162255,113.10943026162255,292.4166759663423,37.44477414955405,18.20856587092082,worst_uncertainty_stratified_mhz
1046,155.0,3,112.75130461066152,-112.75130461066152,112.75130461066152,112.75130461066152,498.13512275684957,31.337322441104916,18.566983620325725,worst_uncertainty_stratified_mhz
1067,155.0,3,100.14391770834287,-100.14391770834287,100.14391770834287,100.14391770834287,263.3756077596255,29.465610840812758,18.181521733601887,worst_uncertainty_stratified_mhz
157,155.0,3,98.38577851366539,-98.38577851366539,98.38577851366539,98.38577851366539,287.9527793431952,37.221932005502104,21.62999912103017,worst_uncertainty_stratified_mhz
1036,155.0,3,94.77288225499984,-94.77288225499984,94.77288225499984,94.77288225499984,188.31773025477347,37.399123578560555,20.679841597874958,worst_uncertainty_stratified_mhz
899,155.0,3,92.95719590091724,-92.95719590091724,92.95719590091724,92.95719590091724,321.6988529371443,38.89051583898345,18.724619070688885,worst_uncertainty_stratified_mhz
1034,155.0,3,92.91961831861109,-92.91961831861109,92.91961831861109,92.91961831861109,258.4067942129106,38.80327878471669,21.808301250139873,worst_uncertainty_stratified_mhz
1442,170.0,3,128.51784640345184,-128.51784640345184,128.51784640345184,128.51784640345184,606.5896297766263,32.78803982484399,21.57921576499939,worst_uncertainty_stratified_mhz
1423,170.0,3,106.12944552175334,-106.12944552175334,106.12944552175334,106.12944552175334,363.1869387005101,40.854756285053405,23.79691489537557,worst_uncertainty_stratified_mhz
984,170.0,3,104.13035298057048,-104.13035298057048,104.13035298057048,104.13035298057048,368.4893137797272,32.84010082539672,17.78830607732137,worst_uncertainty_stratified_mhz
705,180.0,3,125.69152837129691,-125.69152837129691,125.69152837129691,125.69152837129691,506.8672439625105,32.78803982484399,22.874278744061787,worst_uncertainty_stratified_mhz
1277,180.0,3,117.88711473486784,-117.88711473486784,117.88711473486784,117.88711473486784,534.7678039636795,42.77103121402512,18.85694686571757,worst_uncertainty_stratified_mhz
1154,180.0,3,112.10571680740492,-112.10571680740492,112.10571680740492,112.10571680740492,720.898528992558,23.481671339342284,17.61604328950246,worst_uncertainty_stratified_mhz
946,180.0,3,104.76147798988517,-104.76147798988517,104.76147798988517,104.76147798988517,423.67364861455434,22.83576629373804,24.987681945164997,worst_uncertainty_stratified_mhz
1016,180.0,3,102.10351353714738,-102.10351353714738,102.10351353714738,102.10351353714738,658.789336402972,29.700823033863706,16.127721707026165,worst_uncertainty_stratified_mhz
503,200.0,3,124.56226956615774,-124.56226956615774,124.56226956615774,124.56226956615774,509.77365119088444,36.99286718033927,25.43494939804077,worst_uncertainty_stratified_mhz
