gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact,occ_pattern_in_train,combined_percentile_vs_train_nn
data_sample_0,sample_15331,40,3.8279919624328613,3.666980743408203,0.00716502545401454,8,False,False,1.0
data_sample_1,sample_24680,40,3.859890937805176,3.7029712200164795,0.0030735561158508062,8,False,False,1.0
data_sample_2,sample_26906,40,4.015631675720215,3.820145606994629,0.0031783198937773705,10,False,False,1.0
data_sample_3,sample_12681,40,4.023642063140869,3.8246681690216064,0.006666175089776516,10,False,False,1.0
data_sample_4,sample_20350,40,3.9577481746673584,3.760794162750244,0.0046462020836770535,10,False,False,1.0
data_sample_5,sample_3258,40,3.7074167728424072,3.512434482574463,0.002674581715837121,10,False,False,1.0
data_sample_6,sample_1882,40,4.022261142730713,3.8287625312805176,0.0011912424815818667,10,False,False,1.0
data_sample_7,sample_7874,40,3.9382317066192627,3.736989974975586,0.008933988399803638,10,False,False,1.0
data_sample_8,sample_11098,40,4.080235004425049,3.8323111534118652,0.017154578119516373,12,False,False,1.0
data_sample_9,sample_29285,40,3.9436535835266113,3.7458176612854004,0.0055281734094023705,10,False,False,1.0
data_sample_10,sample_25835,40,3.838224411010742,3.641489028930664,0.004427690990269184,10,False,False,1.0
data_sample_11,sample_4013,40,3.76607084274292,3.5711331367492676,0.0026299282908439636,10,False,False,1.0
data_sample_12,sample_10654,40,3.989769220352173,3.757047414779663,0.0019527287222445011,12,False,False,1.0
data_sample_13,sample_9678,40,3.74794864654541,3.5913519859313965,0.0027504132594913244,8,False,False,1.0
data_sample_14,sample_24239,40,3.8283469676971436,3.66534423828125,0.009156462736427784,8,False,False,1.0
data_sample_15,sample_29833,40,3.7775542736053467,3.580456018447876,0.004790467210114002,10,False,False,1.0
data_sample_16,sample_8767,40,3.9882216453552246,3.830955982208252,0.0034194220788776875,8,False,False,1.0
data_sample_17,sample_22633,40,3.7403616905212402,3.5428829193115234,0.005170946009457111,10,False,False,1.0
data_sample_18,sample_24796,40,3.956256151199341,3.7593376636505127,0.004610664211213589,10,False,False,1.0
data_sample_19,sample_10027,40,3.7103078365325928,3.5143814086914062,0.003618645016103983,10,False,False,1.0
data_sample_20,sample_4512,40,3.9633865356445312,3.7666189670562744,0.004459794145077467,10,False,False,1.0
data_sample_21,sample_17174,40,3.75551700592041,3.5589022636413574,0.004307074006646872,10,False,False,1.0
data_sample_22,sample_26844,40,3.905076265335083,3.7030959129333496,0.00967275071889162,10,False,False,1.0
data_sample_23,sample_22560,40,3.9711790084838867,3.7697274684906006,0.00914377998560667,10,False,False,1.0
data_sample_24,sample_26466,40,3.743882417678833,3.5872621536254883,0.002774061169475317,8,False,False,1.0
data_sample_25,sample_29016,40,3.8435370922088623,3.64693546295166,0.004293994978070259,10,False,False,1.0
data_sample_26,sample_10946,40,3.836426019668579,3.6005806922912598,0.0050760903395712376,12,False,False,1.0
data_sample_27,sample_12997,40,3.7444870471954346,3.5499606132507324,0.002218799665570259,10,False,False,1.0
data_sample_28,sample_645,40,3.849376678466797,3.6108951568603516,0.007712360005825758,12,False,False,1.0
data_sample_29,sample_26045,40,3.8588595390319824,3.66400146484375,0.0025503975339233875,10,False,False,1.0
data_sample_30,sample_10230,40,3.898293972015381,3.739997386932373,0.00445041386410594,8,False,False,1.0
data_sample_31,sample_22076,40,3.738339900970459,3.505131483078003,0.0024392923805862665,12,False,False,1.0
data_sample_32,sample_3405,40,3.7353615760803223,3.5762245655059814,0.005290638189762831,8,False,False,1.0
data_sample_33,sample_22369,40,3.789626121520996,3.5958757400512695,0.0014427813002839684,10,False,False,1.0
data_sample_34,sample_22633,40,3.9126014709472656,3.7153685092926025,0.004925220273435116,10,False,False,1.0
data_sample_35,sample_1371,40,4.102095127105713,3.8647589683532715,0.006566695868968964,12,False,False,1.0
data_sample_36,sample_4488,40,3.8831772804260254,3.6857690811157227,0.005100531037896872,10,False,False,1.0
