mhz,k,pi_norm,max,mean_fg,p95
10.0,2,0.3599516044570672,0.3505934476852417,0.09179820865392685,0.17881302535533905
10.0,3,0.3599516044570672,0.34139180183410645,0.09293200075626373,0.1772320717573166
10.0,4,0.3599516044570672,0.32195138931274414,0.08170127123594284,0.16153782606124878
10.0,5,0.3599516044570672,0.3181411027908325,0.08259020745754242,0.15790343284606934
10.0,6,0.3599516044570672,0.30612337589263916,0.07937921583652496,0.15172924101352692
10.0,7,0.3599516044570672,0.343347430229187,0.08211195468902588,0.161280557513237
10.0,8,0.3599516044570672,0.3500041961669922,0.08268054574728012,0.1674003303050995
10.0,9,0.3599516044570672,0.22617530822753906,0.06834456324577332,0.11200646311044693
10.0,10,0.3599516044570672,0.25734376907348633,0.07294642180204391,0.13694478571414948
10.0,11,0.3599516044570672,0.3249950408935547,0.07818935811519623,0.1503952443599701
10.0,12,0.3599516044570672,0.32749438285827637,0.08126205205917358,0.159491628408432
10.0,13,0.3599516044570672,0.3317509889602661,0.07339970022439957,0.13680534064769745
10.0,14,0.3599516044570672,0.2934533357620239,0.07369430363178253,0.13349221646785736
10.0,15,0.3599516044570672,0.2437574863433838,0.06461201608181,0.10970310121774673
10.0,16,0.3599516044570672,0.2380141019821167,0.06522658467292786,0.11741916835308075
10.0,17,0.3599516044570672,0.27079617977142334,0.0684591680765152,0.1176537424325943
10.0,18,0.3599516044570672,0.28946995735168457,0.07350587099790573,0.13775068521499634
10.0,19,0.3599516044570672,0.2981210947036743,0.06582055985927582,0.1217145249247551
10.0,20,0.3599516044570672,0.3020533323287964,0.06912851333618164,0.13004478812217712
70.0,2,0.6641459998837217,3.262894630432129,1.5684293508529663,2.5403850078582764
70.0,3,0.6641459998837217,2.520315408706665,1.244064211845398,1.9793983697891235
70.0,4,0.6641459998837217,2.091205358505249,0.7325839400291443,1.2455652952194214
70.0,5,0.6641459998837217,1.9512782096862793,0.6690394878387451,1.1714156866073608
70.0,6,0.6641459998837217,1.7579972743988037,0.5745019316673279,1.0226266384124756
70.0,7,0.6641459998837217,2.083137035369873,0.6220717430114746,1.1426904201507568
70.0,8,0.6641459998837217,2.099743604660034,0.593887448310852,1.1380263566970825
70.0,9,0.6641459998837217,1.6745021343231201,0.5111421346664429,0.8254241943359375
70.0,10,0.6641459998837217,1.5545122623443604,0.5183104276657104,0.8806964159011841
70.0,11,0.6641459998837217,1.768336296081543,0.5491383671760559,0.9728027582168579
70.0,12,0.6641459998837217,1.8642754554748535,0.5595628023147583,1.0585230588912964
70.0,13,0.6641459998837217,1.9377307891845703,0.4924987852573395,0.9047461152076721
70.0,14,0.6641459998837217,1.7752282619476318,0.5051982402801514,0.873895525932312
70.0,15,0.6641459998837217,1.6363813877105713,0.45210328698158264,0.739652156829834
70.0,16,0.6641459998837217,1.6578691005706787,0.4743969142436981,0.8200110197067261
70.0,17,0.6641459998837217,1.6592967510223389,0.46588948369026184,0.7817405462265015
70.0,18,0.6641459998837217,1.806227684020996,0.516610860824585,0.9609726071357727
70.0,19,0.6641459998837217,1.7187821865081787,0.45482075214385986,0.8018640875816345
70.0,20,0.6641459998837217,1.7326903343200684,0.4549592435359955,0.830597996711731
120.0,2,0.7484046254718868,5.547672271728516,1.4924885034561157,3.2615580558776855
120.0,3,0.7484046254718868,4.168272972106934,1.6638809442520142,3.177949905395508
120.0,4,0.7484046254718868,2.682687282562256,0.847237765789032,1.613080620765686
120.0,5,0.7484046254718868,2.525111198425293,0.825829267501831,1.5115498304367065
120.0,6,0.7484046254718868,2.4593539237976074,0.7710564136505127,1.4524450302124023
