mhz,k,sample,label,mae_ohm,rmse_ohm,median_abs_diff_ohm,p95_abs_diff_ohm,max_abs_diff_ohm,nrmse_ohm,mape_pct,real_max_ohm,gen_max_ohm,real_p95_ohm,gen_p95_ohm,real_mean_ohm,gen_mean_ohm,max_ratio,mean_ratio,pearson_r,spearman_rho,pattern_mae,pattern_rmse,peak_loc_err_px,peak_real_ohm,peak_gen_ohm
10.0,2,0,sample_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4339879473557141,0.3505934476852417,0.2511999974782128,0.17881302833557128,0.14449611801923648,0.09179820762925493,0.8078414385040078,0.6352987809474163,0.8376950280650208,0.8224234983370979,0.13867309351122578,0.15376012282168144,0.0,0.4339879473557141,0.3505934476852417
10.0,3,0,sample_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43425875002192527,0.34139180183410645,0.25718966676304356,0.17723206877708433,0.1506505546321609,0.09293199825536955,0.7861483546776431,0.6168712653085077,0.8410457576206531,0.8362043112030056,0.1259239488738232,0.1469198328946831,0.0,0.43425875002192527,0.34139180183410645
10.0,4,0,sample_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3672252646518739,0.32195138931274414,0.18927618176021388,0.16153783202171326,0.10030395882760049,0.08170127271216511,0.8767136150557371,0.8145368704000095,0.7632516568598359,0.7385402677933584,0.08162097999109771,0.10674106471367358,63.0,0.3672252646518739,0.32195138931274414
10.0,5,0,sample_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357427265943965,0.3181411027908325,0.17907775491083666,0.15790344476699825,0.0901187174803601,0.08259019943384024,0.8900862723794231,0.9164599956922315,0.775576475612894,0.6867698986167489,0.06622675432183155,0.09264529634631008,0.0,0.357427265943965,0.3181411027908325
10.0,6,0,sample_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34576185367151974,0.30612337589263916,0.16028570455624183,0.1517292618751525,0.08541047881464323,0.07937921448187395,0.8853590199208676,0.9293849605285757,0.8515143282102849,0.9062739942234674,0.036613066006494416,0.06811158140490163,63.0,0.34576185367151974,0.30612337589263916
10.0,7,0,sample_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3367796246418003,0.343347430229187,0.1576579143066976,0.16128056645393368,0.08254303732611934,0.08211195024299177,1.0195017902118404,0.9947774264542218,0.9582392886730956,0.933192725620883,0.012019550674641956,0.03489229246089428,0.0,0.3367796246418003,0.343347430229187
10.0,8,0,sample_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32164408019139046,0.3500041961669922,0.13549543555882196,0.16740034222602843,0.06821119999394053,0.08268054795292985,1.0881723548548643,1.2121256913860876,0.6759973267426411,0.6055339783489826,0.04364807341902789,0.09185238256109411,63.0,0.32164408019139046,0.3500041961669922
10.0,9,0,sample_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21237950641827297,0.22617530822753906,0.0978571482226559,0.1120064616203308,0.057915390332085426,0.06834456071014448,1.0649582534677136,1.1800759749396224,0.7945542630980545,0.6654700926110951,0.04880627616899529,0.07268270984848293,88.3911760301898,0.21237950641827297,0.22617530822753906
10.0,10,0,sample_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22464380164359454,0.25734376907348633,0.11058571419628961,0.13694480657577507,0.06267093469892354,0.0729464188669667,1.1455636309154502,1.1639593252822453,0.8243077799820798,0.7415583466600759,0.05096892712956787,0.07492522050246703,88.3911760301898,0.22464380164359454,0.25734376907348633
10.0,11,0,sample_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31650422662760036,0.3249950408935547,0.14271519845668235,0.15039525032043452,0.06890111907295662,0.07818936336012709,1.0268268590167822,1.1348054198849153,0.947932118818268,0.8914753192905726,0.012931470652271763,0.03238725099667677,0.0,0.31650422662760036,0.3249950408935547
10.0,12,0,sample_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31833955951015014,0.32749438285827637,0.15331264038175282,0.15949163436889646,0.07561573893620435,0.08126205695675803,1.0287580449071845,1.0746712007313368,0.9821825773168611,0.9421127741716395,0.011143532124358183,0.028355705433651693,0.0,0.31833955951015014,0.32749438285827637
10.0,13,0,sample_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33646072205516503,0.3317509889602661,0.14128569277403946,0.13680534362792968,0.07011730334497512,0.07339969694197594,0.9860021310477759,1.0468128898347893,0.9584559948290925,0.8819104898771183,0.014390202112604713,0.03358325156081783,0.0,0.33646072205516503,0.3317509889602661
