gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact
data_sample_0,sample_19829,19,4.335925579071045,4.019312858581543,0.008920248597860336,16,False
data_sample_1,sample_11974,19,4.184688568115234,3.90714168548584,0.008316106162965298,14,False
data_sample_2,sample_25988,19,4.2782721519470215,3.999427080154419,0.009614226408302784,14,False
data_sample_3,sample_25848,19,3.9983932971954346,3.7227582931518555,0.006404067389667034,14,False
data_sample_4,sample_2245,19,4.184579372406006,3.934476375579834,0.01933387666940689,12,False
data_sample_5,sample_26580,19,4.313391208648682,4.040816307067871,0.0033441188279539347,14,False
data_sample_6,sample_1191,19,4.005593776702881,3.6859049797058105,0.011996314860880375,16,False
data_sample_7,sample_19829,19,4.092143535614014,3.8189306259155273,0.003982081543654203,14,False
data_sample_8,sample_11500,19,4.140195846557617,3.8544816970825195,0.016483455896377563,14,False
data_sample_9,sample_1004,19,4.227290630340576,3.9484341144561768,0.009625984355807304,14,False
data_sample_10,sample_7177,19,4.3152923583984375,4.074150085449219,0.010373334400355816,12,False
data_sample_11,sample_15925,19,3.9837634563446045,3.698582172393799,0.01595052145421505,14,False
data_sample_12,sample_18606,19,4.380463123321533,4.103919506072998,0.007312989328056574,14,False
data_sample_13,sample_19201,19,4.1237874031066895,3.8781609535217285,0.014857172034680843,12,False
data_sample_14,sample_4691,19,4.069189071655273,3.786081314086914,0.013877042569220066,14,False
data_sample_15,sample_4357,19,4.025530815124512,3.7487010955810547,0.0075991409830749035,14,False
data_sample_16,sample_15754,19,4.136178016662598,3.9009547233581543,0.004453849047422409,12,False
data_sample_17,sample_6026,19,4.097037315368652,3.813035488128662,0.014771300368010998,14,False
data_sample_18,sample_12607,19,4.408746719360352,4.1186203956604,0.02089529298245907,14,False
data_sample_19,sample_20494,19,4.138155460357666,3.81056809425354,0.019894950091838837,16,False
data_sample_20,sample_24649,19,4.1165924072265625,3.804600715637207,0.004299147520214319,16,False
data_sample_21,sample_28434,19,4.291529655456543,4.048070907592773,0.012689763680100441,12,False
data_sample_22,sample_3526,19,3.833631992340088,3.5131568908691406,0.012782901525497437,16,False
data_sample_23,sample_18142,19,3.683551073074341,3.4082016944885254,0.006118576042354107,14,False
data_sample_24,sample_23005,19,4.064036846160889,3.7860264778137207,0.008779682219028473,14,False
data_sample_25,sample_25434,19,4.365721225738525,4.083464622497559,0.013025986030697823,14,False
data_sample_26,sample_5562,19,4.175021648406982,3.916639804840088,0.027612727135419846,12,False
data_sample_27,sample_779,19,4.378495216369629,4.106442928314209,0.002821224508807063,14,False
data_sample_28,sample_13055,19,4.252091884613037,4.001219749450684,0.02010289393365383,12,False
data_sample_29,sample_6107,19,4.131946563720703,3.8931102752685547,0.008067077025771141,12,False
data_sample_30,sample_21980,19,4.26836633682251,3.9898948669433594,0.009240617044270039,14,False
data_sample_31,sample_25312,19,4.249669075012207,3.9764962196350098,0.003942316398024559,14,False
data_sample_32,sample_24649,19,4.131504535675049,3.8512227535247803,0.011050930246710777,14,False
data_sample_33,sample_25475,19,4.260562419891357,3.9782674312591553,0.01306429784744978,14,False
