gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact
data_sample_0,sample_16532,46,3.7718899250030518,3.6551928520202637,0.0013123879907652736,6,False
data_sample_1,sample_4125,46,3.7361176013946533,3.6199045181274414,0.0008284663781523705,6,False
data_sample_2,sample_19335,46,3.666158437728882,3.5473861694335938,0.003387715434655547,6,False
data_sample_3,sample_15272,46,3.601187229156494,3.5202884674072266,0.003975740168243647,4,False
data_sample_4,sample_1948,46,3.610050916671753,3.494030475616455,0.0006359810358844697,6,False
data_sample_5,sample_8838,46,3.702045440673828,3.5815367698669434,0.0051241787150502205,6,False
data_sample_6,sample_1765,46,3.7932982444763184,3.7128262519836426,0.003548890585079789,4,False
data_sample_7,sample_2362,46,3.667712450027466,3.588716983795166,0.0020722888875752687,4,False
data_sample_8,sample_10285,46,3.721465826034546,3.603743314743042,0.002337831538170576,6,False
data_sample_9,sample_19972,46,3.7833704948425293,3.7001750469207764,0.006272353231906891,4,False
data_sample_10,sample_5430,46,3.692054033279419,3.6117427349090576,0.003388111712411046,4,False
data_sample_11,sample_11763,46,3.8180694580078125,3.6989479064941406,0.0037368841003626585,6,False
data_sample_12,sample_16335,46,3.572964906692505,3.4554131031036377,0.002167144324630499,6,False
data_sample_13,sample_17597,46,4.0146565437316895,3.8971986770629883,0.0020730814430862665,6,False
data_sample_14,sample_22026,46,3.8861441612243652,3.769601345062256,0.001158346887677908,6,False
data_sample_15,sample_2902,46,3.5063345432281494,3.387089252471924,0.003860804019495845,6,False
data_sample_16,sample_2636,46,3.780627489089966,3.661123514175415,0.004119344521313906,6,False
data_sample_17,sample_11451,46,3.3986852169036865,3.3191075325012207,0.0026545007713139057,4,False
data_sample_18,sample_7488,46,3.5984725952148438,3.5209500789642334,0.0005993863451294601,4,False
data_sample_19,sample_16038,46,3.7562875747680664,3.6764771938323975,0.002887279959395528,4,False
data_sample_20,sample_12508,46,3.807746648788452,3.7269630432128906,0.0038605397567152977,4,False
data_sample_21,sample_27152,46,3.795616865158081,3.6786890029907227,0.0015433175722137094,6,False
data_sample_22,sample_22026,46,3.7754440307617188,3.657468318939209,0.0025910877157002687,6,False
data_sample_23,sample_3863,46,3.7818543910980225,3.6642985343933105,0.002171371830627322,6,False
data_sample_24,sample_28753,46,3.5657083988189697,3.4854116439819336,0.0033735795877873898,4,False
data_sample_25,sample_6721,46,3.4237658977508545,3.345268726348877,0.0015740992967039347,4,False
data_sample_26,sample_26187,46,3.5400803089141846,3.4233756065368652,0.0013200504472479224,6,False
data_sample_27,sample_29843,46,3.7155964374542236,3.5961670875549316,0.004044701810926199,6,False
data_sample_28,sample_3548,46,3.775779962539673,3.6595206260681152,0.000874705146998167,6,False
data_sample_29,sample_7488,46,3.4203526973724365,3.3392438888549805,0.004185664001852274,4,False
data_sample_30,sample_27044,46,3.7068347930908203,3.590029239654541,0.0014209829969331622,6,False
data_sample_31,sample_15204,46,3.732431173324585,3.654229164123535,0.0012789639877155423,4,False
data_sample_32,sample_22823,46,3.785796880722046,3.6696410179138184,0.0007713945233263075,6,False
data_sample_33,sample_24679,46,3.6765778064727783,3.5572667121887207,0.0039265952073037624,6,False
