gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact,occ_pattern_in_train,combined_percentile_vs_train_nn
data_sample_0,sample_29844,43,3.8957576751708984,3.729928493499756,0.011982971802353859,8,False,False,1.0
data_sample_1,sample_10898,43,3.9464893341064453,3.791083335876465,0.0015598313184455037,8,False,False,1.0
data_sample_2,sample_18470,43,3.8660902976989746,3.7107911109924316,0.0014528216561302543,8,False,False,1.0
data_sample_3,sample_23434,43,3.8746349811553955,3.717376232147217,0.0034125521779060364,8,False,False,1.0
data_sample_4,sample_10898,43,3.877476215362549,3.719799041748047,0.0038308147341012955,8,False,False,1.0
data_sample_5,sample_3805,43,3.761920213699341,3.6048102378845215,0.003263663500547409,8,False,False,1.0
data_sample_6,sample_21297,43,3.649986743927002,3.4893875122070312,0.006752972025424242,8,False,False,1.0
data_sample_7,sample_11365,43,3.823657989501953,3.66398286819458,0.005828857421875,8,False,False,1.0
data_sample_8,sample_16903,43,3.8860843181610107,3.690725564956665,0.003051097271963954,10,False,False,1.0
data_sample_9,sample_12029,43,3.660848617553711,3.543375015258789,0.0020889348816126585,6,False,False,1.0
data_sample_10,sample_25794,43,3.861243486404419,3.7058956623077393,0.0015015705721452832,8,False,False,1.0
data_sample_11,sample_27867,43,3.712358236312866,3.592682361602783,0.004291352815926075,6,False,False,1.0
data_sample_12,sample_20151,43,3.953519821166992,3.796206474304199,0.003466981928795576,8,False,False,1.0
data_sample_13,sample_23214,43,3.7447431087493896,3.5808749198913574,0.010021919384598732,8,False,False,1.0
data_sample_14,sample_23277,43,3.735896110534668,3.57658052444458,0.00546925188973546,8,False,False,1.0
data_sample_15,sample_5624,43,3.8865158557891846,3.7666707038879395,0.004460454452782869,6,False,False,1.0
data_sample_16,sample_22383,43,4.035605430603027,3.876041889190674,0.005717488005757332,8,False,False,1.0
data_sample_17,sample_23567,43,3.6347053050994873,3.5181636810302734,0.0011571578215807676,6,False,False,1.0
data_sample_18,sample_21680,43,3.9503014087677,3.8274617195129395,0.007455008570104837,6,False,False,1.0
data_sample_19,sample_12397,43,3.704641819000244,3.5471181869506836,0.0036773020401597023,8,False,False,1.0
data_sample_20,sample_19077,43,3.7290987968444824,3.6113007068634033,0.002413530834019184,6,False,False,1.0
data_sample_21,sample_27710,43,3.6673154830932617,3.5511953830718994,0.0007354604313150048,6,False,False,1.0
data_sample_22,sample_28979,43,3.7312426567077637,3.572507381439209,0.004889021627604961,8,False,False,1.0
data_sample_23,sample_24637,43,3.8412487506866455,3.720968246459961,0.0048958915285766125,6,False,False,1.0
data_sample_24,sample_3805,43,3.9285225868225098,3.770589828491211,0.0040865810588002205,8,False,False,1.0
data_sample_25,sample_12311,43,3.8714234828948975,3.715815544128418,0.0017615644028410316,8,False,False,1.0
data_sample_26,sample_1724,43,3.9278762340545654,3.765995979309082,0.008033917285501957,8,False,False,1.0
data_sample_27,sample_15896,43,3.7256968021392822,3.567648410797119,0.00420204596593976,8,False,False,1.0
data_sample_28,sample_25825,43,3.6678457260131836,3.5496573448181152,0.0028039179742336273,6,False,False,1.0
data_sample_29,sample_1879,43,3.883296489715576,3.7235913276672363,0.005858978722244501,8,False,False,1.0
data_sample_30,sample_9286,43,3.6598310470581055,3.539496421813965,0.004950056783854961,6,False,False,1.0
data_sample_31,sample_9496,43,3.785799980163574,3.6689860820770264,0.001429305993951857,6,False,False,1.0
data_sample_32,sample_13670,43,3.744493007659912,3.58642578125,0.004221070092171431,8,False,False,1.0
data_sample_33,sample_25344,43,3.8846263885498047,3.724132537841797,0.006647547706961632,8,False,False,1.0
data_sample_34,sample_27871,43,3.885437488555908,3.7201061248779297,0.011485045775771141,8,False,False,1.0
data_sample_35,sample_18998,43,3.7588610649108887,3.601060390472412,0.003954338375478983,8,False,False,1.0
data_sample_36,sample_28406,43,3.8408732414245605,3.6752939224243164,0.011733150109648705,8,False,False,1.0
data_sample_37,sample_11518,43,3.684990167617798,3.5685536861419678,0.0010519977658987045,6,False,False,1.0
data_sample_38,sample_10050,43,3.5442376136779785,3.4276630878448486,0.0011899212840944529,6,False,False,1.0
data_sample_39,sample_15145,43,3.8577513694763184,3.703029155731201,0.0008760262280702591,8,False,False,1.0
data_sample_40,sample_13297,43,3.882866144180298,3.7265625,0.0024573917035013437,8,False,False,1.0
data_sample_41,sample_5624,43,3.746330738067627,3.5882067680358887,0.004277745261788368,8,False,False,1.0
data_sample_42,sample_3247,43,3.713068723678589,3.5576910972595215,0.0015312954783439636,8,False,False,1.0
data_sample_43,sample_15218,43,3.676380157470703,3.5203309059143066,0.0022029464598745108,8,False,False,1.0
data_sample_44,sample_26695,43,3.714796304702759,3.5580625534057617,0.002887544222176075,8,False,False,1.0
data_sample_45,sample_1724,43,4.012000560760498,3.853379726409912,0.004774878267198801,8,False,False,1.0
data_sample_46,sample_1879,43,3.9524853229522705,3.7929844856262207,0.0056546032428741455,8,False,False,1.0
data_sample_47,sample_12061,43,3.7416467666625977,3.5851550102233887,0.002645385218784213,8,False,False,1.0
data_sample_48,sample_8073,43,3.80287504196167,3.6443986892700195,0.004630084615200758,8,False,False,1.0
data_sample_49,sample_9175,43,3.7940876483917236,3.6362714767456055,0.003969927318394184,8,False,False,1.0
data_sample_50,sample_18238,43,3.622211217880249,3.4652469158172607,0.0031179452780634165,8,False,False,1.0
data_sample_51,sample_22383,43,3.947949171066284,3.7911486625671387,0.002954259980469942,8,False,False,1.0
data_sample_52,sample_8459,43,3.860558032989502,3.739889621734619,0.005283900536596775,6,False,False,1.0
data_sample_53,sample_12747,43,3.8362503051757812,3.712002754211426,0.008863044902682304,6,False,False,1.0
data_sample_54,sample_866,43,3.88260555267334,3.7242727279663086,0.004486480262130499,8,False,False,1.0
data_sample_55,sample_4780,43,3.747331142425537,3.5908727645874023,0.0026120932307094336,8,False,False,1.0
data_sample_56,sample_20325,43,3.7420475482940674,3.586235523223877,0.00196580751799047,8,False,False,1.0
data_sample_57,sample_10162,43,3.8765416145324707,3.720547914505005,0.0021473278757184744,8,False,False,1.0
data_sample_58,sample_9286,43,3.8244330883026123,3.7073230743408203,0.0017254982376471162,6,False,False,1.0
