candidate_id,mhz,k,badness,quality_score,uncertainty,p99_var,peak_loc_spread_px,pred_p99_mean,selected_reason
573,200.0,3,329.5252246915901,-329.5252246915901,329.5252246915901,286.75581714107307,42.769407550517016,21.633223295211792,worst_uncertainty_stratified_mhz
696,90.0,3,327.6632424194349,-327.6632424194349,327.6632424194349,296.1632424194349,31.5,24.78230134646098,worst_uncertainty_stratified_mhz
316,90.0,3,321.28236483329096,-321.28236483329096,321.28236483329096,283.65406579003246,37.62829904325851,32.30903593699137,worst_uncertainty_stratified_mhz
415,140.0,3,310.9549035918137,-310.9549035918137,310.9549035918137,271.9314063967476,39.02349719506612,24.241546948750813,worst_uncertainty_stratified_mhz
733,90.0,3,309.021405016924,-309.021405016924,309.021405016924,285.5426912531762,23.47871376374779,23.588877201080322,worst_uncertainty_stratified_mhz
583,90.0,3,303.7470527056057,-303.7470527056057,303.7470527056057,260.77645552308775,42.97059718251798,29.558274904886883,worst_uncertainty_stratified_mhz
250,90.0,3,297.7310957092444,-297.7310957092444,297.7310957092444,266.2310957092444,31.5,24.38255747159322,worst_uncertainty_stratified_mhz
22,250.0,3,297.5263295779164,-297.5263295779164,297.5263295779164,258.63581373893294,38.89051583898345,22.143861929575603,worst_uncertainty_stratified_mhz
621,100.0,3,295.68455395493714,-295.68455395493714,295.68455395493714,265.98606914510214,29.698484809834994,24.716280301411945,worst_uncertainty_stratified_mhz
4,90.0,3,294.82030566246425,-294.82030566246425,294.82030566246425,265.12182085262924,29.698484809834994,29.58694092432658,worst_uncertainty_stratified_mhz
299,90.0,3,293.8513380106364,-293.8513380106364,293.8513380106364,256.22303896737793,37.62829904325851,24.56872304280599,worst_uncertainty_stratified_mhz
1422,90.0,4,259.56173446472434,-259.56173446472434,259.56173446472434,226.62028809561528,32.941446369109066,14.63804523150126,worst_uncertainty_stratified_mhz
1351,90.0,4,200.68250228509328,-200.68250228509328,200.68250228509328,170.98401747525827,29.698484809834994,15.969168424606323,worst_uncertainty_stratified_mhz
1440,100.0,4,123.34033795007747,-123.34033795007747,123.34033795007747,84.27451031403616,39.06582763604131,13.22273818651835,worst_uncertainty_stratified_mhz
1563,200.0,4,218.0741035903761,-218.0741035903761,218.0741035903761,188.94126606599096,29.13283752438513,14.333236575126648,worst_uncertainty_stratified_mhz
988,265.0,4,48.83994436269914,-48.83994436269914,48.83994436269914,6.152124085716152,42.68782027698299,8.833855708440145,worst_uncertainty_stratified_mhz
1132,265.0,4,48.433012642319476,-48.433012642319476,48.433012642319476,4.354799329063584,44.078213313255894,8.944108883539835,worst_uncertainty_stratified_mhz
816,435.0,4,42.27126177837468,-42.27126177837468,42.27126177837468,2.7979937493795557,39.47326802899512,4.901795784632365,worst_uncertainty_stratified_mhz
1365,435.0,4,42.035136377932844,-42.035136377932844,42.035136377932844,2.6291300675576017,39.40600631037524,4.630597352981567,worst_uncertainty_stratified_mhz
1315,510.0,4,59.246063789323586,-59.246063789323586,59.246063789323586,24.5165534430937,34.72951034622989,15.950682163238525,worst_uncertainty_stratified_mhz
1590,510.0,4,56.693608919905444,-56.693608919905444,56.693608919905444,19.065309876646932,37.62829904325851,16.768600940704346,worst_uncertainty_stratified_mhz
943,80.0,4,287.97427490973126,-287.97427490973126,287.97427490973126,256.47427490973126,31.5,19.22090180714925,worst_uncertainty_stratified_mhz
1070,155.0,4,217.46278008537482,-217.46278008537482,217.46278008537482,175.96144141887984,41.50133866649498,12.425494273503622,worst_uncertainty_stratified_mhz
1428,200.0,4,214.98102903405027,-214.98102903405027,214.98102903405027,177.62835547214544,37.35267356190481,21.03670644760132,worst_uncertainty_stratified_mhz
1385,200.0,4,211.88741955431487,-211.88741955431487,211.88741955431487,169.5882207176676,42.29919883664728,11.294238130251566,worst_uncertainty_stratified_mhz
1247,200.0,4,170.67396003810236,-170.67396003810236,170.67396003810236,128.1870339444334,42.48692609366896,18.332520484924316,worst_uncertainty_stratified_mhz
1025,250.0,4,168.06395756480788,-168.06395756480788,168.06395756480788,125.61627735074251,42.44768021406536,18.299423774083454,worst_uncertainty_stratified_mhz
903,90.0,4,163.58778121962138,-163.58778121962138,163.58778121962138,125.95948217636287,37.62829904325851,17.498618920644123,worst_uncertainty_stratified_mhz
