epoch,beta,hm_mu_mean,hm_sigma_mean,occ_mu_mean,occ_sigma_mean,imp_mu_mean,imp_sigma_mean,fused_mu_mean,fused_mu_std,fused_sigma_mean,fused_mu_min,fused_mu_max,kl_gaussian,val_recon,val_total
1,0.000000,-0.0128,0.9719,-0.0430,1.0179,-0.0385,0.9381,-0.0135,0.4244,0.4368,-1.2260,1.0077,0.5431,13.9106,423.8906
25,0.012000,-0.0249,0.6788,0.0398,0.9140,-0.0289,0.6689,-0.0029,0.2791,0.8180,-0.8113,0.5250,1.1061,68.0534,478.0726
50,0.024500,-0.0627,0.6410,0.0649,0.9274,-0.0925,0.6021,-0.0192,0.2553,0.9419,-0.5843,0.4658,1.3640,80.3684,490.4685
75,0.037000,-0.0592,0.6340,0.0677,0.9408,-0.0974,0.6152,-0.0027,0.2372,1.0443,-0.5404,0.4661,1.4993,79.6402,489.7769
100,0.049500,-0.0608,0.6274,0.0615,0.9476,-0.1022,0.6214,-0.0101,0.2024,1.0876,-0.5245,0.3619,1.5517,79.3058,489.4657
125,0.062000,-0.0606,0.6323,0.0627,0.9487,-0.1009,0.6274,-0.0127,0.1920,1.0885,-0.5042,0.3910,1.5458,79.1874,489.3628
150,0.074500,-0.0486,0.6315,0.0631,0.9496,-0.0947,0.6291,-0.0070,0.1857,1.0894,-0.4897,0.3386,1.5398,79.1040,489.2966
175,0.081167,-0.0548,0.6282,0.0559,0.9508,-0.0892,0.6374,-0.0126,0.1761,1.0922,-0.4549,0.3341,1.5360,79.0484,489.2483
200,0.083250,-0.0508,0.6222,0.0533,0.9483,-0.0851,0.6394,-0.0106,0.1739,1.1014,-0.4314,0.2888,1.5516,78.9913,489.1982
225,0.085333,-0.0547,0.6187,0.0499,0.9489,-0.0818,0.6395,-0.0120,0.1649,1.1077,-0.4428,0.2841,1.5606,78.8990,489.1118
250,0.087417,-0.0461,0.6121,0.0475,0.9497,-0.0812,0.6443,-0.0123,0.1680,1.1116,-0.4117,0.2495,1.5670,78.8247,489.0418
275,0.089500,-0.0425,0.6073,0.0393,0.9504,-0.0787,0.6479,-0.0155,0.1666,1.1162,-0.4609,0.2707,1.5729,78.7534,488.9749
300,0.090000,-0.0432,0.6047,0.0421,0.9468,-0.0823,0.6476,-0.0121,0.1606,1.1270,-0.4237,0.2691,1.5890,78.6650,488.8903
325,0.090000,-0.0391,0.5923,0.0340,0.9561,-0.0696,0.6484,-0.0102,0.1598,1.1329,-0.4067,0.2404,1.6041,78.6033,488.8335
350,0.090000,-0.0329,0.5915,0.0208,0.9604,-0.0682,0.6520,-0.0113,0.1582,1.1432,-0.4564,0.2286,1.6175,78.5457,488.7777
375,0.090000,-0.0366,0.5815,0.0120,0.9653,-0.0655,0.6500,-0.0162,0.1546,1.1528,-0.4273,0.2148,1.6350,78.5945,488.8310
400,0.090000,-0.0367,0.5743,0.0096,0.9693,-0.0601,0.6465,-0.0127,0.1531,1.1636,-0.4450,0.2403,1.6580,78.6706,488.9136
425,0.090000,-0.0343,0.5748,-0.0030,0.9705,-0.0531,0.6437,-0.0104,0.1554,1.1726,-0.4204,0.2728,1.6739,94.6879,504.9342
450,0.090000,-0.0360,0.5645,-0.0059,0.9732,-0.0485,0.6431,-0.0087,0.1405,1.1821,-0.3942,0.2494,1.6902,94.6300,504.8805
475,0.090000,-0.0392,0.5636,-0.0177,0.9706,-0.0532,0.6438,-0.0165,0.1533,1.1909,-0.3727,0.2559,1.7033,94.5557,504.8081
500,0.090000,-0.0404,0.5579,-0.0225,0.9732,-0.0425,0.6448,-0.0125,0.1545,1.1937,-0.4127,0.2771,1.7070,94.5036,504.7560
525,0.090000,-0.0311,0.5596,-0.0318,0.9694,-0.0514,0.6440,-0.0165,0.1419,1.2038,-0.3982,0.2900,1.7242,94.4660,504.7227
550,0.090000,-0.0294,0.5499,-0.0423,0.9700,-0.0379,0.6454,-0.0116,0.1422,1.2093,-0.4049,0.2938,1.7380,94.4164,504.6771
575,0.090000,-0.0161,0.5466,-0.0482,0.9687,-0.0323,0.6451,-0.0109,0.1463,1.2149,-0.4219,0.2844,1.7480,94.3683,504.6309
600,0.090000,-0.0102,0.5432,-0.0520,0.9687,-0.0328,0.6491,-0.0072,0.1421,1.2230,-0.3692,0.2761,1.7597,94.3159,504.5807
