gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact
data_sample_0,sample_30000,52,3.2525384426116943,3.250093936920166,0.0024445769377052784,0,True
data_sample_1,sample_30000,52,3.315622568130493,3.315070629119873,0.000551958626601845,0,True
data_sample_2,sample_30000,52,3.7063612937927246,3.7034807205200195,0.002880542306229472,0,True
data_sample_3,sample_30000,52,3.4435548782348633,3.4421353340148926,0.0014195297844707966,0,True
data_sample_4,sample_30000,52,3.528294563293457,3.5273940563201904,0.0009004666935652494,0,True
data_sample_5,sample_30000,52,3.4470767974853516,3.445096731185913,0.0019800756126642227,0,True
data_sample_6,sample_30000,52,3.5709564685821533,3.567436695098877,0.0035196940880268812,0,True
data_sample_7,sample_30000,52,3.538588523864746,3.5349645614624023,0.0036240615881979465,0,True
data_sample_8,sample_30000,52,3.392984390258789,3.3918709754943848,0.0011132970685139298,0,True
data_sample_9,sample_30000,52,3.3210818767547607,3.3205738067626953,0.0005079657421447337,0,True
data_sample_10,sample_30000,52,3.3109405040740967,3.310293674468994,0.0006468141218647361,0,True
data_sample_11,sample_30000,52,3.382507085800171,3.3818199634552,0.0006871079094707966,0,True
data_sample_12,sample_30000,52,3.5039284229278564,3.5017600059509277,0.002168465405702591,0,True
data_sample_13,sample_30000,52,3.4909496307373047,3.4847357273101807,0.006213960237801075,0,True
data_sample_14,sample_30000,52,3.5726048946380615,3.5711774826049805,0.0014274563873186707,0,True
data_sample_15,sample_30000,52,3.4355974197387695,3.4348435401916504,0.0007539559155702591,0,True
data_sample_16,sample_30000,52,3.6088454723358154,3.60721755027771,0.0016278683906421065,0,True
data_sample_17,sample_30000,52,3.339115858078003,3.3385465145111084,0.0005692651029676199,0,True
data_sample_18,sample_30000,52,3.4101736545562744,3.409796714782715,0.00037704402348026633,0,True
data_sample_19,sample_30000,52,3.5373973846435547,3.53690505027771,0.0004922445514239371,0,True
data_sample_20,sample_30000,52,3.3568332195281982,3.3557496070861816,0.001083704293705523,0,True
data_sample_21,sample_30000,52,3.4300179481506348,3.427860975265503,0.0021569719538092613,0,True
data_sample_22,sample_30000,52,3.3119609355926514,3.3112621307373047,0.0006988657405599952,0,True
data_sample_23,sample_30000,52,3.4994759559631348,3.4970829486846924,0.00239305361174047,0,True
data_sample_24,sample_30000,52,3.440340995788574,3.4396471977233887,0.0006938455626368523,0,True
data_sample_25,sample_30000,52,3.4592783451080322,3.4584851264953613,0.0007931928266771138,0,True
data_sample_26,sample_30000,52,3.6065073013305664,3.6029741764068604,0.003533037146553397,0,True
data_sample_27,sample_30000,52,3.500472068786621,3.4986605644226074,0.001811502268537879,0,True
data_sample_28,sample_30000,52,3.4533724784851074,3.4507272243499756,0.0026452532038092613,0,True
data_sample_29,sample_30000,52,3.509807586669922,3.508193254470825,0.0016142609529197216,0,True
data_sample_30,sample_30000,52,3.433255195617676,3.432497501373291,0.00075765501242131,0,True
data_sample_31,sample_30000,52,3.4100522994995117,3.408806562423706,0.0012458041310310364,0,True
data_sample_32,sample_30000,52,3.3716466426849365,3.3710572719573975,0.0005893459310755134,0,True
data_sample_33,sample_30000,52,3.4421451091766357,3.4413886070251465,0.0007564660045318305,0,True
data_sample_34,sample_30000,52,3.3850107192993164,3.384646415710449,0.00036422928678803146,0,True
data_sample_35,sample_30000,52,3.525930881500244,3.5251047611236572,0.0008260883623734117,0,True
