epoch,train_total_loss,train_recon_loss,train_kl_loss,train_heatmap_loss,train_occupancy_loss,train_impedance_loss,val_total_loss,val_recon_loss,val_kl_loss,val_heatmap_loss,val_occupancy_loss,val_impedance_loss,val_expert_kl_loss,val_sigma_floor_loss,val_physics_ri_loss,val_physics_critic_sup_loss,val_physics_ar_loss
1,19.925426483154297,18.5404052734375,0.4696713984012604,2.2318010330200195,0.6172767877578735,1.4400097131729126,11.779150431206887,11.76765525493216,0.5050982854467757,1.193891230542609,0.623393307657952,0.39463492175366016,0.1580877907098608,nan,0.0,0.0,0.0
25,10.632576942443848,9.004141807556152,0.7566750645637512,0.5629802346229553,0.5893635153770447,0.8500434756278992,6.255452949442762,6.2108804408540115,0.7897489238292613,0.09334169182371586,0.5849243797520374,0.5758898757873697,0.389779672597317,nan,0.0,0.0,0.0
50,9.901872634887695,8.105573654174805,1.0572385787963867,0.4877554178237915,0.5576125383377075,0.6599099040031433,5.7015234784877045,5.604950557871068,1.1161741490059711,0.05953382756164734,0.5455172434766242,0.4743172139563459,0.687103902786336,nan,0.0,0.0,0.0
75,9.5416898727417,7.861452102661133,1.0902843475341797,0.5247151255607605,0.5215147733688354,0.5601319670677185,5.283061627124218,5.147247858250394,1.1333449850691126,0.04749555741535856,0.5082333285123743,0.4102437284398586,0.7403008032352366,nan,0.0,0.0,0.0
100,8.840912818908691,7.171914100646973,1.1889969110488892,0.45113232731819153,0.488399475812912,0.5177486538887024,4.978117574529445,4.793892256757046,1.2542877009574402,0.04417719021439552,0.4702855755674078,0.373962217188896,0.8675494057066897,nan,0.0,0.0,0.0
125,8.281695365905762,6.6985321044921875,1.2599939107894897,0.40291017293930054,0.46424400806427,0.4901554584503174,4.695475422067845,4.46747215656524,1.3110934982908533,0.030363598354953402,0.4418526492854382,0.3587498224796133,0.9593242543808957,nan,0.0,0.0,0.0
150,8.016267776489258,6.4139323234558105,1.3043956756591797,0.4001873731613159,0.43629196286201477,0.4664185047149658,4.434694250593794,4.164607895181534,1.3571351685422532,0.02736385704830606,0.41033792254772594,0.3388057546412691,1.0014712442743017,nan,0.0,0.0,0.0
175,7.576422691345215,5.967430591583252,1.322463035583496,0.3519248366355896,0.41357851028442383,0.44751614332199097,4.237784786427275,3.9350748163588505,1.335488266640521,0.02993515836114579,0.3833575905637538,0.3224110509486909,1.0321709559318868,nan,0.0,0.0,0.0
200,7.8491129875183105,6.1735992431640625,1.3563681840896606,0.4324858486652374,0.39421769976615906,0.42559686303138733,4.008666260699008,3.6744530383576737,1.3580918499763976,0.0266946960002818,0.3571014921715919,0.3045387100666127,1.063522083201307,nan,0.0,0.0,0.0
225,7.355831623077393,5.717371463775635,1.3446205854415894,0.38594159483909607,0.3690355718135834,0.41460129618644714,3.8112514749486395,3.4436452165563054,1.3619488153051822,0.027541166282397635,0.3318099819599314,0.29330532620561883,1.096177273100995,nan,0.0,0.0,0.0
250,6.648597240447998,5.030648708343506,1.3423166275024414,0.29732146859169006,0.34215256571769714,0.40031903982162476,3.5976414487717,3.1909577653763144,1.351840174959061,0.0201264726473613,0.306763611765618,0.2911261256704939,1.1156196340601494,nan,0.0,0.0,0.0
275,6.044881343841553,4.484870433807373,1.401155710220337,0.3216951787471771,0.3222016394138336,0.3868477940559387,3.3658080537268456,2.9284967417412617,1.401224888639247,0.019472250802085755,0.28117752969264986,0.2732952765327819,1.222946807171436,nan,0.0,0.0,0.0
300,5.964025020599365,4.389675140380859,1.4092683792114258,0.3381422162055969,0.3058558404445648,0.3760649561882019,3.1813616285932826,2.741391182960348,1.4210557668767076,0.018891764253853482,0.26195331342676853,0.26013692953485124,1.2612167099688916,nan,0.0,0.0,0.0
325,5.714844703674316,4.119627475738525,1.4349889755249023,0.3071889281272888,0.28793853521347046,0.36994868516921997,3.0251702024581584,2.5585828522418406,1.438702870937104,0.019873696383326613,0.24061770844966807,0.2563292636516246,1.300624076356279,nan,0.0,0.0,0.0
350,5.459585666656494,3.8762593269348145,1.4623451232910156,0.2814217805862427,0.27135857939720154,0.36159542202949524,2.9315790495973952,2.4422216248004993,1.4732605102214407,0.03332937904336351,0.2227790930169694,0.2508677339934288,1.3483893668397944,nan,0.0,0.0,0.0
375,5.329739093780518,3.7434701919555664,1.470204472541809,0.28314581513404846,0.2558787763118744,0.35531431436538696,2.7006801290714995,2.2073925505293177,1.476219308629949,0.01393187791109085,0.20471619063235344,0.24101304766979623,1.3755238137346633,nan,0.0,0.0,0.0
400,5.569073677062988,3.9769539833068848,1.4791783094406128,0.3047887980937958,0.24740950763225555,0.3475699722766876,2.656774053675063,2.166605524306602,1.4837750039202102,0.012907218655690235,0.19404594701655367,0.2408499703128287,1.397244831856261,nan,0.0,0.0,0.0
425,5.365263938903809,3.7687177658081055,1.4991884231567383,0.276326060295105,0.23684583604335785,0.3461794853210449,2.569592522560282,2.069516062990148,1.4957046635607456,0.01620410883680303,0.18078845368420823,0.23675139039120777,1.4155076823336012,nan,0.0,0.0,0.0
450,5.314138889312744,3.7204267978668213,1.504528522491455,0.2873063087463379,0.22697706520557404,0.34088870882987976,2.4595005720219714,1.961808793088223,1.5059456135364289,0.014252814959655417,0.17103780785456618,0.23008764512995455,1.421383656846716,nan,0.0,0.0,0.0
