epoch,train_impedance_loss,train_impedance_legacy,train_impedance_peak,val_impedance_loss,val_impedance_legacy,val_impedance_peak
1,1.2759509086608887,1.2759509086608887,0.0,0.2967258552241455,0.2967258552241455,0.0
25,1.0386836528778076,1.0386836528778076,0.0,0.730026728390782,0.730026728390782,0.0
50,0.795376718044281,0.795376718044281,0.0,0.5853685896755779,0.5853685896755779,0.0
75,0.696998655796051,0.696998655796051,0.0,0.5179123804378856,0.5179123804378856,0.0
100,0.6404505372047424,0.6404505372047424,0.0,0.46093749932390377,0.46093749932390377,0.0
125,0.5936259031295776,0.5936259031295776,0.0,0.4354810299869025,0.4354810299869025,0.0
150,0.5611876249313354,0.5611876249313354,0.0,0.4073890409484749,0.4073890409484749,0.0
175,0.5407930016517639,0.5407930016517639,0.0,0.3862417281052595,0.3862417281052595,0.0
200,0.5146767497062683,0.5146767497062683,0.0,0.3640467260310092,0.3640467260310092,0.0
225,0.5091197490692139,0.5091197490692139,0.0,0.3590240307057618,0.3590240307057618,0.0
250,0.5034681558609009,0.5034681558609009,0.0,0.35605228393458627,0.35605228393458627,0.0
275,0.5038647055625916,0.5038647055625916,0.0,0.35904599547710697,0.35904599547710697,0.0
300,0.6073527336120605,0.5042015910148621,0.10315141826868057,0.4366856203591975,0.3530445743872769,0.08364104775005374
325,0.7006547451019287,0.4981019198894501,0.20255282521247864,0.5187610544656452,0.35381464857587797,0.16494640249576412
350,0.7067238688468933,0.5029208660125732,0.20380349457263947,0.5186532612504631,0.3534066522132247,0.1652466094699399
350,0.7003881335258484,0.5007357597351074,0.19965235888957977,0.5060672826537636,0.34727160870596196,0.15879567145976745
375,0.7032584547996521,0.5030069947242737,0.2002512365579605,0.5091158496165232,0.34812159541514304,0.1609942519296968
400,0.6980538964271545,0.4992392361164093,0.19881466031074524,0.5059546002350788,0.34816932407784157,0.15778527590032065
425,0.6993752121925354,0.5008440017700195,0.19853104650974274,0.5096174066382614,0.3470615092293104,0.162555897408951
450,0.6969093680381775,0.4987151324748993,0.19819389283657074,0.5062996190169762,0.34699731527028194,0.15930230261085254
475,0.6976938843727112,0.4999488890171051,0.19774465262889862,0.5028953665830262,0.34622907338363074,0.15666629244216773
500,0.6982746720314026,0.5003562569618225,0.1979185789823532,0.5050109435014846,0.34715395016484163,0.15785699275520015
525,0.694341242313385,0.4971764087677002,0.1971646249294281,0.5018231204006071,0.3460724119320106,0.15575070683244352
550,0.6954845190048218,0.498868852853775,0.19661560654640198,0.5048182940418188,0.3463015429229356,0.15851674971260307
575,0.6958735585212708,0.4983302354812622,0.1975431889295578,0.5038897914916763,0.34547667529859905,0.15841311505723563
600,0.6993292570114136,0.5006837844848633,0.19864559173583984,0.5071271855363828,0.34772058858953675,0.15940659491855738
