#Design: H-shape;Power Bus Pin Impedance Power_GND
#Produced on;2026-07-09 21:51:49;by PI/EMI Analysis 2023.0.0.50417;Zuken GmbH - Germany

Frequency;IC1_Port1(8): Magnitude;IC1_Port1(8): Re;IC1_Port1(8): Img
(Hz);(Ω);;
1.00000e+06;1.19125e-01;4.28295e-03;-1.19048e-01
1.10000e+06;1.05812e-01;4.30969e-03;-1.05724e-01
1.20000e+06;9.45038e-02;4.33550e-03;-9.44043e-02
1.30000e+06;8.47384e-02;4.36053e-03;-8.46261e-02
1.40000e+06;7.61852e-02;4.38488e-03;-7.60589e-02
1.50000e+06;6.86020e-02;4.40867e-03;-6.84602e-02
1.60000e+06;6.18071e-02;4.43199e-03;-6.16479e-02
1.70000e+06;5.56617e-02;4.45492e-03;-5.54832e-02
1.80000e+06;5.00582e-02;4.47755e-03;-4.98575e-02
1.90000e+06;4.49115e-02;4.49995e-03;-4.46855e-02
2.00000e+06;4.01542e-02;4.52219e-03;-3.98988e-02
2.10000e+06;3.57319e-02;4.54435e-03;-3.54417e-02
2.20000e+06;3.16008e-02;4.56650e-03;-3.12691e-02
2.30000e+06;2.77256e-02;4.58871e-03;-2.73433e-02
2.40000e+06;2.40785e-02;4.61105e-03;-2.36329e-02
2.50000e+06;2.06386e-02;4.63361e-03;-2.01117e-02
2.60000e+06;1.73922e-02;4.65646e-03;-1.67573e-02
2.70000e+06;1.43360e-02;4.67969e-03;-1.35507e-02
2.80000e+06;1.14828e-02;4.70340e-03;-1.04753e-02
2.90000e+06;8.88023e-03;4.72767e-03;-7.51716e-03
3.00000e+06;6.65871e-03;4.75261e-03;-4.66381e-03
3.10000e+06;5.14390e-03;4.77834e-03;-1.90450e-03
3.20000e+06;4.86633e-03;4.80499e-03;7.70275e-04
3.30000e+06;5.89105e-03;4.83268e-03;3.36892e-03
3.40000e+06;7.64410e-03;4.86159e-03;5.89892e-03
3.50000e+06;9.69207e-03;4.89186e-03;8.36695e-03
3.60000e+06;1.18503e-02;4.92370e-03;1.07790e-02
3.70000e+06;1.40445e-02;4.95731e-03;1.31406e-02
3.80000e+06;1.62429e-02;4.99293e-03;1.54565e-02
3.90000e+06;1.84313e-02;5.03082e-03;1.77314e-02
4.00000e+06;2.06032e-02;5.07128e-03;1.99694e-02
4.10000e+06;2.27565e-02;5.11466e-03;2.21743e-02
4.20000e+06;2.48907e-02;5.16133e-03;2.43497e-02
4.30000e+06;2.70066e-02;5.21174e-03;2.64990e-02
4.40000e+06;2.91058e-02;5.26638e-03;2.86254e-02
4.50000e+06;3.11899e-02;5.32584e-03;3.07318e-02
4.60000e+06;3.32611e-02;5.39078e-03;3.28213e-02
4.70000e+06;3.53215e-02;5.46197e-03;3.48967e-02
4.80000e+06;3.73736e-02;5.54030e-03;3.69606e-02
4.90000e+06;3.94196e-02;5.62681e-03;3.90159e-02
5.00000e+06;4.14621e-02;5.72272e-03;4.10653e-02
5.10000e+06;4.35037e-02;5.82945e-03;4.31114e-02
5.20000e+06;4.55472e-02;5.94870e-03;4.51570e-02
5.30000e+06;4.75953e-02;6.08246e-03;4.72050e-02
5.40000e+06;4.96510e-02;6.23312e-03;4.92582e-02
5.50000e+06;5.17174e-02;6.40354e-03;5.13195e-02
5.60000e+06;5.37979e-02;6.59714e-03;5.33918e-02
5.70000e+06;5.58957e-02;6.81808e-03;5.54783e-02
5.80000e+06;5.80146e-02;7.07141e-03;5.75820e-02
5.90000e+06;6.01581e-02;7.36327e-03;5.97058e-02
6.00000e+06;6.23299e-02;7.70117e-03;6.18523e-02
6.10000e+06;6.45335e-02;8.09431e-03;6.40239e-02
6.20000e+06;6.67718e-02;8.55391e-03;6.62217e-02
6.30000e+06;6.90467e-02;9.09356e-03;6.84453e-02
6.40000e+06;7.13582e-02;9.72941e-03;7.06919e-02
6.50000e+06;7.37032e-02;1.04801e-02;7.29543e-02
6.60000e+06;7.60735e-02;1.13657e-02;7.52197e-02
6.70000e+06;7.84546e-02;1.24059e-02;7.74675e-02
6.80000e+06;8.08244e-02;1.36156e-02;7.96693e-02
6.90000e+06;8.31548e-02;1.50007e-02;8.17906e-02
7.00000e+06;8.54184e-02;1.65557e-02;8.37987e-02
7.10000e+06;8.75972e-02;1.82687e-02;8.56710e-02
7.20000e+06;8.96862e-02;2.01371e-02;8.73963e-02
7.30000e+06;9.16820e-02;2.21799e-02;8.89587e-02
7.40000e+06;9.35579e-02;2.44327e-02;9.03113e-02
7.50000e+06;9.52418e-02;2.69196e-02;9.13583e-02
7.60000e+06;9.66115e-02;2.96145e-02;9.19607e-02
7.70000e+06;9.75114e-02;3.24093e-02;9.19679e-02
7.80000e+06;9.77867e-02;3.51023e-02;9.12692e-02
7.90000e+06;9.73337e-02;3.74208e-02;8.98529e-02
8.00000e+06;9.61512e-02;3.90842e-02;8.78492e-02
8.10000e+06;9.43705e-02;3.98926e-02;8.55241e-02
8.20000e+06;9.22390e-02;3.97960e-02;8.32125e-02
8.30000e+06;9.00576e-02;3.89041e-02;8.12210e-02
8.40000e+06;8.81011e-02;3.74337e-02;7.97529e-02
8.50000e+06;8.65599e-02;3.56320e-02;7.88858e-02
8.60000e+06;8.55220e-02;3.37156e-02;7.85957e-02
8.70000e+06;8.49884e-02;3.18417e-02;7.87980e-02
8.80000e+06;8.49029e-02;3.01069e-02;7.93856e-02
8.90000e+06;8.51824e-02;2.85573e-02;8.02528e-02
9.00000e+06;8.57385e-02;2.72041e-02;8.13082e-02
9.10000e+06;8.64911e-02;2.60356e-02;8.24794e-02
9.20000e+06;8.73746e-02;2.50282e-02;8.37133e-02
9.30000e+06;8.83402e-02;2.41529e-02;8.49743e-02
9.40000e+06;8.93543e-02;2.33814e-02;8.62409e-02
9.50000e+06;9.03959e-02;2.26889e-02;8.75022e-02
9.60000e+06;9.14529e-02;2.20552e-02;8.87535e-02
9.70000e+06;9.25187e-02;2.14650e-02;8.99942e-02
9.80000e+06;9.35898e-02;2.09061e-02;9.12250e-02
9.90000e+06;9.46650e-02;2.03687e-02;9.24477e-02
1.00000e+07;9.57445e-02;1.98446e-02;9.36653e-02
1.10000e+07;1.07599e-01;1.48745e-02;1.06566e-01
1.20000e+07;1.21470e-01;1.17470e-02;1.20901e-01
1.30000e+07;1.35402e-01;1.02176e-02;1.35016e-01
1.40000e+07;1.48943e-01;9.40451e-03;1.48646e-01
1.50000e+07;1.62145e-01;8.92862e-03;1.61899e-01
1.60000e+07;1.75095e-01;8.63152e-03;1.74882e-01
1.70000e+07;1.87856e-01;8.43878e-03;1.87666e-01
1.80000e+07;2.00474e-01;8.31152e-03;2.00302e-01
1.90000e+07;2.12981e-01;8.22771e-03;2.12822e-01
2.00000e+07;2.25401e-01;8.17400e-03;2.25253e-01
2.10000e+07;2.37750e-01;8.14188e-03;2.37611e-01
2.20000e+07;2.50042e-01;8.12571e-03;2.49910e-01
2.30000e+07;2.62287e-01;8.12161e-03;2.62161e-01
2.40000e+07;2.74493e-01;8.12685e-03;2.74373e-01
2.50000e+07;2.86667e-01;8.13944e-03;2.86551e-01
2.60000e+07;2.98814e-01;8.15792e-03;2.98703e-01
2.70000e+07;3.10939e-01;8.18117e-03;3.10832e-01
2.80000e+07;3.23046e-01;8.20837e-03;3.22941e-01
2.90000e+07;3.35137e-01;8.23887e-03;3.35036e-01
3.00000e+07;3.47216e-01;8.27216e-03;3.47117e-01
3.10000e+07;3.59285e-01;8.30784e-03;3.59189e-01
3.20000e+07;3.71346e-01;8.34560e-03;3.71252e-01
3.30000e+07;3.83400e-01;8.38518e-03;3.83309e-01
3.40000e+07;3.95451e-01;8.42637e-03;3.95361e-01
3.50000e+07;4.07499e-01;8.46903e-03;4.07411e-01
3.60000e+07;4.19545e-01;8.51301e-03;4.19458e-01
3.70000e+07;4.31591e-01;8.55821e-03;4.31506e-01
3.80000e+07;4.43637e-01;8.60454e-03;4.43554e-01
3.90000e+07;4.55686e-01;8.65194e-03;4.55604e-01
4.00000e+07;4.67738e-01;8.70034e-03;4.67657e-01
4.10000e+07;4.79793e-01;8.74972e-03;4.79714e-01
4.20000e+07;4.91854e-01;8.80003e-03;4.91775e-01
4.30000e+07;5.03919e-01;8.85125e-03;5.03842e-01
4.40000e+07;5.15991e-01;8.90336e-03;5.15915e-01
4.50000e+07;5.28070e-01;8.95635e-03;5.27994e-01
4.60000e+07;5.40157e-01;9.01022e-03;5.40082e-01
4.70000e+07;5.52252e-01;9.06496e-03;5.52178e-01
4.80000e+07;5.64357e-01;9.12058e-03;5.64283e-01
4.90000e+07;5.76471e-01;9.17708e-03;5.76398e-01
5.00000e+07;5.88595e-01;9.23447e-03;5.88523e-01
5.10000e+07;6.00731e-01;9.29276e-03;6.00659e-01
5.20000e+07;6.12878e-01;9.35197e-03;6.12807e-01
5.30000e+07;6.25037e-01;9.41212e-03;6.24966e-01
5.40000e+07;6.37209e-01;9.47322e-03;6.37139e-01
5.50000e+07;6.49395e-01;9.53529e-03;6.49325e-01
5.60000e+07;6.61594e-01;9.59836e-03;6.61524e-01
5.70000e+07;6.73808e-01;9.66245e-03;6.73739e-01
5.80000e+07;6.86037e-01;9.72760e-03;6.85968e-01
5.90000e+07;6.98282e-01;9.79382e-03;6.98213e-01
6.00000e+07;7.10543e-01;9.86115e-03;7.10474e-01
6.10000e+07;7.22820e-01;9.92963e-03;7.22752e-01
6.20000e+07;7.35116e-01;9.99928e-03;7.35048e-01
6.30000e+07;7.47429e-01;1.00701e-02;7.47361e-01
6.40000e+07;7.59761e-01;1.01423e-02;7.59693e-01
6.50000e+07;7.72112e-01;1.02157e-02;7.72044e-01
6.60000e+07;7.84483e-01;1.02904e-02;7.84415e-01
6.70000e+07;7.96874e-01;1.03665e-02;7.96807e-01
6.80000e+07;8.09286e-01;1.04440e-02;8.09219e-01
6.90000e+07;8.21720e-01;1.05230e-02;8.21653e-01
7.00000e+07;8.34177e-01;1.06035e-02;8.34110e-01
7.10000e+07;8.46656e-01;1.06856e-02;8.46589e-01
7.20000e+07;8.59160e-01;1.07693e-02;8.59092e-01
7.30000e+07;8.71687e-01;1.08546e-02;8.71620e-01
7.40000e+07;8.84240e-01;1.09417e-02;8.84172e-01
7.50000e+07;8.96818e-01;1.10306e-02;8.96751e-01
7.60000e+07;9.09423e-01;1.11214e-02;9.09355e-01
7.70000e+07;9.22056e-01;1.12140e-02;9.21987e-01
7.80000e+07;9.34716e-01;1.13087e-02;9.34648e-01
7.90000e+07;9.47405e-01;1.14055e-02;9.47337e-01
8.00000e+07;9.60124e-01;1.15044e-02;9.60055e-01
8.10000e+07;9.72873e-01;1.16055e-02;9.72804e-01
8.20000e+07;9.85654e-01;1.17089e-02;9.85585e-01
8.30000e+07;9.98467e-01;1.18147e-02;9.98397e-01
8.40000e+07;1.01131e+00;1.19230e-02;1.01124e+00
8.50000e+07;1.02419e+00;1.20339e-02;1.02412e+00
8.60000e+07;1.03711e+00;1.21475e-02;1.03704e+00
8.70000e+07;1.05006e+00;1.22639e-02;1.04999e+00
8.80000e+07;1.06305e+00;1.23832e-02;1.06298e+00
8.90000e+07;1.07608e+00;1.25056e-02;1.07600e+00
9.00000e+07;1.08914e+00;1.26310e-02;1.08907e+00
9.10000e+07;1.10225e+00;1.27598e-02;1.10217e+00
9.20000e+07;1.11540e+00;1.28920e-02;1.11532e+00
9.30000e+07;1.12859e+00;1.30278e-02;1.12851e+00
9.40000e+07;1.14182e+00;1.31672e-02;1.14175e+00
9.50000e+07;1.15510e+00;1.33106e-02;1.15502e+00
9.60000e+07;1.16843e+00;1.34581e-02;1.16835e+00
9.70000e+07;1.18180e+00;1.36097e-02;1.18173e+00
9.80000e+07;1.19523e+00;1.37659e-02;1.19515e+00
9.90000e+07;1.20871e+00;1.39266e-02;1.20863e+00
1.00000e+08;1.22223e+00;1.40923e-02;1.22215e+00
1.10000e+08;1.36085e+00;1.60761e-02;1.36076e+00
1.20000e+08;1.50726e+00;1.89391e-02;1.50714e+00
1.30000e+08;1.66539e+00;2.34460e-02;1.66522e+00
1.40000e+08;1.84304e+00;3.15422e-02;1.84277e+00
1.50000e+08;2.05920e+00;4.96206e-02;2.05860e+00
1.60000e+08;2.37756e+00;1.10519e-01;2.37499e+00
1.70000e+08;3.16286e+00;6.86290e-01;3.08750e+00
1.80000e+08;1.44597e+00;5.62476e-01;1.33208e+00
1.90000e+08;2.02737e+00;1.14964e-01;2.02411e+00
2.00000e+08;2.38183e+00;7.00419e-02;2.38080e+00
2.10000e+08;2.68049e+00;6.62567e-02;2.67967e+00
2.20000e+08;2.99132e+00;7.85800e-02;2.99029e+00
2.30000e+08;3.35944e+00;1.09267e-01;3.35767e+00
2.40000e+08;3.85709e+00;1.80511e-01;3.85287e+00
2.50000e+08;4.68316e+00;3.97431e-01;4.66626e+00
2.60000e+08;6.76406e+00;1.82351e+00;6.51363e+00
2.70000e+08;3.56453e+00;3.37805e+00;1.13782e+00
2.80000e+08;4.25681e+00;1.34805e+00;4.03772e+00
2.90000e+08;9.07922e+00;7.38664e+00;5.27917e+00
3.00000e+08;2.05943e+00;1.96341e+00;-6.21527e-01
3.10000e+08;1.55569e+00;6.83585e-01;1.39746e+00
3.20000e+08;2.81330e+00;6.83158e-01;2.72910e+00
3.30000e+08;4.96332e+00;2.71616e+00;4.15415e+00
3.40000e+08;1.79316e+00;1.78851e+00;1.29118e-01
3.50000e+08;1.44901e+00;4.58656e-01;1.37450e+00
3.60000e+08;2.05822e+00;2.34908e-01;2.04477e+00
3.70000e+08;2.48844e+00;1.60938e-01;2.48323e+00
3.80000e+08;2.83169e+00;1.29625e-01;2.82872e+00
3.90000e+08;3.13737e+00;1.18383e-01;3.13513e+00
4.00000e+08;3.43770e+00;1.24972e-01;3.43543e+00
