#Design: H-shape;Power Bus Pin Impedance Power_GND
#Produced on;2026-05-26 17:05:20;by PI/EMI Analysis 2023.0.0.50417;Zuken GmbH - Germany

Frequency;IC1_Port1(8): Magnitude;IC1_Port1(8): Re;IC1_Port1(8): Img
(Hz);(Ω);;
1.00000e+06;6.93774e-02;3.25113e-03;-6.93012e-02
1.10000e+06;6.03744e-02;3.28428e-03;-6.02850e-02
1.20000e+06;5.26379e-02;3.31664e-03;-5.25333e-02
1.30000e+06;4.58755e-02;3.34845e-03;-4.57531e-02
1.40000e+06;3.98784e-02;3.37991e-03;-3.97349e-02
1.50000e+06;3.44941e-02;3.41120e-03;-3.43250e-02
1.60000e+06;2.96087e-02;3.44252e-03;-2.94079e-02
1.70000e+06;2.51365e-02;3.47405e-03;-2.48953e-02
1.80000e+06;2.10127e-02;3.50598e-03;-2.07181e-02
1.90000e+06;1.71900e-02;3.53849e-03;-1.68219e-02
2.00000e+06;1.36387e-02;3.57178e-03;-1.31627e-02
2.10000e+06;1.03534e-02;3.60606e-03;-9.70509e-03
2.20000e+06;7.38054e-03;3.64157e-03;-6.41960e-03
2.30000e+06;4.92975e-03;3.67854e-03;-3.28188e-03
2.40000e+06;3.72716e-03;3.71726e-03;-2.71406e-04
2.50000e+06;4.58647e-03;3.75803e-03;2.62925e-03
2.60000e+06;6.63238e-03;3.80117e-03;5.43503e-03
2.70000e+06;9.02040e-03;3.84707e-03;8.15891e-03
2.80000e+06;1.14928e-02;3.89615e-03;1.08122e-02
2.90000e+06;1.39746e-02;3.94889e-03;1.34050e-02
3.00000e+06;1.64417e-02;4.00584e-03;1.59463e-02
3.10000e+06;1.88873e-02;4.06763e-03;1.84441e-02
3.20000e+06;2.13109e-02;4.13498e-03;2.09059e-02
3.30000e+06;2.37151e-02;4.20871e-03;2.33387e-02
3.40000e+06;2.61037e-02;4.28981e-03;2.57488e-02
3.50000e+06;2.84812e-02;4.37939e-03;2.81425e-02
3.60000e+06;3.08525e-02;4.47877e-03;3.05257e-02
3.70000e+06;3.32228e-02;4.58952e-03;3.29043e-02
3.80000e+06;3.55975e-02;4.71346e-03;3.52841e-02
3.90000e+06;3.79823e-02;4.85278e-03;3.76710e-02
4.00000e+06;4.03832e-02;5.01011e-03;4.00712e-02
4.10000e+06;4.28065e-02;5.18858e-03;4.24908e-02
4.20000e+06;4.52590e-02;5.39202e-03;4.49367e-02
4.30000e+06;4.77484e-02;5.62507e-03;4.74159e-02
4.40000e+06;5.02826e-02;5.89346e-03;4.99360e-02
4.50000e+06;5.28708e-02;6.20423e-03;5.25055e-02
4.60000e+06;5.55230e-02;6.56621e-03;5.51334e-02
4.70000e+06;5.82507e-02;6.99048e-03;5.78297e-02
4.80000e+06;6.10665e-02;7.49108e-03;6.06053e-02
4.90000e+06;6.39851e-02;8.08598e-03;6.34721e-02
5.00000e+06;6.70227e-02;8.79839e-03;6.64427e-02
5.10000e+06;7.01976e-02;9.65849e-03;6.95300e-02
5.20000e+06;7.35298e-02;1.07059e-02;7.27463e-02
5.30000e+06;7.70406e-02;1.19929e-02;7.61014e-02
5.40000e+06;8.07504e-02;1.35888e-02;7.95989e-02
5.50000e+06;8.46760e-02;1.55850e-02;8.32294e-02
