gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact
data_sample_0,sample_6344,14,4.207757949829102,3.968963146209717,0.008025330491364002,12,False
data_sample_1,sample_983,14,4.06602668762207,3.8636608123779297,0.010058118030428886,10,False
data_sample_2,sample_24075,14,4.773855686187744,4.415802478790283,0.1657455861568451,10,False
data_sample_3,sample_12242,14,4.3483052253723145,4.109086990356445,0.008449274115264416,12,False
data_sample_4,sample_8887,14,4.112518310546875,3.869683265686035,0.012065540999174118,12,False
data_sample_5,sample_6691,14,4.151309490203857,3.9326658248901367,0.026336008682847023,10,False
data_sample_6,sample_27304,14,4.15647029876709,3.9134774208068848,0.012223809026181698,12,False
data_sample_7,sample_2643,14,4.220149040222168,3.9737744331359863,0.015605447813868523,12,False
data_sample_8,sample_19484,14,4.151755332946777,3.9027657508850098,0.018220314756035805,12,False
data_sample_9,sample_19584,14,4.482578277587891,4.240541458129883,0.011267855763435364,12,False
data_sample_10,sample_15818,14,4.199408531188965,3.9892170429229736,0.017884094268083572,10,False
data_sample_11,sample_16647,14,4.192229747772217,3.988636016845703,0.011286219581961632,10,False
data_sample_12,sample_7591,14,4.007871627807617,3.763592481613159,0.013509775511920452,12,False
data_sample_13,sample_19932,14,4.086272716522217,3.879223585128784,0.0147414430975914,10,False
data_sample_14,sample_21389,14,4.182046413421631,3.9391136169433594,0.01216330286115408,12,False
data_sample_15,sample_23786,14,4.202446460723877,3.9532620906829834,0.0184151791036129,12,False
data_sample_16,sample_13871,14,4.141570091247559,3.903468132019043,0.007332806009799242,12,False
data_sample_17,sample_9941,14,4.205184459686279,3.967022180557251,0.007392916362732649,12,False
data_sample_18,sample_6761,14,4.187841892242432,3.902245283126831,0.016365744173526764,14,False
data_sample_19,sample_1093,14,4.287228584289551,4.078212738037109,0.01670817658305168,10,False
data_sample_20,sample_16957,14,4.293084621429443,4.094704627990723,0.006072469521313906,10,False
data_sample_21,sample_350,14,4.407114028930664,4.12332820892334,0.014555035158991814,14,False
data_sample_22,sample_2997,14,4.279122352600098,4.038898468017578,0.00945450458675623,12,False
data_sample_23,sample_9278,14,3.8986544609069824,3.650205135345459,0.01768011413514614,12,False
data_sample_24,sample_19847,14,4.1661200523376465,3.9262237548828125,0.009127001278102398,12,False
data_sample_25,sample_20854,14,4.234125137329102,3.995306968688965,0.00804910995066166,12,False
data_sample_26,sample_18643,14,3.823472023010254,3.665328025817871,0.004297694191336632,8,False
data_sample_27,sample_27170,14,4.222797393798828,3.9815893173217773,0.010438861325383186,12,False
data_sample_28,sample_12312,14,4.182901382446289,3.981051445007324,0.009542490355670452,10,False
data_sample_29,sample_6254,14,4.209836006164551,3.9600491523742676,0.019017471000552177,12,False
data_sample_30,sample_6803,14,4.304166793823242,4.053964614868164,0.019432827830314636,12,False
