gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact,occ_pattern_in_train,combined_percentile_vs_train_nn
data_sample_0,sample_26560,22,4.221713542938232,3.9327921867370605,0.019690707325935364,14,False,False,1.0
data_sample_1,sample_1170,22,4.166939735412598,3.8874943256378174,0.01021466962993145,14,False,False,1.0
data_sample_2,sample_5449,22,4.462546348571777,4.185385227203369,0.007930475287139416,14,False,False,1.0
data_sample_3,sample_16743,22,3.82869029045105,3.5860414505004883,0.011879793368279934,12,False,False,1.0
data_sample_4,sample_1805,22,4.230129718780518,3.952263116836548,0.008635814301669598,14,False,False,1.0
data_sample_5,sample_5262,22,4.134843349456787,3.820690155029297,0.006461007054895163,16,False,False,1.0
data_sample_6,sample_2871,22,4.061669826507568,3.862389087677002,0.006972936447709799,10,False,False,1.0
data_sample_7,sample_3998,22,4.190458297729492,3.8757834434509277,0.006982580292969942,16,False,False,1.0
data_sample_8,sample_25910,22,4.107112884521484,3.791132926940918,0.00828757043927908,16,False,False,1.0
data_sample_9,sample_13719,22,4.192337989807129,3.9525980949401855,0.00897084642201662,12,False,False,1.0
data_sample_10,sample_12111,22,4.0679240226745605,3.7506933212280273,0.009538394398987293,16,False,False,1.0
data_sample_11,sample_6147,22,4.179629325866699,3.9050490856170654,0.005349691957235336,14,False,False,1.0
data_sample_12,sample_16799,22,4.043340682983398,3.7682619094848633,0.00584788154810667,14,False,False,1.0
data_sample_13,sample_5465,22,4.233161449432373,3.9212937355041504,0.004175227601081133,16,False,False,1.0
data_sample_14,sample_430,22,4.107045650482178,3.8297996520996094,0.008015422150492668,14,False,False,1.0
data_sample_15,sample_16020,22,3.936250686645508,3.6581356525421143,0.008884182199835777,14,False,False,1.0
data_sample_16,sample_11778,22,4.131712913513184,3.854942798614502,0.0075394269078969955,14,False,False,1.0
data_sample_17,sample_20559,22,4.219315052032471,3.8987417221069336,0.012880927883088589,16,False,False,1.0
data_sample_18,sample_4068,22,3.8343756198883057,3.520376205444336,0.0063070980831980705,16,False,False,1.0
data_sample_19,sample_15156,22,4.106692790985107,3.820512294769287,0.016949938610196114,14,False,False,1.0
data_sample_20,sample_26920,22,4.283536434173584,4.003295421600342,0.011010372079908848,14,False,False,1.0
data_sample_21,sample_15992,22,4.021948337554932,3.74829363822937,0.004424124024808407,14,False,False,1.0
data_sample_22,sample_10874,22,4.154365062713623,3.873354911804199,0.011779652908444405,14,False,False,1.0
data_sample_23,sample_26626,22,4.289982795715332,4.0171403884887695,0.0036115108523517847,14,False,False,1.0
data_sample_24,sample_1420,22,4.3087310791015625,4.0241875648498535,0.01531255804002285,14,False,False,1.0
data_sample_25,sample_5883,22,4.082793712615967,3.8081483840942383,0.005414558108896017,14,False,False,1.0
data_sample_26,sample_1306,22,4.132896423339844,3.8920669555664062,0.010060099884867668,12,False,False,1.0
