epoch,beta,hm_mu_mean,hm_sigma_mean,occ_mu_mean,occ_sigma_mean,imp_mu_mean,imp_sigma_mean,fused_mu_mean,fused_mu_std,fused_sigma_mean,fused_mu_min,fused_mu_max,kl_gaussian,val_recon,val_total
1,0.000000,0.0464,0.9451,-0.0261,0.9850,-0.0221,1.0170,0.0040,0.3977,0.4297,-1.1891,1.7656,0.5440,9.9198,10.0679
25,0.015000,-0.0981,0.7551,-0.0136,0.8772,-0.0942,0.7574,-0.0476,0.3447,0.6566,-0.9150,0.7408,0.9032,10.5716,10.7346
50,0.030625,-0.0435,0.7026,-0.0114,0.8471,-0.1245,0.6343,-0.0415,0.3207,0.7603,-1.1334,0.9866,1.1481,10.0637,10.3117
75,0.046250,-0.0442,0.7038,-0.0312,0.8641,-0.1176,0.5919,-0.0496,0.3194,0.8407,-1.0353,0.9868,1.2650,9.2912,9.5837
100,0.061875,-0.0673,0.6984,-0.0467,0.8748,-0.1189,0.5844,-0.0556,0.3558,0.8922,-0.9714,1.1436,1.3587,8.7175,9.0554
125,0.077500,-0.0604,0.6908,-0.0494,0.8596,-0.1026,0.5918,-0.0558,0.4034,0.9387,-1.1805,1.1048,1.4406,8.4273,8.8024
150,0.093125,-0.0689,0.6913,-0.0620,0.8584,-0.0966,0.5970,-0.0591,0.4382,0.9827,-1.3584,1.1019,1.5107,8.0620,8.4731
175,0.101000,-0.0637,0.6770,-0.0756,0.8478,-0.0854,0.6084,-0.0603,0.4536,1.0133,-1.3836,1.0099,1.5673,7.6870,8.1235
200,0.102786,-0.0534,0.6618,-0.0817,0.8335,-0.0695,0.6185,-0.0565,0.4759,1.0304,-1.4798,1.2973,1.6080,7.4933,7.9451
225,0.104571,-0.0333,0.6415,-0.0825,0.8541,-0.0634,0.6505,-0.0579,0.5003,1.0606,-1.7908,1.6008,1.6238,7.7816,8.2220
250,0.106357,0.0026,0.6217,-0.0850,0.8558,-0.0317,0.6642,-0.0318,0.5123,1.0821,-1.9916,2.0166,1.6566,7.5697,8.0193
275,0.108143,-0.0038,0.5978,-0.1054,0.8632,-0.0479,0.6696,-0.0521,0.5125,1.1097,-2.1113,2.1259,1.6971,7.3219,7.7845
300,0.109929,-0.0242,0.5907,-0.1178,0.8584,-0.0348,0.6733,-0.0487,0.5157,1.1302,-2.2340,2.3492,1.7263,7.1730,7.6469
325,0.110000,-0.0128,0.5917,-0.1282,0.8567,-0.0481,0.6733,-0.0487,0.5225,1.1527,-2.1818,2.4398,1.7609,7.2199,7.6974
350,0.110000,-0.0191,0.5827,-0.1215,0.8600,-0.0304,0.6786,-0.0442,0.5121,1.1791,-2.1492,2.4183,1.7913,7.2154,7.7008
375,0.110000,-0.0297,0.5867,-0.1137,0.8473,-0.0282,0.6820,-0.0342,0.5220,1.1912,-2.1464,2.4818,1.8058,7.1917,7.6734
400,0.110000,-0.0092,0.5768,-0.1100,0.8461,-0.0399,0.6855,-0.0311,0.5212,1.2068,-2.1334,2.4190,1.8279,7.1800,7.6630
425,0.110000,-0.0256,0.5832,-0.0941,0.8280,-0.0475,0.6888,-0.0357,0.5023,1.2176,-2.0964,2.3751,1.8281,7.1724,7.6527
450,0.110000,-0.0280,0.5772,-0.0940,0.8320,-0.0402,0.6898,-0.0343,0.5252,1.2107,-2.0624,2.4550,1.8289,7.1537,7.6345
475,0.110000,-0.0303,0.5787,-0.0912,0.8153,-0.0627,0.6940,-0.0450,0.5100,1.2237,-2.0648,2.3882,1.8373,7.1301,7.6094
500,0.110000,-0.0330,0.5637,-0.0778,0.8168,-0.0409,0.6943,-0.0355,0.5250,1.2270,-2.0072,2.5250,1.8524,7.1224,7.6061
525,0.110000,-0.0232,0.5771,-0.0792,0.8071,-0.0705,0.7009,-0.0399,0.5059,1.2294,-2.0880,2.4078,1.8373,7.1383,7.6150
550,0.110000,-0.0303,0.5778,-0.0720,0.8056,-0.0680,0.6989,-0.0418,0.5020,1.2382,-1.9421,2.4339,1.8450,7.1051,7.5808
575,0.110000,-0.0282,0.5790,-0.0695,0.7989,-0.0693,0.6954,-0.0387,0.5011,1.2410,-2.0240,2.3750,1.8449,7.1381,7.6125
600,0.110000,-0.0258,0.5689,-0.0602,0.7938,-0.0613,0.7024,-0.0350,0.5089,1.2399,-2.1101,2.3695,1.8519,7.0889,7.5668
