gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact,occ_pattern_in_train,combined_percentile_vs_train_nn
data_sample_0,sample_25511,31,4.003505706787109,3.721778392791748,0.012496749870479107,14,False,False,1.0
data_sample_1,sample_23930,31,4.16122579574585,3.872946262359619,0.01904904656112194,14,False,False,1.0
data_sample_2,sample_8452,31,4.216148376464844,3.9435951709747314,0.0033227168023586273,14,False,False,1.0
data_sample_3,sample_11949,31,3.9581689834594727,3.679469108581543,0.009469036012887955,14,False,False,1.0
data_sample_4,sample_8501,31,4.264516830444336,3.9529380798339844,0.0038865655660629272,16,False,False,1.0
data_sample_5,sample_4756,31,4.136501789093018,3.864495277404785,0.002775778528302908,14,False,False,1.0
data_sample_6,sample_13078,31,4.15615701675415,3.880496025085449,0.0064303576946258545,14,False,False,1.0
data_sample_7,sample_971,31,3.9403727054595947,3.6674506664276123,0.003691305872052908,14,False,False,1.0
data_sample_8,sample_8198,31,4.056586742401123,3.7775988578796387,0.009757301770150661,14,False,False,1.0
data_sample_9,sample_679,31,4.029306888580322,3.754918336868286,0.005157999228686094,14,False,False,1.0
data_sample_10,sample_15481,31,4.094579219818115,3.8188695907592773,0.006478974130004644,14,False,False,1.0
data_sample_11,sample_7886,31,4.244062423706055,3.965880870819092,0.008950766175985336,14,False,False,1.0
data_sample_12,sample_29887,31,4.1198506355285645,3.8053245544433594,0.00683382386341691,16,False,False,1.0
data_sample_13,sample_22600,31,4.175964832305908,3.8956542015075684,0.011079862713813782,14,False,False,1.0
data_sample_14,sample_17556,31,3.994961738586426,3.7586889266967773,0.005503600928932428,12,False,False,1.0
data_sample_15,sample_7966,31,3.9785053730010986,3.664827346801758,0.005985804833471775,16,False,False,1.0
data_sample_16,sample_7396,31,4.159676551818848,3.880014419555664,0.010431330651044846,14,False,False,1.0
data_sample_17,sample_2274,31,4.256176471710205,3.985342502593994,0.0016030315309762955,14,False,False,1.0
data_sample_18,sample_2094,31,4.088364124298096,3.7309463024139404,0.011264156550168991,18,False,False,1.0
data_sample_19,sample_14985,31,4.251983642578125,4.014892578125,0.006321762688457966,12,False,False,1.0
data_sample_20,sample_9838,31,4.05610990524292,3.7762107849121094,0.010668337345123291,14,False,False,1.0
data_sample_21,sample_6084,31,4.084380626678467,3.850637674331665,0.0029736803844571114,12,False,False,1.0
data_sample_22,sample_347,31,4.13220739364624,3.845611095428467,0.01736569032073021,14,False,False,1.0
data_sample_23,sample_14985,31,4.061142921447754,3.8224167823791504,0.007956896908581257,12,False,False,1.0
data_sample_24,sample_7855,31,4.245416164398193,3.9676194190979004,0.008566191419959068,14,False,False,1.0
data_sample_25,sample_20082,31,4.123946666717529,3.8450894355773926,0.009626512415707111,14,False,False,1.0
data_sample_26,sample_4756,31,4.285080432891846,3.9988632202148438,0.01698640175163746,14,False,False,1.0
data_sample_27,sample_16238,31,4.130373954772949,3.8164358139038086,0.006245798896998167,16,False,False,1.0
data_sample_28,sample_11554,31,3.8828606605529785,3.6056389808654785,0.007990849204361439,14,False,False,1.0
data_sample_29,sample_23974,31,3.989542245864868,3.7895917892456055,0.007642737589776516,10,False,False,1.0
data_sample_30,sample_15902,31,4.04796028137207,3.7316040992736816,0.00866395328193903,16,False,False,1.0
data_sample_31,sample_24999,31,4.1999664306640625,3.9242310523986816,0.006504868157207966,14,False,False,1.0
data_sample_32,sample_11033,31,4.27957010269165,4.00679349899292,0.0035455876495689154,14,False,False,1.0
