gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact
data_sample_0,sample_6940,41,3.9723336696624756,3.816816806793213,0.0016706722090020776,8,False
data_sample_1,sample_17157,41,3.8212060928344727,3.628218650817871,0.0006797097157686949,10,False
data_sample_2,sample_23718,41,3.9772469997406006,3.813476085662842,0.009924686513841152,8,False
data_sample_3,sample_13470,41,3.8018717765808105,3.6060128211975098,0.0035511364694684744,10,False
data_sample_4,sample_14955,41,3.6475207805633545,3.488422393798828,0.005252194125205278,8,False
data_sample_5,sample_775,41,3.7700889110565186,3.611936092376709,0.004306545481085777,8,False
data_sample_6,sample_13470,41,3.6335299015045166,3.477823495864868,0.001860251184552908,8,False
data_sample_7,sample_4633,41,3.8986082077026367,3.703157901763916,0.003142650006338954,10,False
data_sample_8,sample_11468,41,3.869269371032715,3.6698696613311768,0.007092100102454424,10,False
data_sample_9,sample_26056,41,3.833409070968628,3.6366453170776367,0.004455962684005499,10,False
data_sample_10,sample_6491,41,3.7452595233917236,3.5857787132263184,0.005634522531181574,8,False
data_sample_11,sample_27043,41,3.8386011123657227,3.6733269691467285,0.011427974328398705,8,False
data_sample_12,sample_24988,41,4.010714530944824,3.850365161895752,0.006503150798380375,8,False
data_sample_13,sample_24043,41,3.785188913345337,3.6161341667175293,0.015208587050437927,8,False
data_sample_14,sample_8917,41,3.8492393493652344,3.6547017097473145,0.0022298970725387335,10,False
data_sample_15,sample_13185,41,3.8826401233673096,3.7263002395629883,0.002493589883670211,8,False
data_sample_16,sample_6491,41,3.8274447917938232,3.666266918182373,0.007331617176532745,8,False
data_sample_17,sample_10222,41,3.854052782058716,3.622067928314209,0.0012158150784671307,12,False
data_sample_18,sample_7402,41,3.8428494930267334,3.6456403732299805,0.004901308100670576,10,False
data_sample_19,sample_13234,41,3.6929285526275635,3.53731632232666,0.001766056171618402,8,False
data_sample_20,sample_29040,41,3.871499538421631,3.677699565887451,0.0014923227718099952,10,False
data_sample_21,sample_27854,41,3.965820074081421,3.800096035003662,0.011877811513841152,8,False
data_sample_22,sample_27299,41,3.715607166290283,3.556198835372925,0.005561993923038244,8,False
data_sample_23,sample_991,41,3.941433906555176,3.7418951988220215,0.007230948656797409,10,False
data_sample_24,sample_12040,41,4.059335708618164,3.8640294075012207,0.0029987813904881477,10,False
data_sample_25,sample_2497,41,3.856510639190674,3.660226345062256,0.00397666497156024,10,False
data_sample_26,sample_19903,41,3.8367252349853516,3.642026901245117,0.0023905436974018812,10,False
data_sample_27,sample_29876,41,3.86175799369812,3.6584153175354004,0.011034945026040077,10,False
data_sample_28,sample_28864,41,4.144628524780273,3.931462287902832,0.020858699455857277,10,False
data_sample_29,sample_3830,41,3.8966050148010254,3.7381129264831543,0.0046458058059215546,8,False
data_sample_30,sample_9183,41,3.958068609237671,3.761967182159424,0.003793823765590787,10,False
data_sample_31,sample_5375,41,3.654802083969116,3.4564247131347656,0.006069563329219818,10,False
data_sample_32,sample_3298,41,3.95707631111145,3.794466495513916,0.008763433434069157,8,False
data_sample_33,sample_15498,41,3.6318254470825195,3.435199022293091,0.004318831954151392,10,False
data_sample_34,sample_23282,41,3.656259775161743,3.4609599113464355,0.0029921759851276875,10,False
data_sample_35,sample_26895,41,3.9345548152923584,3.778613567352295,0.002095011994242668,8,False
data_sample_36,sample_25017,41,3.838122844696045,3.642648935317993,0.0031662979163229465,10,False
data_sample_37,sample_20567,41,3.582756280899048,3.465249538421631,0.0021222266368567944,6,False
data_sample_38,sample_20114,41,3.9032020568847656,3.7858657836914062,0.0019516717875376344,6,False
data_sample_39,sample_15910,41,3.866448163986206,3.668149948120117,0.005990428850054741,10,False
data_sample_40,sample_22819,41,3.798407793045044,3.6001815795898438,0.005918428301811218,10,False
data_sample_41,sample_10934,41,3.665221929550171,3.5059237480163574,0.005451813340187073,8,False
data_sample_42,sample_9183,41,3.926976203918457,3.72560977935791,0.009058700874447823,10,False
data_sample_43,sample_7009,41,3.8485023975372314,3.6540255546569824,0.002169125946238637,10,False
data_sample_44,sample_10347,41,3.9417881965637207,3.7445695400238037,0.004910951945930719,10,False
data_sample_45,sample_26005,41,3.9462766647338867,3.8292136192321777,0.001678466796875,6,False
data_sample_46,sample_22517,41,3.824873447418213,3.6301369667053223,0.00242872373200953,10,False
data_sample_47,sample_16584,41,3.9253697395324707,3.7277402877807617,0.005321684293448925,10,False
data_sample_48,sample_25389,41,3.700984239578247,3.5364980697631836,0.010639933869242668,8,False
data_sample_49,sample_1753,41,3.7708840370178223,3.651832103729248,0.0036673936992883682,6,False
data_sample_50,sample_145,41,3.892354965209961,3.734187364578247,0.004321341868489981,8,False
data_sample_51,sample_27835,41,3.7758727073669434,3.6164631843566895,0.005563182756304741,8,False
data_sample_52,sample_18611,41,3.8823816776275635,3.7270965576171875,0.0014388179406523705,8,False
data_sample_53,sample_3829,41,3.7447667121887207,3.588352918624878,0.002567439805716276,8,False
data_sample_54,sample_24965,41,4.007195949554443,3.8416647911071777,0.011684797704219818,8,False
data_sample_55,sample_20189,41,3.7621474266052246,3.6025400161743164,0.005761084612458944,8,False
data_sample_56,sample_27194,41,3.76737117767334,3.6104116439819336,0.003113189246505499,8,False
data_sample_57,sample_12551,41,3.775869369506836,3.580667018890381,0.002894546138122678,10,False
data_sample_58,sample_24658,41,3.8972525596618652,3.738713264465332,0.004692969378083944,8,False
data_sample_59,sample_1126,41,4.024388790130615,3.827735424041748,0.004345782566815615,10,False
data_sample_60,sample_19704,41,4.110289096832275,3.8964078426361084,0.021573549136519432,10,False
data_sample_61,sample_5661,41,3.548448085784912,3.349151134490967,0.00698918616399169,10,False
data_sample_62,sample_17518,41,3.8345937728881836,3.6766157150268555,0.004131763242185116,8,False
data_sample_63,sample_21657,41,4.167597770690918,3.9709510803222656,0.0043393089435994625,10,False
data_sample_64,sample_18997,41,3.761964797973633,3.56589412689209,0.003762909909710288,10,False
data_sample_65,sample_24635,41,4.035417556762695,3.8382139205932617,0.004896023776382208,10,False
data_sample_66,sample_23457,41,3.80124831199646,3.605989456176758,0.002951221540570259,10,False
data_sample_67,sample_8450,41,3.8370604515075684,3.642889976501465,0.0018627612153068185,10,False
data_sample_68,sample_6175,41,3.8749420642852783,3.717167377471924,0.003928312566131353,8,False
data_sample_69,sample_246,41,3.7745749950408936,3.5811448097229004,0.0011224127374589443,10,False
data_sample_70,sample_7105,41,3.6675076484680176,3.469149112701416,0.006050803232938051,10,False
data_sample_71,sample_6303,41,3.9215753078460693,3.7241437435150146,0.005123782437294722,10,False
data_sample_72,sample_16000,41,3.84159517288208,3.6836438179016113,0.004105208907276392,8,False
data_sample_73,sample_12276,41,3.862550973892212,3.703031063079834,0.005673627369105816,8,False
data_sample_74,sample_21657,41,3.959933280944824,3.7972421646118164,0.008844813331961632,8,False
data_sample_75,sample_5714,41,3.8274145126342773,3.633164167404175,0.00194255611859262,10,False
data_sample_76,sample_22137,41,3.836092233657837,3.637533187866211,0.006251347716897726,10,False
data_sample_77,sample_5798,41,4.017090320587158,3.8195676803588867,0.005214938893914223,10,False
data_sample_78,sample_14980,41,3.837343692779541,3.6426987648010254,0.00233717099763453,10,False
data_sample_79,sample_9722,41,4.06859016418457,3.874006748199463,0.002275607315823436,10,False
data_sample_80,sample_29601,41,3.906193256378174,3.7105212211608887,0.0033643317874521017,10,False
data_sample_81,sample_13471,41,3.8753275871276855,3.6801536083221436,0.002866274444386363,10,False
data_sample_82,sample_28416,41,3.724205255508423,3.566375255584717,0.003983666654676199,8,False
data_sample_83,sample_21671,41,3.9125142097473145,3.71829891204834,0.0019075467716902494,10,False
data_sample_84,sample_13471,41,3.7953271865844727,3.596860885620117,0.006158473901450634,10,False
data_sample_85,sample_12728,41,3.9745230674743652,3.8196277618408203,0.0010490913409739733,8,False
data_sample_86,sample_10111,41,4.110321998596191,3.913942813873291,0.004071652423590422,10,False
data_sample_87,sample_4096,41,4.075600624084473,3.8725922107696533,0.010700836777687073,10,False
data_sample_88,sample_3658,41,3.896566390991211,3.7380964756011963,0.004623611457645893,8,False
data_sample_89,sample_27254,41,3.7366209030151367,3.5713248252868652,0.011449772864580154,8,False
data_sample_90,sample_22564,41,3.7465627193450928,3.549198627471924,0.005056405905634165,10,False
data_sample_91,sample_13234,41,3.8992815017700195,3.7050137519836426,0.001960126915946603,10,False
data_sample_92,sample_23718,41,3.6669437885284424,3.4678735733032227,0.006762615870684385,10,False
data_sample_93,sample_16693,41,3.941911458969116,3.7376515865325928,0.011952057480812073,10,False
data_sample_94,sample_17550,41,3.9361188411712646,3.740708112716675,0.0031030168756842613,10,False
data_sample_95,sample_26186,41,3.7121591567993164,3.553370475769043,0.004942526575177908,8,False
data_sample_96,sample_20416,41,4.0097432136535645,3.812204360961914,0.005231320392340422,10,False
data_sample_97,sample_29040,41,3.7803561687469482,3.5872669219970703,0.0007815670687705278,10,False
data_sample_98,sample_12276,41,3.8659682273864746,3.704390525817871,0.007731384132057428,8,False
data_sample_99,sample_26592,41,3.849385976791382,3.6522927284240723,0.0047854469157755375,10,False
