#Design: H-shape;Power Bus Pin Impedance Power_GND
#Produced on;2026-05-12 12:27:51;by PI/EMI Analysis 2023.0.0.50417;Zuken GmbH - Germany

Frequency;IC1_Port1(8): Magnitude;IC1_Port1(8): Re;IC1_Port1(8): Img
(Hz);(Ω);;
1.00000e+06;6.17227e-02;3.05077e-03;-6.16472e-02
1.10000e+06;5.34758e-02;3.08250e-03;-5.33869e-02
1.20000e+06;4.63763e-02;3.11332e-03;-4.62716e-02
1.30000e+06;4.01595e-02;3.14344e-03;-4.00363e-02
1.40000e+06;3.46372e-02;3.17304e-03;-3.44915e-02
1.50000e+06;2.96715e-02;3.20228e-03;-2.94982e-02
1.60000e+06;2.51604e-02;3.23133e-03;-2.49520e-02
1.70000e+06;2.10273e-02;3.26035e-03;-2.07730e-02
1.80000e+06;1.72159e-02;3.28948e-03;-1.68987e-02
1.90000e+06;1.36885e-02;3.31888e-03;-1.32801e-02
2.00000e+06;1.04297e-02;3.34871e-03;-9.87748e-03
2.10000e+06;7.46708e-03;3.37915e-03;-6.65873e-03
2.20000e+06;4.95702e-03;3.41036e-03;-3.59742e-03
2.30000e+06;3.50746e-03;3.44256e-03;-6.71607e-04
2.40000e+06;4.08041e-03;3.47596e-03;2.13717e-03
2.50000e+06;5.98292e-03;3.51079e-03;4.84456e-03
2.60000e+06;8.26403e-03;3.54732e-03;7.46396e-03
2.70000e+06;1.06300e-02;3.58585e-03;1.00070e-02
2.80000e+06;1.29998e-02;3.62673e-03;1.24837e-02
2.90000e+06;1.53484e-02;3.67034e-03;1.49031e-02
3.00000e+06;1.76685e-02;3.71712e-03;1.72731e-02
3.10000e+06;1.99597e-02;3.76759e-03;1.96009e-02
3.20000e+06;2.22242e-02;3.82235e-03;2.18930e-02
3.30000e+06;2.44656e-02;3.88209e-03;2.41556e-02
3.40000e+06;2.66878e-02;3.94762e-03;2.63943e-02
3.50000e+06;2.88954e-02;4.01991e-03;2.86144e-02
3.60000e+06;3.10927e-02;4.10011e-03;3.08212e-02
3.70000e+06;3.32845e-02;4.18957e-03;3.30198e-02
3.80000e+06;3.54756e-02;4.28994e-03;3.52153e-02
3.90000e+06;3.76710e-02;4.40321e-03;3.74128e-02
4.00000e+06;3.98760e-02;4.53180e-03;3.96177e-02
4.10000e+06;4.20963e-02;4.67866e-03;4.18355e-02
4.20000e+06;4.43378e-02;4.84748e-03;4.40721e-02
4.30000e+06;4.66074e-02;5.04284e-03;4.63338e-02
4.40000e+06;4.89123e-02;5.27048e-03;4.86275e-02
4.50000e+06;5.12607e-02;5.53770e-03;5.09607e-02
4.60000e+06;5.36619e-02;5.85387e-03;5.33416e-02
4.70000e+06;5.61262e-02;6.23108e-03;5.57793e-02
4.80000e+06;5.86655e-02;6.68512e-03;5.82833e-02
4.90000e+06;6.12927e-02;7.23684e-03;6.08640e-02
5.00000e+06;6.40225e-02;7.91399e-03;6.35315e-02
5.10000e+06;6.68701e-02;8.75381e-03;6.62946e-02
5.20000e+06;6.98503e-02;9.80658e-03;6.91585e-02
5.30000e+06;7.29751e-02;1.11402e-02;7.21198e-02
5.40000e+06;7.62473e-02;1.28454e-02;7.51575e-02
5.50000e+06;7.96498e-02;1.50407e-02;7.82168e-02
5.60000e+06;8.31246e-02;1.78709e-02;8.11808e-02
5.70000e+06;8.65364e-02;2.14873e-02;8.38262e-02
5.80000e+06;8.96186e-02;2.59838e-02;8.57691e-02
5.90000e+06;9.19176e-02;3.12501e-02;8.64423e-02
6.00000e+06;9.28048e-02;3.67488e-02;8.52189e-02
6.10000e+06;9.16914e-02;4.13943e-02;8.18159e-02
6.20000e+06;8.84860e-02;4.39156e-02;7.68192e-02
6.30000e+06;8.39397e-02;4.37088e-02;7.16617e-02
6.40000e+06;7.93571e-02;4.12961e-02;6.77656e-02
6.50000e+06;7.58555e-02;3.78171e-02;6.57565e-02
6.60000e+06;7.39146e-02;3.42682e-02;6.54909e-02
6.70000e+06;7.34610e-02;3.12074e-02;6.65028e-02
6.80000e+06;7.41679e-02;2.88423e-02;6.83301e-02
6.90000e+06;7.56791e-02;2.71964e-02;7.06235e-02
7.00000e+06;7.77009e-02;2.62221e-02;7.31425e-02
7.10000e+06;8.00118e-02;2.58555e-02;7.57191e-02
7.20000e+06;8.24432e-02;2.60334e-02;7.82249e-02
7.30000e+06;8.48564e-02;2.66908e-02;8.05494e-02
7.40000e+06;8.71286e-02;2.77502e-02;8.25912e-02
7.50000e+06;8.91502e-02;2.91100e-02;8.42637e-02
7.60000e+06;9.08367e-02;3.06426e-02;8.55122e-02
7.70000e+06;9.21459e-02;3.22103e-02;8.63328e-02
7.80000e+06;9.30880e-02;3.36971e-02;8.67749e-02
7.90000e+06;9.37117e-02;3.50363e-02;8.69157e-02
8.00000e+06;9.40695e-02;3.62107e-02;8.68208e-02
8.10000e+06;9.41849e-02;3.72211e-02;8.65181e-02
8.20000e+06;9.40462e-02;3.80488e-02;8.60057e-02
8.30000e+06;9.36301e-02;3.86388e-02;8.52856e-02
8.40000e+06;9.29365e-02;3.89146e-02;8.43970e-02
8.50000e+06;9.20135e-02;3.88130e-02;8.34269e-02
8.60000e+06;9.09570e-02;3.83160e-02;8.24928e-02
8.70000e+06;8.98870e-02;3.74602e-02;8.17093e-02
8.80000e+06;8.89167e-02;3.63236e-02;8.11590e-02
8.90000e+06;8.81286e-02;3.49996e-02;8.08807e-02
9.00000e+06;8.75667e-02;3.35742e-02;8.08746e-02
9.10000e+06;8.72416e-02;3.21130e-02;8.11163e-02
9.20000e+06;8.71430e-02;3.06589e-02;8.15716e-02
9.30000e+06;8.72509e-02;2.92361e-02;8.22069e-02
9.40000e+06;8.75449e-02;2.78569e-02;8.29946e-02
9.50000e+06;8.80071e-02;2.65279e-02;8.39138e-02
9.60000e+06;8.86231e-02;2.52542e-02;8.49487e-02
9.70000e+06;8.93797e-02;2.40406e-02;8.60859e-02
9.80000e+06;9.02641e-02;2.28919e-02;8.73131e-02
9.90000e+06;9.12626e-02;2.18121e-02;8.86177e-02
1.00000e+07;9.23605e-02;2.08038e-02;8.99870e-02
1.10000e+07;1.06070e-01;1.41965e-02;1.05116e-01
1.20000e+07;1.20581e-01;1.13153e-02;1.20049e-01
1.30000e+07;1.34508e-01;9.89067e-03;1.34144e-01
1.40000e+07;1.47907e-01;9.08934e-03;1.47628e-01
1.50000e+07;1.60929e-01;8.59674e-03;1.60699e-01
1.60000e+07;1.73683e-01;8.27597e-03;1.73485e-01
1.70000e+07;1.86241e-01;8.05938e-03;1.86067e-01
1.80000e+07;1.98654e-01;7.91012e-03;1.98496e-01
1.90000e+07;2.10954e-01;7.80657e-03;2.10810e-01
2.00000e+07;2.23167e-01;7.73527e-03;2.23032e-01
2.10000e+07;2.35309e-01;7.68744e-03;2.35183e-01
2.20000e+07;2.47394e-01;7.65715e-03;2.47276e-01
2.30000e+07;2.59433e-01;7.64026e-03;2.59321e-01
2.40000e+07;2.71434e-01;7.63379e-03;2.71327e-01
2.50000e+07;2.83403e-01;7.63556e-03;2.83300e-01
2.60000e+07;2.95346e-01;7.64396e-03;2.95247e-01
2.70000e+07;3.07267e-01;7.65773e-03;3.07171e-01
2.80000e+07;3.19169e-01;7.67593e-03;3.19077e-01
2.90000e+07;3.31056e-01;7.69781e-03;3.30967e-01
3.00000e+07;3.42931e-01;7.72280e-03;3.42844e-01
3.10000e+07;3.54795e-01;7.75041e-03;3.54711e-01
3.20000e+07;3.66651e-01;7.78028e-03;3.66569e-01
3.30000e+07;3.78501e-01;7.81210e-03;3.78420e-01
3.40000e+07;3.90345e-01;7.84562e-03;3.90266e-01
3.50000e+07;4.02186e-01;7.88065e-03;4.02109e-01
3.60000e+07;4.14024e-01;7.91702e-03;4.13948e-01
3.70000e+07;4.25861e-01;7.95459e-03;4.25787e-01
3.80000e+07;4.37697e-01;7.99325e-03;4.37624e-01
3.90000e+07;4.49535e-01;8.03290e-03;4.49463e-01
4.00000e+07;4.61373e-01;8.07347e-03;4.61303e-01
4.10000e+07;4.73214e-01;8.11489e-03;4.73145e-01
4.20000e+07;4.85058e-01;8.15712e-03;4.84990e-01
4.30000e+07;4.96906e-01;8.20010e-03;4.96838e-01
4.40000e+07;5.08758e-01;8.24381e-03;5.08691e-01
4.50000e+07;5.20615e-01;8.28821e-03;5.20549e-01
4.60000e+07;5.32478e-01;8.33328e-03;5.32413e-01
4.70000e+07;5.44347e-01;8.37901e-03;5.44282e-01
4.80000e+07;5.56222e-01;8.42537e-03;5.56158e-01
4.90000e+07;5.68105e-01;8.47237e-03;5.68042e-01
5.00000e+07;5.79995e-01;8.51999e-03;5.79933e-01
5.10000e+07;5.91894e-01;8.56824e-03;5.91832e-01
5.20000e+07;6.03801e-01;8.61710e-03;6.03740e-01
5.30000e+07;6.15717e-01;8.66659e-03;6.15656e-01
5.40000e+07;6.27643e-01;8.71670e-03;6.27583e-01
5.50000e+07;6.39579e-01;8.76744e-03;6.39519e-01
5.60000e+07;6.51526e-01;8.81881e-03;6.51466e-01
5.70000e+07;6.63483e-01;8.87083e-03;6.63424e-01
5.80000e+07;6.75452e-01;8.92351e-03;6.75393e-01
5.90000e+07;6.87433e-01;8.97684e-03;6.87374e-01
6.00000e+07;6.99425e-01;9.03086e-03;6.99367e-01
6.10000e+07;7.11431e-01;9.08556e-03;7.11373e-01
6.20000e+07;7.23449e-01;9.14097e-03;7.23391e-01
6.30000e+07;7.35481e-01;9.19709e-03;7.35423e-01
6.40000e+07;7.47526e-01;9.25394e-03;7.47469e-01
6.50000e+07;7.59586e-01;9.31155e-03;7.59529e-01
6.60000e+07;7.71661e-01;9.36992e-03;7.71604e-01
6.70000e+07;7.83750e-01;9.42907e-03;7.83694e-01
6.80000e+07;7.95856e-01;9.48903e-03;7.95799e-01
6.90000e+07;8.07977e-01;9.54981e-03;8.07920e-01
7.00000e+07;8.20114e-01;9.61143e-03;8.20058e-01
7.10000e+07;8.32268e-01;9.67392e-03;8.32212e-01
7.20000e+07;8.44439e-01;9.73730e-03;8.44383e-01
7.30000e+07;8.56628e-01;9.80158e-03;8.56572e-01
7.40000e+07;8.68835e-01;9.86679e-03;8.68779e-01
7.50000e+07;8.81061e-01;9.93296e-03;8.81005e-01
7.60000e+07;8.93305e-01;1.00001e-02;8.93249e-01
7.70000e+07;9.05569e-01;1.00683e-02;9.05513e-01
7.80000e+07;9.17853e-01;1.01375e-02;9.17797e-01
7.90000e+07;9.30157e-01;1.02077e-02;9.30101e-01
8.00000e+07;9.42482e-01;1.02791e-02;9.42426e-01
8.10000e+07;9.54828e-01;1.03515e-02;9.54772e-01
8.20000e+07;9.67195e-01;1.04251e-02;9.67139e-01
8.30000e+07;9.79585e-01;1.04999e-02;9.79529e-01
8.40000e+07;9.91998e-01;1.05759e-02;9.91942e-01
8.50000e+07;1.00443e+00;1.06531e-02;1.00438e+00
8.60000e+07;1.01689e+00;1.07316e-02;1.01684e+00
8.70000e+07;1.02938e+00;1.08114e-02;1.02932e+00
8.80000e+07;1.04189e+00;1.08926e-02;1.04183e+00
8.90000e+07;1.05442e+00;1.09751e-02;1.05436e+00
9.00000e+07;1.06698e+00;1.10590e-02;1.06692e+00
9.10000e+07;1.07957e+00;1.11444e-02;1.07951e+00
9.20000e+07;1.09218e+00;1.12313e-02;1.09212e+00
9.30000e+07;1.10482e+00;1.13198e-02;1.10476e+00
9.40000e+07;1.11749e+00;1.14098e-02;1.11743e+00
