gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact
data_sample_0,sample_14264,47,3.5243778228759766,3.4466805458068848,0.0007740367436781526,4,False
data_sample_1,sample_20966,47,3.5593252182006836,3.4794716835021973,0.002930348040536046,4,False
data_sample_2,sample_16774,47,3.817535638809204,3.7384767532348633,0.0021357019431889057,4,False
data_sample_3,sample_17083,47,3.584139823913574,3.5060033798217773,0.0012133049312978983,4,False
data_sample_4,sample_15100,47,3.7417151927948,3.663450002670288,0.0013419807655736804,4,False
data_sample_5,sample_2991,47,3.680034637451172,3.602381706237793,0.000729779654648155,4,False
data_sample_6,sample_28458,47,3.822815179824829,3.7434754371643066,0.0024167015217244625,4,False
data_sample_7,sample_1653,47,3.6114587783813477,3.530949592590332,0.0035860135685652494,4,False
data_sample_8,sample_12741,47,3.539100408554077,3.4611682891845703,0.0010089296847581863,4,False
data_sample_9,sample_28822,47,3.6424615383148193,3.559027671813965,0.0065108127892017365,4,False
data_sample_10,sample_2237,47,3.6110570430755615,3.5332212448120117,0.0009126209188252687,4,False
data_sample_11,sample_16931,47,3.7563486099243164,3.677149772644043,0.0022757393307983875,4,False
data_sample_12,sample_21391,47,3.667990207672119,3.5864436626434326,0.004623479209840298,4,False
data_sample_13,sample_9712,47,3.6699001789093018,3.590825080871582,0.0021519516594707966,4,False
data_sample_14,sample_25181,47,3.490480899810791,3.4113855361938477,0.0021721646189689636,4,False
data_sample_15,sample_92,47,3.723400592803955,3.6441149711608887,0.002362404018640518,4,False
data_sample_16,sample_13527,47,3.5225934982299805,3.4432051181793213,0.002465318189933896,4,False
data_sample_17,sample_11994,47,3.6061596870422363,3.52268123626709,0.006555334199219942,4,False
data_sample_18,sample_4166,47,3.50669527053833,3.428510904312134,0.0012612611753866076,4,False
data_sample_19,sample_17421,47,3.508924722671509,3.4686527252197266,0.0018105775816366076,2,False
data_sample_20,sample_7325,47,3.680696725845337,3.5976576805114746,0.006115933880209923,4,False
data_sample_21,sample_8041,47,3.556792736053467,3.478696823120117,0.0011728790123015642,4,False
data_sample_22,sample_25171,47,3.624420166015625,3.5461678504943848,0.0013292981311678886,4,False
data_sample_23,sample_5762,47,3.536125659942627,3.458357810974121,0.0008447159780189395,4,False
data_sample_24,sample_27446,47,3.5720815658569336,3.4939041137695312,0.0012542592594400048,4,False
data_sample_25,sample_19341,47,3.883190155029297,3.805239200592041,0.0010278214467689395,4,False
data_sample_26,sample_27499,47,3.642974853515625,3.5612680912017822,0.004783597309142351,4,False
data_sample_27,sample_29228,47,3.5405964851379395,3.463078260421753,0.0005950267077423632,4,False
data_sample_28,sample_4027,47,3.6170570850372314,3.5376017093658447,0.002532298443838954,4,False
data_sample_29,sample_8333,47,3.59682035446167,3.516366720199585,0.003530526999384165,4,False
data_sample_30,sample_3436,47,3.457087278366089,3.3790411949157715,0.0011229411466047168,4,False
