epoch,train_total_loss,train_recon_loss,train_kl_loss,train_heatmap_loss,train_occupancy_loss,train_impedance_loss,val_total_loss,val_recon_loss,val_kl_loss,val_heatmap_loss,val_occupancy_loss,val_impedance_loss,val_expert_kl_loss,val_sigma_floor_loss,val_physics_ri_loss,val_physics_critic_sup_loss,val_physics_ar_loss
1,68.06937408447266,19.963668823242188,0.45384681224823,2.953897476196289,0.4503037631511688,1.60634446144104,11.668429081557226,11.415958068409903,0.5029777515618528,1.4426517457258505,0.5281220940781421,0.39115929395937526,0.2063210063659754,nan,0.009064098972766126,0.09166042073095432,0.0031234704866455716
1,62.063507080078125,22.120162963867188,0.43240541219711304,3.421717405319214,0.4514171779155731,1.7148218154907227,16.150971365756675,12.663331500819472,0.46715953982755787,1.7258909100391826,0.5294906946479297,0.43970054388046265,0.15180514820042204,nan,0.005484757074689279,0.0656625193803281,0.004158873171125707
25,27.01370620727539,15.703142166137695,1.0042587518692017,2.0257999897003174,0.43605276942253113,1.532615065574646,11.728482539536524,11.501443014770258,1.0269117020681255,1.114500302516046,0.5063166733159393,1.110566681281465,0.5122303702547902,nan,0.004802413204623783,0.05000953177814601,0.0016332562677905758
25,26.23214340209961,15.265402793884277,1.0519500970840454,1.920095443725586,0.43682417273521423,1.5257595777511597,11.660620814464131,11.44388599473922,1.0696597920089472,1.095232685569857,0.5073543317982407,1.1143186517426225,0.5180464069374272,nan,0.0027179357110995984,0.049171594979210954,0.0014922645536526182
50,22.190826416015625,13.402871131896973,1.276755690574646,1.7452131509780884,0.39739495515823364,1.1814230680465698,10.143732786178589,9.816522762423656,1.2834790099839695,0.9446140405584554,0.45009081145046187,0.8688988348499673,0.6616709679365158,nan,0.0031117442947598633,0.047774763182416316,0.0013595582138685907
50,23.099895477294922,13.832168579101562,1.3515840768814087,1.8394519090652466,0.40479576587677,1.1756235361099243,10.369968719169742,10.007902344719309,1.3619942034854264,0.981374695652821,0.46241762635649225,0.8561595116482407,0.6801938842065999,nan,0.0012365506065448318,0.04835861809857068,0.001248111165191627
75,19.384641647338867,11.721561431884766,1.4372682571411133,1.4798680543899536,0.3792465925216675,0.9859376549720764,9.482819267960846,9.075677883429606,1.4348835182971642,0.9067323017315786,0.42469648595471854,0.7207877246327088,0.7676260183092023,nan,0.0016501238254723368,0.04700539409198233,0.0010632562556506333
75,21.080759048461914,12.576193809509277,1.4950953722000122,1.7011191844940186,0.3810069262981415,0.9694423079490662,9.486546455836686,9.039915610532292,1.493757708639395,0.9053216820857564,0.42643305592116765,0.7005834904361944,0.788058310991428,nan,0.0014819145464094081,0.047926930390054086,0.0010562737409853698
100,18.55756187438965,11.425909042358398,1.4717153310775757,1.4979861974716187,0.3665872812271118,0.8779430389404297,9.051447461863033,8.591121114668299,1.5057016259334126,0.88592159308371,0.40675763865230513,0.6147309992401326,0.8290805125334224,nan,0.0007792725837283737,0.04670833747406475,0.000966117762412769
100,18.755186080932617,11.312799453735352,1.485373854637146,1.459120273590088,0.37207189202308655,0.8783907890319824,9.19025728155355,8.72205837632789,1.5142897088996699,0.9047489571766775,0.4086633023546367,0.6249820293217409,0.831495532491168,nan,0.0010995287510192357,0.04753970892214384,0.0009736819615011241
125,17.3333740234375,10.72672176361084,1.5230108499526978,1.4016187191009521,0.35538068413734436,0.7890586853027344,8.701842048129098,8.207322218379037,1.5380581773695399,0.8574058997337936,0.39019498717589457,0.5541906537579708,0.8682381542491131,nan,0.0016292062977836543,0.04655723231004887,0.0009335307685894984
125,17.82067108154297,10.941879272460938,1.5184240341186523,1.4341732263565063,0.3607088625431061,0.8064430356025696,8.795901577980793,8.292020658977696,1.5454164787394102,0.869262057005382,0.39344303859550445,0.5574494410977989,0.8719101452925166,nan,0.0010301104868899603,0.047269686583246366,0.0008982062617938996
150,16.791332244873047,10.384345054626465,1.5153145790100098,1.3358291387557983,0.3486177623271942,0.7780446410179138,8.489457005360087,7.985905776258375,1.5312518047504737,0.8524859283791214,0.37572566352662495,0.5217098359201775,0.900364312724989,nan,0.0009339580085265954,0.046353266635512716,0.0008749818533361263
150,16.778566360473633,10.31060791015625,1.5842907428741455,1.3398159742355347,0.35028934478759766,0.7381383180618286,8.486780807620189,7.934270944751677,1.6029674777242005,0.8484534870405667,0.3770121398275016,0.5006188742938589,0.9167083049895334,nan,0.000529858091422433,0.04687100911482436,0.0008810372073938077
175,16.239242553710938,10.08486557006836,1.5431610345840454,1.3304229974746704,0.3391530215740204,0.6996085047721863,8.323929958656185,7.788236993258117,1.5816276513162206,0.8539127201819029,0.3615648758093842,0.4854690620645148,0.9424656812773377,nan,0.0017672416269321179,0.04628443440849908,0.0008213222649456079
175,16.871946334838867,10.306366920471191,1.580044150352478,1.377975583076477,0.34205660223960876,0.7016703486442566,8.373351763506404,7.810240223759511,1.6126279469396247,0.8597484687801267,0.36468573006205873,0.4723641226281885,0.9556304939457627,nan,0.0012214197471860002,0.046645299058224336,0.0008366776681094827
200,16.05467987060547,9.94936752319336,1.5847364664077759,1.335803747177124,0.32895249128341675,0.6696632504463196,8.151826969912795,7.606705530745084,1.6189643423088262,0.8539288261386214,0.3496812130095529,0.4537244893488337,0.9844429424551667,nan,0.001405985349384671,0.046156641393594565,0.0007932047429065159
200,16.77545928955078,10.237588882446289,1.5906145572662354,1.383116602897644,0.33594590425491333,0.6857401132583618,8.21118658292489,7.659326961783112,1.6191084409346346,0.8571941630273568,0.352556621869568,0.45743427682118337,0.9999752985160859,nan,0.00039632756026370113,0.04649855133878891,0.0007893672534054695
225,16.012008666992188,9.977354049682617,1.6963578462600708,1.2893822193145752,0.3223702013492584,0.6546149253845215,8.13315899841121,7.537735092835348,1.7065638259786073,0.831055117679424,0.33307533118812765,0.4478985342334528,1.0543121402380897,nan,0.0008041609726802324,0.046150149059955216,0.0007708687124130713
225,16.216625213623047,10.009109497070312,1.6643139123916626,1.2896167039871216,0.32612600922584534,0.6554884314537048,8.232921776224355,7.638783439261014,1.6983511750815345,0.8435842624453248,0.34008739711564095,0.43615631979019914,1.05668970160797,nan,0.00040159854038616596,0.04641892142654931,0.0007673519272042332
250,15.379463195800781,9.582396507263184,1.7411421537399292,1.227072834968567,0.3139224350452423,0.6442551016807556,8.075883472552064,7.451999996529251,1.7645699748250305,0.8377102466880298,0.31973256860844423,0.44145995097570734,1.0982993010614739,nan,0.0006812810925261087,0.04606843964944853,0.0007148216753820202
250,15.600823402404785,9.665962219238281,1.7148741483688354,1.2407065629959106,0.31686094403266907,0.6314007639884949,8.085450954124576,7.473408183113474,1.7348000592872745,0.8315612620017567,0.32894125495289195,0.423349745693754,1.085080273082999,nan,0.00040740355104732813,0.04637118796894296,0.0007275886278786529
275,15.262970924377441,9.452466011047363,1.7364670038223267,1.2213587760925293,0.3037908971309662,0.6288741230964661,7.852256546255018,7.2185975313186646,1.7801010852954426,0.8216888889914653,0.3046302832052356,0.40683091334143623,1.1201157384231442,nan,0.00112145250022877,0.04609892595956316,0.0007090561579031198
275,15.738774299621582,9.707283973693848,1.7435176372528076,1.2583255767822266,0.3123183250427246,0.6265100240707397,7.993097727415992,7.371683904382049,1.7606862900687046,0.8336790590012659,0.31542306466669334,0.42040126428740926,1.1169482542843114,nan,0.0012532883084218826,0.04629046398169193,0.0007271822151913094
300,15.124178886413574,9.432202339172363,1.7576115131378174,1.2321712970733643,0.2969004213809967,0.6145105957984924,7.750176375029517,7.108452007418773,1.79670377784088,0.8220639160422029,0.29236374209161664,0.40780633675758954,1.1541668909494993,nan,0.0009139769609929749,0.045984509904853636,0.0007216417078944076
300,15.592206001281738,9.607905387878418,1.773110270500183,1.258406639099121,0.30298009514808655,0.6074919104576111,7.877129204937669,7.244731768232877,1.789671248099843,0.8311086057639513,0.3032789499056144,0.40501600699346574,1.138286518268898,nan,0.0004863673088724771,0.04626210798799503,0.0007124248873938608
325,14.994996070861816,9.352291107177734,1.7818715572357178,1.211931824684143,0.2908177673816681,0.6884196400642395,7.747980086529841,7.09388011791667,1.8183820013140068,0.8295914887404833,0.28086006354357373,0.45660189514765975,1.1774873474582297,nan,0.0018341288778770592,0.0459690964628072,0.0006991475628503812
325,15.262408256530762,9.536407470703125,1.8000432252883911,1.2398509979248047,0.2968727946281433,0.6787452101707458,7.900072320562894,7.244991968889705,1.8427090820718983,0.8402221483773873,0.29176777198177867,0.4574101166646989,1.1831782650752145,nan,0.000262565659318543,0.04627515842802212,0.0007141469238272517
350,15.040122032165527,9.448348999023438,1.8183047771453857,1.2247450351715088,0.2851939797401428,0.769463062286377,7.69522105279516,7.0328070511583425,1.8541282293249348,0.8101019546633861,0.27759678796178006,0.5213406278950269,1.2230245710396377,nan,0.0008072924074291282,0.045931188893489176,0.0006974426397078549
350,15.197402954101562,9.456302642822266,1.8102647066116333,1.2076054811477661,0.2967381477355957,0.7651312947273254,7.810914395285434,7.154956069148954,1.851035573931991,0.8123810276633403,0.29013165727746293,0.5215293401088871,1.1913813997487552,nan,0.00022848987831165403,0.04619803502545005,0.0007217122015465036
375,14.700334548950195,9.308110237121582,1.8362855911254883,1.1924899816513062,0.2866329252719879,0.7819328904151917,7.737872624006427,7.075311095988164,1.8753874340995413,0.81768734411138,0.2766833213142684,0.5335237359414335,1.2347325194077414,nan,0.0019581365789340228,0.04591618189740865,0.0007071888659218112
375,15.016377449035645,9.3831148147583,1.8194224834442139,1.1978684663772583,0.2914620637893677,0.7850342392921448,7.784740272115489,7.129043442304017,1.8674202317097148,0.8084683667440884,0.28867885244430086,0.5279132682280462,1.2035406207452055,nan,0.0006347856194269462,0.04614209052419565,0.0007197011464235342
400,14.918169021606445,9.394988059997559,1.8488109111785889,1.2115482091903687,0.28543686866760254,0.7856314182281494,7.721176372199762,7.055746567053873,1.8753482093576526,0.8145158185822065,0.2757168861686206,0.5360013024240243,1.249893343839489,nan,0.0011598767808611795,0.04599661893806741,0.0007089422606590173
400,14.808640480041504,9.388604164123535,1.8384149074554443,1.1958441734313965,0.2935574948787689,0.7863204479217529,7.8275213710597304,7.180003148610474,1.8605507983536016,0.8166586773805931,0.2899720761008927,0.5273144979213105,1.1960094444087295,nan,0.00030694837318389815,0.046116437152272365,0.0007170910991634792
425,14.306477546691895,9.017332077026367,1.8418846130371094,1.1422122716903687,0.28158533573150635,0.7869148850440979,7.705217818744847,7.0390955151104535,1.891814877752398,0.8148021421960143,0.27475581049430564,0.5303838486309911,1.2752568663143722,nan,0.000717576090284608,0.045927277987548074,0.0007038469634831837
425,14.794790267944336,9.277791976928711,1.8360079526901245,1.180303692817688,0.2898459732532501,0.7803942561149597,7.743721244765109,7.090492232901151,1.887712589052857,0.8022341137049628,0.28785703038094473,0.5335713750759109,1.2216590975151687,nan,0.0003714444475142537,0.04620132468579734,0.0007151246482848007
450,14.4869966506958,9.166059494018555,1.8526592254638672,1.1711779832839966,0.2824874818325043,0.7819728851318359,7.66037730310784,6.993010393908767,1.9035800343654194,0.8062230060335065,0.2745286273296739,0.5283473291602291,1.280336395638888,nan,0.0009746771185567267,0.04589260373356157,0.000701133962734946
450,14.43371295928955,9.176799774169922,1.8499094247817993,1.159511685371399,0.2906489372253418,0.7767943143844604,7.753683451746331,7.102387611983253,1.887959352282227,0.8073100403684085,0.28637372537470257,0.5277786921770846,1.2306374096479573,nan,0.00030407117512487407,0.0461532641583901,0.0007275544448333914
475,14.557031631469727,9.2568941116333,1.8886319398880005,1.1917716264724731,0.28180545568466187,0.7756838202476501,7.634731343535126,6.958221799037496,1.9304911787392662,0.8019958358319079,0.2736105107259555,0.5228701651584907,1.3026347800356444,nan,0.00065828719964541,0.045898346092979436,0.0007066963173470032
475,14.623964309692383,9.245624542236328,1.826812982559204,1.1712568998336792,0.29050782322883606,0.7912389636039734,7.8198150337719525,7.1633853853725995,1.9021563104918746,0.8171672012473716,0.28759460480975324,0.5320876693872155,1.2609181804735152,nan,0.0017009578777866469,0.046033768899372364,0.0007204637777100348
500,14.310384750366211,9.047070503234863,1.8605077266693115,1.1489604711532593,0.2816731631755829,0.7836789488792419,7.626900815572895,6.958428500128574,1.9119878494348683,0.8030205354338786,0.2737491035559138,0.5235448726376549,1.3009334377578048,nan,0.0013237109357208685,0.04584902267689343,0.0007010600929192389
500,14.542280197143555,9.16586685180664,1.8768749237060547,1.1639484167099,0.28772687911987305,0.7710556983947754,7.725603308834013,7.068401776376318,1.9066751457628657,0.8039625025674945,0.2848414881918274,0.5242135477114896,1.2551896186148535,nan,0.0006872090448045218,0.04602059029561818,0.0007225329465028585
