#Design: H-shape;Power Bus Pin Impedance Power_GND
#Produced on;2026-05-26 17:05:17;by PI/EMI Analysis 2023.0.0.50417;Zuken GmbH - Germany

Frequency;IC1_Port1(8): Magnitude;IC1_Port1(8): Re;IC1_Port1(8): Img
(Hz);(Ω);;
1.00000e+06;1.08874e-01;4.06193e-03;-1.08798e-01
1.10000e+06;9.64660e-02;4.09074e-03;-9.63792e-02
1.20000e+06;8.59072e-02;4.11893e-03;-8.58084e-02
1.30000e+06;7.67703e-02;4.14666e-03;-7.66583e-02
1.40000e+06;6.87500e-02;4.17413e-03;-6.86232e-02
1.50000e+06;6.16224e-02;4.20148e-03;-6.14790e-02
1.60000e+06;5.52197e-02;4.22888e-03;-5.50575e-02
1.70000e+06;4.94135e-02;4.25649e-03;-4.92298e-02
1.80000e+06;4.41042e-02;4.28448e-03;-4.38956e-02
1.90000e+06;3.92135e-02;4.31300e-03;-3.89756e-02
2.00000e+06;3.46790e-02;4.34224e-03;-3.44060e-02
2.10000e+06;3.04510e-02;4.37240e-03;-3.01354e-02
2.20000e+06;2.64899e-02;4.40367e-03;-2.61213e-02
2.30000e+06;2.27649e-02;4.43629e-03;-2.23285e-02
2.40000e+06;1.92536e-02;4.47051e-03;-1.87274e-02
2.50000e+06;1.59433e-02;4.50661e-03;-1.52931e-02
2.60000e+06;1.28359e-02;4.54490e-03;-1.20044e-02
2.70000e+06;9.96108e-03;4.58574e-03;-8.84274e-03
2.80000e+06;7.41502e-03;4.62954e-03;-5.79223e-03
2.90000e+06;5.47092e-03;4.67674e-03;-2.83884e-03
3.00000e+06;4.72798e-03;4.72789e-03;2.98498e-05
3.10000e+06;5.55544e-03;4.78358e-03;2.82494e-03
3.20000e+06;7.37183e-03;4.84452e-03;5.55649e-03
3.30000e+06;9.58729e-03;4.91154e-03;8.23365e-03
3.40000e+06;1.19542e-02;4.98558e-03;1.08649e-02
3.50000e+06;1.43808e-02;5.06778e-03;1.34583e-02
3.60000e+06;1.68315e-02;5.15946e-03;1.60212e-02
3.70000e+06;1.92926e-02;5.26219e-03;1.85611e-02
3.80000e+06;2.17599e-02;5.37786e-03;2.10849e-02
3.90000e+06;2.42342e-02;5.50870e-03;2.35998e-02
4.00000e+06;2.67188e-02;5.65745e-03;2.61129e-02
4.10000e+06;2.92186e-02;5.82739e-03;2.86316e-02
4.20000e+06;3.17399e-02;6.02255e-03;3.11633e-02
4.30000e+06;3.42902e-02;6.24788e-03;3.37162e-02
4.40000e+06;3.68777e-02;6.50951e-03;3.62986e-02
4.50000e+06;3.95121e-02;6.81509e-03;3.89200e-02
4.60000e+06;4.22043e-02;7.17424e-03;4.15901e-02
4.70000e+06;4.49667e-02;7.59916e-03;4.43199e-02
4.80000e+06;4.78132e-02;8.10545e-03;4.71212e-02
4.90000e+06;5.07601e-02;8.71325e-03;5.00067e-02
5.00000e+06;5.38257e-02;9.44874e-03;5.29899e-02
5.10000e+06;5.70306e-02;1.03463e-02;5.60843e-02
5.20000e+06;6.03980e-02;1.14513e-02;5.93025e-02
5.30000e+06;6.39525e-02;1.28241e-02;6.26535e-02
5.40000e+06;6.77190e-02;1.45451e-02;6.61385e-02
5.50000e+06;7.17188e-02;1.67210e-02;6.97424e-02
5.60000e+06;7.59623e-02;1.94915e-02;7.34190e-02
5.70000e+06;8.04336e-02;2.30326e-02;7.70654e-02
5.80000e+06;8.50646e-02;2.75498e-02;8.04798e-02
5.90000e+06;8.96884e-02;3.32403e-02;8.33012e-02
6.00000e+06;9.39726e-02;4.01909e-02;8.49444e-02
6.10000e+06;9.73487e-02;4.81716e-02;8.45947e-02
6.20000e+06;9.90107e-02;5.63551e-02;8.14078e-02
6.30000e+06;9.81201e-02;6.32057e-02;7.50506e-02
6.40000e+06;9.42735e-02;6.69779e-02;6.63435e-02
6.50000e+06;8.79452e-02;6.67821e-02;5.72233e-02
6.60000e+06;8.03995e-02;6.32004e-02;4.96969e-02
6.70000e+06;7.30767e-02;5.77351e-02;4.47981e-02
6.80000e+06;6.70228e-02;5.18300e-02;4.24936e-02
6.90000e+06;6.27141e-02;4.63850e-02;4.22077e-02
7.00000e+06;6.01702e-02;4.17908e-02;4.32895e-02
7.10000e+06;5.91490e-02;3.81338e-02;4.52153e-02
7.20000e+06;5.93123e-02;3.53632e-02;4.76172e-02
7.30000e+06;6.03290e-02;3.33859e-02;5.02491e-02
7.40000e+06;6.19187e-02;3.21076e-02;5.29437e-02
7.50000e+06;6.38573e-02;3.14464e-02;5.55778e-02
7.60000e+06;6.59636e-02;3.13313e-02;5.80478e-02
7.70000e+06;6.80816e-02;3.16928e-02;6.02550e-02
7.80000e+06;7.00667e-02;3.24495e-02;6.20997e-02
7.90000e+06;7.17785e-02;3.34928e-02;6.34853e-02
8.00000e+06;7.30845e-02;3.46755e-02;6.43347e-02
8.10000e+06;7.38771e-02;3.58123e-02;6.46166e-02
8.20000e+06;7.40998e-02;3.67002e-02;6.43729e-02
8.30000e+06;7.37732e-02;3.71597e-02;6.37310e-02
8.40000e+06;7.30047e-02;3.70809e-02;6.28863e-02
8.50000e+06;7.19704e-02;3.64517e-02;6.20566e-02
8.60000e+06;7.08737e-02;3.53507e-02;6.14281e-02
8.70000e+06;6.98983e-02;3.39128e-02;6.11203e-02
8.80000e+06;6.91754e-02;3.22853e-02;6.11792e-02
8.90000e+06;6.87736e-02;3.05964e-02;6.15928e-02
9.00000e+06;6.87068e-02;2.89404e-02;6.23143e-02
9.10000e+06;6.89513e-02;2.73767e-02;6.32834e-02
9.20000e+06;6.94635e-02;2.59360e-02;6.44399e-02
9.30000e+06;7.01935e-02;2.46289e-02;6.57309e-02
9.40000e+06;7.10934e-02;2.34529e-02;6.71136e-02
9.50000e+06;7.21216e-02;2.23986e-02;6.85553e-02
9.60000e+06;7.32442e-02;2.14531e-02;7.00320e-02
9.70000e+06;7.44345e-02;2.06028e-02;7.15264e-02
9.80000e+06;7.56724e-02;1.98340e-02;7.30268e-02
9.90000e+06;7.69429e-02;1.91344e-02;7.45258e-02
1.00000e+07;7.82359e-02;1.84928e-02;7.60189e-02
1.10000e+07;9.17169e-02;1.39725e-02;9.06464e-02
1.20000e+07;1.05402e-01;1.16423e-02;1.04757e-01
1.30000e+07;1.18574e-01;1.04373e-02;1.18114e-01
1.40000e+07;1.31234e-01;9.74529e-03;1.30872e-01
1.50000e+07;1.43512e-01;9.31233e-03;1.43210e-01
1.60000e+07;1.55510e-01;9.02572e-03;1.55247e-01
1.70000e+07;1.67298e-01;8.82906e-03;1.67065e-01
1.80000e+07;1.78926e-01;8.69125e-03;1.78715e-01
1.90000e+07;1.90429e-01;8.59382e-03;1.90235e-01
2.00000e+07;2.01832e-01;8.52518e-03;2.01652e-01
2.10000e+07;2.13153e-01;8.47770e-03;2.12984e-01
2.20000e+07;2.24408e-01;8.44617e-03;2.24249e-01
2.30000e+07;2.35607e-01;8.42693e-03;2.35456e-01
2.40000e+07;2.46760e-01;8.41733e-03;2.46616e-01
2.50000e+07;2.57874e-01;8.41542e-03;2.57736e-01
2.60000e+07;2.68954e-01;8.41973e-03;2.68822e-01
2.70000e+07;2.80007e-01;8.42914e-03;2.79880e-01
2.80000e+07;2.91035e-01;8.44278e-03;2.90913e-01
2.90000e+07;3.02044e-01;8.45998e-03;3.01925e-01
3.00000e+07;3.13034e-01;8.48020e-03;3.12919e-01
3.10000e+07;3.24010e-01;8.50301e-03;3.23899e-01
3.20000e+07;3.34974e-01;8.52805e-03;3.34865e-01
3.30000e+07;3.45926e-01;8.55506e-03;3.45821e-01
3.40000e+07;3.56871e-01;8.58380e-03;3.56767e-01
3.50000e+07;3.67807e-01;8.61409e-03;3.67706e-01
3.60000e+07;3.78738e-01;8.64576e-03;3.78640e-01
3.70000e+07;3.89665e-01;8.67870e-03;3.89568e-01
3.80000e+07;4.00588e-01;8.71280e-03;4.00493e-01
3.90000e+07;4.11509e-01;8.74796e-03;4.11416e-01
4.00000e+07;4.22429e-01;8.78413e-03;4.22337e-01
4.10000e+07;4.33348e-01;8.82123e-03;4.33258e-01
4.20000e+07;4.44267e-01;8.85923e-03;4.44179e-01
4.30000e+07;4.55188e-01;8.89809e-03;4.55101e-01
4.40000e+07;4.66110e-01;8.93776e-03;4.66025e-01
4.50000e+07;4.77036e-01;8.97823e-03;4.76951e-01
4.60000e+07;4.87964e-01;9.01949e-03;4.87881e-01
4.70000e+07;4.98896e-01;9.06150e-03;4.98814e-01
4.80000e+07;5.09833e-01;9.10427e-03;5.09752e-01
4.90000e+07;5.20775e-01;9.14779e-03;5.20694e-01
5.00000e+07;5.31722e-01;9.19206e-03;5.31642e-01
5.10000e+07;5.42675e-01;9.23707e-03;5.42596e-01
5.20000e+07;5.53635e-01;9.28283e-03;5.53557e-01
5.30000e+07;5.64602e-01;9.32935e-03;5.64525e-01
5.40000e+07;5.75577e-01;9.37664e-03;5.75500e-01
5.50000e+07;5.86559e-01;9.42470e-03;5.86484e-01
5.60000e+07;5.97551e-01;9.47354e-03;5.97475e-01
5.70000e+07;6.08551e-01;9.52319e-03;6.08476e-01
5.80000e+07;6.19561e-01;9.57365e-03;6.19487e-01
5.90000e+07;6.30580e-01;9.62494e-03;6.30507e-01
6.00000e+07;6.41610e-01;9.67709e-03;6.41537e-01
6.10000e+07;6.52651e-01;9.73011e-03;6.52579e-01
6.20000e+07;6.63703e-01;9.78402e-03;6.63631e-01
6.30000e+07;6.74767e-01;9.83885e-03;6.74696e-01
6.40000e+07;6.85844e-01;9.89462e-03;6.85772e-01
6.50000e+07;6.96932e-01;9.95136e-03;6.96861e-01
6.60000e+07;7.08034e-01;1.00091e-02;7.07964e-01
6.70000e+07;7.19150e-01;1.00679e-02;7.19080e-01
6.80000e+07;7.30280e-01;1.01277e-02;7.30210e-01
6.90000e+07;7.41424e-01;1.01886e-02;7.41354e-01
7.00000e+07;7.52583e-01;1.02506e-02;7.52514e-01
7.10000e+07;7.63758e-01;1.03138e-02;7.63689e-01
7.20000e+07;7.74949e-01;1.03782e-02;7.74880e-01
7.30000e+07;7.86157e-01;1.04438e-02;7.86087e-01
7.40000e+07;7.97381e-01;1.05107e-02;7.97312e-01
7.50000e+07;8.08623e-01;1.05789e-02;8.08554e-01
7.60000e+07;8.19883e-01;1.06485e-02;8.19814e-01
7.70000e+07;8.31162e-01;1.07195e-02;8.31093e-01
7.80000e+07;8.42460e-01;1.07919e-02;8.42391e-01
7.90000e+07;8.53778e-01;1.08659e-02;8.53709e-01
8.00000e+07;8.65117e-01;1.09414e-02;8.65047e-01
8.10000e+07;8.76476e-01;1.10185e-02;8.76407e-01
8.20000e+07;8.87857e-01;1.10973e-02;8.87788e-01
8.30000e+07;8.99260e-01;1.11778e-02;8.99191e-01
8.40000e+07;9.10686e-01;1.12602e-02;9.10617e-01
8.50000e+07;9.22136e-01;1.13444e-02;9.22066e-01
8.60000e+07;9.33610e-01;1.14305e-02;9.33540e-01
8.70000e+07;9.45109e-01;1.15187e-02;9.45039e-01
8.80000e+07;9.56634e-01;1.16090e-02;9.56564e-01
8.90000e+07;9.68185e-01;1.17014e-02;9.68115e-01
9.00000e+07;9.79764e-01;1.17961e-02;9.79693e-01
