gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact
data_sample_0,sample_24633,39,3.849297523498535,3.609774112701416,0.008754185400903225,12,False
data_sample_1,sample_24633,39,3.8644604682922363,3.665121555328369,0.007031197194010019,10,False
data_sample_2,sample_2588,39,3.8919081687927246,3.6951282024383545,0.00447221240028739,10,False
data_sample_3,sample_26212,39,4.049805164337158,3.814404010772705,0.004631670191884041,12,False
data_sample_4,sample_6064,39,3.779947280883789,3.660240650177002,0.0043221344240009785,6,False
data_sample_5,sample_16166,39,3.919287919998169,3.684934139251709,0.0035846924874931574,12,False
data_sample_6,sample_1864,39,4.0237274169921875,3.8628463745117188,0.007034896407276392,8,False
data_sample_7,sample_169,39,3.8539040088653564,3.6187753677368164,0.004359389655292034,12,False
data_sample_8,sample_2354,39,3.8512635231018066,3.6167964935302734,0.0036979112774133682,12,False
data_sample_9,sample_28199,39,3.831007242202759,3.5928456783294678,0.00739252008497715,12,False
data_sample_10,sample_19301,39,3.7845280170440674,3.591102123260498,0.001118185231462121,10,False
data_sample_11,sample_14109,39,3.734145164489746,3.538999080657959,0.0028382667805999517,10,False
data_sample_12,sample_17950,39,3.9608068466186523,3.7597107887268066,0.008788269944489002,10,False
data_sample_13,sample_2588,39,3.8262557983398438,3.6304001808166504,0.0035478335339576006,10,False
data_sample_14,sample_11466,39,4.043742656707764,3.807220458984375,0.005753158126026392,12,False
data_sample_15,sample_16556,39,3.9688379764556885,3.772578239440918,0.003951960243284702,10,False
data_sample_16,sample_21326,39,4.00639009475708,3.770510196685791,0.005110439378768206,12,False
data_sample_17,sample_13972,39,3.877800703048706,3.6735610961914062,0.011931976303458214,10,False
data_sample_18,sample_6343,39,3.9709067344665527,3.775036096572876,0.003562894184142351,10,False
data_sample_19,sample_22998,39,3.9030230045318604,3.6676440238952637,0.0046097394078969955,12,False
data_sample_20,sample_20242,39,4.14875602722168,3.948906183242798,0.007542465813457966,10,False
data_sample_21,sample_1132,39,3.9545583724975586,3.720189332962036,0.0035998851526528597,12,False
data_sample_22,sample_16166,39,3.90946888923645,3.6769959926605225,0.0017038320656865835,12,False
data_sample_23,sample_8853,39,3.9701685905456543,3.7375450134277344,0.0018544383347034454,12,False
data_sample_24,sample_14117,39,4.057754993438721,3.825061321258545,0.0019244570285081863,12,False
data_sample_25,sample_18995,39,4.125943183898926,3.887916088104248,0.007257899269461632,12,False
data_sample_26,sample_19087,39,3.919016122817993,3.678130626678467,0.010116246528923512,12,False
data_sample_27,sample_7510,39,4.0120391845703125,3.8858628273010254,0.010791596956551075,6,False
data_sample_28,sample_4697,39,3.948868751525879,3.750260829925537,0.006300096400082111,10,False
data_sample_29,sample_25780,39,3.807584285736084,3.594736099243164,0.020540576428174973,10,False
data_sample_30,sample_11731,39,3.8449409008026123,3.612461805343628,0.0017099091783165932,12,False
data_sample_31,sample_15457,39,3.6352715492248535,3.395901679992676,0.008600804954767227,12,False
data_sample_32,sample_24112,39,4.0238823890686035,3.822446823120117,0.00912779476493597,10,False
data_sample_33,sample_8394,39,4.094026565551758,3.85709285736084,0.00616455078125,12,False
data_sample_34,sample_21493,39,3.9686074256896973,3.7591373920440674,0.01716224104166031,10,False
data_sample_35,sample_19280,39,4.0924811363220215,3.8582916259765625,0.0034202146343886852,12,False
data_sample_36,sample_29791,39,3.846003770828247,3.6125402450561523,0.0026942661497741938,12,False
data_sample_37,sample_15457,39,3.878894805908203,3.641509532928467,0.006616105325520039,12,False
data_sample_38,sample_19954,39,3.952714204788208,3.793849468231201,0.005018490366637707,8,False
data_sample_39,sample_12563,39,3.858106851577759,3.6579294204711914,0.007869703695178032,10,False
data_sample_40,sample_5120,39,3.841916084289551,3.608808994293213,0.002337963553145528,12,False
data_sample_41,sample_22609,39,3.889238119125366,3.6929211616516113,0.0040091644041240215,10,False
data_sample_42,sample_857,39,3.78757381439209,3.5815892219543457,0.013676894828677177,10,False
data_sample_43,sample_2588,39,3.8669867515563965,3.7114295959472656,0.0017108339816331863,8,False
data_sample_44,sample_15731,39,3.9168848991394043,3.7217044830322266,0.0028727478347718716,10,False
data_sample_45,sample_15570,39,4.035595893859863,3.8022379875183105,0.0025887098163366318,12,False
data_sample_46,sample_3194,39,3.860496759414673,3.664330244064331,0.003858822165057063,10,False
data_sample_47,sample_27226,39,3.9995362758636475,3.8439455032348633,0.001744522131048143,8,False
data_sample_48,sample_22609,39,3.8487470149993896,3.613802671432495,0.0041750953532755375,12,False
data_sample_49,sample_16952,39,4.020252704620361,3.8241872787475586,0.0037577576003968716,10,False
data_sample_50,sample_12577,39,3.9035747051239014,3.7027194499969482,0.008547431789338589,10,False
data_sample_51,sample_3194,39,4.053021430969238,3.893505573272705,0.005669795908033848,8,False
data_sample_52,sample_19720,39,3.8072571754455566,3.60443115234375,0.01051825936883688,10,False
data_sample_53,sample_423,39,3.8888628482818604,3.6545681953430176,0.0035255069378763437,12,False
data_sample_54,sample_29025,39,4.080862522125244,3.8776135444641113,0.010941542685031891,10,False
data_sample_55,sample_1030,39,3.8354461193084717,3.6031689643859863,0.0015080439625307918,12,False
data_sample_56,sample_23299,39,4.056493759155273,3.8512282371520996,0.012957816943526268,10,False
data_sample_57,sample_20242,39,3.9240942001342773,3.7280526161193848,0.003733845427632332,10,False
data_sample_58,sample_21520,39,4.061915874481201,3.866988182067871,0.0026202842127531767,10,False
data_sample_59,sample_9829,39,3.8685286045074463,3.6717662811279297,0.004454641602933407,10,False
data_sample_60,sample_27651,39,3.9320406913757324,3.7754311561584473,0.0027632280252873898,8,False
data_sample_61,sample_17228,39,4.001595973968506,3.797032594680786,0.012255912646651268,10,False
data_sample_62,sample_11865,39,4.018538951873779,3.820713758468628,0.005517472513020039,10,False
data_sample_63,sample_3958,39,3.901886463165283,3.7063612937927246,0.003217556746676564,10,False
data_sample_64,sample_29389,39,3.9582674503326416,3.763777256011963,0.0021824692375957966,10,False
data_sample_65,sample_12905,39,4.040773868560791,3.83966064453125,0.008805576711893082,10,False
data_sample_66,sample_21196,39,4.041238784790039,3.805784225463867,0.004685439169406891,12,False
data_sample_67,sample_2034,39,4.032114028930664,3.8348960876464844,0.004910291638225317,10,False
data_sample_68,sample_1906,39,3.9871294498443604,3.7507777214050293,0.00558260316029191,12,False
