gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact,occ_pattern_in_train,combined_percentile_vs_train_nn
data_sample_0,sample_11179,35,3.916081428527832,3.6795148849487305,0.005797282792627811,12,False,False,1.0
data_sample_1,sample_24618,35,4.0985283851623535,3.826107978820801,0.0031898135785013437,14,False,False,1.0
data_sample_2,sample_22134,35,4.102688789367676,3.865175247192383,0.006744252517819405,12,False,False,1.0
data_sample_3,sample_20262,35,3.9718897342681885,3.7346982955932617,0.006422298960387707,12,False,False,1.0
data_sample_4,sample_5529,35,4.296713829040527,4.014899730682373,0.012583150528371334,14,False,False,1.0
data_sample_5,sample_14192,35,3.8412294387817383,3.6071622371673584,0.0032981443218886852,12,False,False,1.0
data_sample_6,sample_29931,35,3.9135406017303467,3.6747140884399414,0.008057300932705402,12,False,False,1.0
data_sample_7,sample_22545,35,4.1418843269348145,3.8638885021209717,0.008765150792896748,14,False,False,1.0
data_sample_8,sample_19199,35,3.9989373683929443,3.76019287109375,0.007975260727107525,12,False,False,1.0
data_sample_9,sample_11454,35,3.866243362426758,3.658721685409546,0.015214003622531891,10,False,False,1.0
data_sample_10,sample_27118,35,3.9129981994628906,3.6860055923461914,0.03468501195311546,10,False,False,1.0
data_sample_11,sample_11831,35,3.984081506729126,3.749044179916382,0.004268101416528225,12,False,False,1.0
data_sample_12,sample_29153,35,4.073654651641846,3.8374195098876953,0.005465949419885874,12,False,False,1.0
data_sample_13,sample_11469,35,4.031328201293945,3.796022415161133,0.004536682274192572,12,False,False,1.0
data_sample_14,sample_6896,35,4.053012847900391,3.8156538009643555,0.006589815020561218,12,False,False,1.0
data_sample_15,sample_9847,35,3.9341678619384766,3.6607320308685303,0.004204952158033848,14,False,False,1.0
data_sample_16,sample_29034,35,4.129575252532959,3.9272899627685547,0.0099777951836586,10,False,False,1.0
data_sample_17,sample_2843,35,3.9237823486328125,3.6477227210998535,0.00682867132127285,14,False,False,1.0
data_sample_18,sample_17427,35,4.313382625579834,4.0372796058654785,0.006872400175780058,14,False,False,1.0
data_sample_19,sample_17106,35,4.066647529602051,3.7904999256134033,0.006916789337992668,14,False,False,1.0
data_sample_20,sample_1183,35,3.816981077194214,3.6133103370666504,0.011362975463271141,10,False,False,1.0
data_sample_21,sample_12581,35,4.0157246589660645,3.741027355194092,0.005466345697641373,14,False,False,1.0
data_sample_22,sample_28399,35,3.9833872318267822,3.7106642723083496,0.0034920829348266125,14,False,False,1.0
data_sample_23,sample_20123,35,3.9821372032165527,3.7786498069763184,0.01117973867803812,10,False,False,1.0
data_sample_24,sample_21452,35,3.9232892990112305,3.6899213790893555,0.0025987501721829176,12,False,False,1.0
data_sample_25,sample_11175,35,4.055309772491455,3.8169994354248047,0.007540880236774683,12,False,False,1.0
data_sample_26,sample_16092,35,3.763439178466797,3.5169012546539307,0.01576886884868145,12,False,False,1.0
data_sample_27,sample_27118,35,4.00840950012207,3.806344985961914,0.009756773710250854,10,False,False,1.0
data_sample_28,sample_20123,35,4.194662570953369,3.915273666381836,0.010158389806747437,14,False,False,1.0
data_sample_29,sample_18500,35,3.732417106628418,3.536642074584961,0.003467378206551075,10,False,False,1.0
data_sample_30,sample_18568,35,4.008439540863037,3.733342170715332,0.0058665089309215546,14,False,False,1.0
data_sample_31,sample_20787,35,4.121288776397705,3.8799521923065186,0.010567273013293743,12,False,False,1.0
data_sample_32,sample_21040,35,4.014405727386475,3.7384233474731445,0.006751783192157745,14,False,False,1.0
data_sample_33,sample_4469,35,3.8892951011657715,3.650752067565918,0.007773923687636852,12,False,False,1.0
data_sample_34,sample_15552,35,3.9777207374572754,3.73978328704834,0.007168196141719818,12,False,False,1.0
data_sample_35,sample_654,35,3.9072134494781494,3.710442066192627,0.004463757388293743,10,False,False,1.0
data_sample_36,sample_24983,35,4.201749801635742,3.922701835632324,0.009817016310989857,14,False,False,1.0
data_sample_37,sample_9374,35,3.908092737197876,3.631704330444336,0.007157494779676199,14,False,False,1.0
data_sample_38,sample_5318,35,3.931262969970703,3.6969447135925293,0.003549022600054741,12,False,False,1.0
data_sample_39,sample_4566,35,3.966301441192627,3.692441940307617,0.004628763534128666,14,False,False,1.0
data_sample_40,sample_24055,35,3.8868868350982666,3.61354398727417,0.004111946560442448,14,False,False,1.0
data_sample_41,sample_25283,35,4.010585784912109,3.732515335083008,0.008839924819767475,14,False,False,1.0
data_sample_42,sample_10435,35,4.108160018920898,3.8364171981811523,0.002512085484340787,14,False,False,1.0
data_sample_43,sample_28463,35,3.90173077583313,3.666567325592041,0.0043942672200500965,12,False,False,1.0
data_sample_44,sample_10576,35,3.9117591381073,3.6362853050231934,0.006242892239242792,14,False,False,1.0
data_sample_45,sample_24471,35,3.9221556186676025,3.686147451400757,0.005239115096628666,12,False,False,1.0
data_sample_46,sample_3962,35,3.827300548553467,3.621232509613037,0.01376038882881403,10,False,False,1.0
data_sample_47,sample_29904,35,3.939737319946289,3.666214942932129,0.00429148506373167,14,False,False,1.0
data_sample_48,sample_23931,35,3.8105785846710205,3.539039134979248,0.002308635041117668,14,False,False,1.0
data_sample_49,sample_29153,35,4.060251712799072,3.822749614715576,0.00673262681812048,12,False,False,1.0
data_sample_50,sample_11469,35,3.8436543941497803,3.5699822902679443,0.004441298544406891,14,False,False,1.0
data_sample_51,sample_591,35,4.093661785125732,3.8601479530334473,0.0027443361468613148,12,False,False,1.0
data_sample_52,sample_6896,35,3.9086852073669434,3.6737139225006104,0.00420204596593976,12,False,False,1.0
data_sample_53,sample_27310,35,4.109155178070068,3.8322064876556396,0.007717908825725317,14,False,False,1.0
data_sample_54,sample_9851,35,3.947080135345459,3.7123494148254395,0.003961604554206133,12,False,False,1.0
data_sample_55,sample_6048,35,3.8733673095703125,3.6407058238983154,0.0018923541065305471,12,False,False,1.0
data_sample_56,sample_28552,35,4.054825782775879,3.7780942916870117,0.007500982843339443,14,False,False,1.0
data_sample_57,sample_6196,35,4.030599117279053,3.8321943283081055,0.006097042001783848,10,False,False,1.0
data_sample_58,sample_21210,35,3.8802716732025146,3.6090638637542725,0.0019769049249589443,14,False,False,1.0
data_sample_59,sample_28807,35,3.9412004947662354,3.659787654876709,0.012181930243968964,14,False,False,1.0
data_sample_60,sample_1183,35,3.9565987586975098,3.6768927574157715,0.01047505997121334,14,False,False,1.0
data_sample_61,sample_4566,35,3.811257839202881,3.6110105514526367,0.007939458824694157,10,False,False,1.0
data_sample_62,sample_21888,35,4.168069362640381,3.8900070190429688,0.008831733837723732,14,False,False,1.0
data_sample_63,sample_9681,35,3.9331302642822266,3.6904609203338623,0.011900138109922409,12,False,False,1.0
data_sample_64,sample_4573,35,3.94960618019104,3.709563732147217,0.009273248724639416,12,False,False,1.0
data_sample_65,sample_12268,35,3.95202898979187,3.6789512634277344,0.003846800187602639,14,False,False,1.0
data_sample_66,sample_25283,35,4.136681079864502,3.8540761470794678,0.013374097645282745,14,False,False,1.0
data_sample_67,sample_21200,35,3.9689924716949463,3.7278566360473633,0.010366728529334068,12,False,False,1.0
data_sample_68,sample_23720,35,3.9522273540496826,3.7090635299682617,0.012394760735332966,12,False,False,1.0
data_sample_69,sample_76,35,4.024545192718506,3.7490296363830566,0.0062850359827280045,14,False,False,1.0
data_sample_70,sample_2553,35,3.703604221343994,3.469928026199341,0.002907096641138196,12,False,False,1.0
data_sample_71,sample_2748,35,3.826575756072998,3.5919342041015625,0.0038722974713891745,12,False,False,1.0
data_sample_72,sample_26792,35,3.848576784133911,3.601590156555176,0.016217516735196114,12,False,False,1.0
data_sample_73,sample_13946,35,4.032798767089844,3.760772228240967,0.002795727225020528,14,False,False,1.0
data_sample_74,sample_7393,35,3.9952495098114014,3.797872543334961,0.005069220904260874,10,False,False,1.0
data_sample_75,sample_2957,35,3.974307060241699,3.7024354934692383,0.002640761435031891,14,False,False,1.0
data_sample_76,sample_17960,35,3.9599862098693848,3.801405429840088,0.004734584130346775,8,False,False,1.0
data_sample_77,sample_14551,35,4.053727149963379,3.8198938369750977,0.0030641763005405664,12,False,False,1.0
data_sample_78,sample_12727,35,3.8419830799102783,3.6073551177978516,0.0038586901500821114,12,False,False,1.0
data_sample_79,sample_308,35,3.958064317703247,3.7144060134887695,0.012889118865132332,12,False,False,1.0
data_sample_80,sample_4656,35,4.120242595672607,3.844505786895752,0.0065060569904744625,14,False,False,1.0
