gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact,occ_pattern_in_train,combined_percentile_vs_train_nn
data_sample_0,sample_1413,46,3.5778403282165527,3.4944450855255127,0.006472104694694281,4,False,False,1.0
data_sample_1,sample_14515,46,3.8361518383026123,3.716701030731201,0.004066236317157745,6,False,False,1.0
data_sample_2,sample_14485,46,3.764822244644165,3.6849207878112793,0.002978436416015029,4,False,False,1.0
data_sample_3,sample_9005,46,3.719031572341919,3.6317012310028076,0.010407286696135998,4,False,False,1.0
data_sample_4,sample_25350,46,3.769437313079834,3.6916985511779785,0.0008156516123563051,4,False,False,1.0
data_sample_5,sample_11677,46,4.016613006591797,3.8983688354492188,0.002859404543414712,6,False,False,1.0
data_sample_6,sample_18797,46,3.6316471099853516,3.5525870323181152,0.002136891009286046,4,False,False,1.0
data_sample_7,sample_16005,46,3.6735117435455322,3.5539636611938477,0.0041634696535766125,6,False,False,1.0
data_sample_8,sample_10413,46,3.541670322418213,3.4229025840759277,0.0033830914180725813,6,False,False,1.0
data_sample_9,sample_22026,46,3.8261313438415527,3.708470344543457,0.0022763998713344336,6,False,False,1.0
data_sample_10,sample_2902,46,3.698345184326172,3.5784976482391357,0.004462964832782745,6,False,False,1.0
data_sample_11,sample_26546,46,3.7748680114746094,3.695741653442383,0.002203210722655058,4,False,False,1.0
data_sample_12,sample_2980,46,3.5941433906555176,3.511902332305908,0.005317853298038244,4,False,False,1.0
data_sample_13,sample_5430,46,3.8671069145202637,3.7499301433563232,0.0017922141123563051,6,False,False,1.0
data_sample_14,sample_10528,46,3.52729868888855,3.4497647285461426,0.0006107478984631598,4,False,False,1.0
data_sample_15,sample_2664,46,3.679499864578247,3.59934401512146,0.0032327494118362665,4,False,False,1.0
data_sample_16,sample_26187,46,3.5756676197052,3.458977699279785,0.0013053860748186707,6,False,False,1.0
data_sample_17,sample_28188,46,3.6530063152313232,3.535893440246582,0.0017282725311815739,6,False,False,1.0
data_sample_18,sample_8242,46,3.83583664894104,3.7179229259490967,0.0025292597711086273,6,False,False,1.0
data_sample_19,sample_17754,46,3.5553598403930664,3.4369726181030273,0.003002612618729472,6,False,False,1.0
data_sample_20,sample_14307,46,3.6563832759857178,3.539842128753662,0.0011564972810447216,6,False,False,1.0
data_sample_21,sample_29397,46,3.672037363052368,3.5536160469055176,0.0030366971623152494,6,False,False,1.0
data_sample_22,sample_25123,46,3.621948480606079,3.5439724922180176,0.0010529224527999759,4,False,False,1.0
data_sample_23,sample_14498,46,3.6589064598083496,3.5781164169311523,0.0038670131471008062,4,False,False,1.0
data_sample_24,sample_15811,46,3.718766450881958,3.6387548446655273,0.0030884845182299614,4,False,False,1.0
data_sample_25,sample_12566,46,3.7264153957366943,3.6099843978881836,0.0010464490624144673,6,False,False,1.0
data_sample_26,sample_21031,46,3.7832417488098145,3.7032651901245117,0.003053475171327591,4,False,False,1.0
data_sample_27,sample_15776,46,3.7366385459899902,3.6191415786743164,0.002112318528816104,6,False,False,1.0
data_sample_28,sample_7654,46,3.7482354640960693,3.631591796875,0.0012591473059728742,6,False,False,1.0
data_sample_29,sample_28373,46,3.508284568786621,3.430368185043335,0.0009933405090123415,4,False,False,1.0
data_sample_30,sample_24534,46,3.6502857208251953,3.5710651874542236,0.002297405619174242,4,False,False,1.0
data_sample_31,sample_4471,46,3.5411596298217773,3.4238038063049316,0.001971356337890029,6,False,False,1.0
data_sample_32,sample_13959,46,3.7407126426696777,3.622912645339966,0.0024153804406523705,6,False,False,1.0
data_sample_33,sample_16720,46,3.6869571208953857,3.568631172180176,0.0029414454475045204,6,False,False,1.0
data_sample_34,sample_9160,46,3.8982999324798584,3.781402111053467,0.0015131962718442082,6,False,False,1.0
data_sample_35,sample_1316,46,3.7377538681030273,3.621182918548584,0.0011864864500239491,6,False,False,1.0
data_sample_36,sample_11036,46,3.6686627864837646,3.589489221572876,0.002250374061986804,4,False,False,1.0
data_sample_37,sample_28054,46,3.572608470916748,3.494050979614258,0.0016344739124178886,4,False,False,1.0
data_sample_38,sample_5966,46,3.799514055252075,3.7193613052368164,0.0032297109719365835,4,False,False,1.0
data_sample_39,sample_11123,46,3.6496002674102783,3.5310440063476562,0.0031717142555862665,6,False,False,1.0
