gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact
data_sample_0,sample_4084,9,4.290414333343506,4.115305423736572,0.02126256190240383,8,False
data_sample_1,sample_8370,9,3.9982542991638184,3.8653969764709473,0.017472701147198677,6,False
data_sample_2,sample_6209,9,4.299340724945068,4.1721296310424805,0.011826552450656891,6,False
data_sample_3,sample_9646,9,4.296593189239502,4.0974955558776855,0.006790227256715298,10,False
data_sample_4,sample_26590,9,4.128396987915039,3.9620304107666016,0.012520398013293743,8,False
data_sample_5,sample_28384,9,4.229475498199463,4.06278133392334,0.012847768142819405,8,False
data_sample_6,sample_9050,9,4.357165813446045,4.150396823883057,0.014461632817983627,10,False
data_sample_7,sample_8154,9,3.961773157119751,3.8287954330444336,0.017593054100871086,6,False
data_sample_8,sample_9646,9,4.205855369567871,4.038035869598389,0.013973219320178032,8,False
data_sample_9,sample_27687,9,4.277339458465576,4.078042507171631,0.006989317946135998,10,False
data_sample_10,sample_12013,9,4.352179527282715,4.153972148895264,0.005899668671190739,10,False
data_sample_11,sample_7148,9,4.155634880065918,3.9013633728027344,0.023502234369516373,12,False
data_sample_12,sample_25749,9,4.219379425048828,4.082414627075195,0.021580418571829796,6,False
data_sample_13,sample_14165,9,4.2906494140625,4.129358291625977,0.007444967981427908,8,False
data_sample_14,sample_17206,9,4.003399848937988,3.84206223487854,0.007491603028029203,8,False
data_sample_15,sample_29013,9,4.270088195800781,4.063327312469482,0.014453441835939884,10,False
data_sample_16,sample_14126,9,4.373530864715576,4.17567253112793,0.005550896283239126,10,False
data_sample_17,sample_18635,9,4.324032306671143,4.163046836853027,0.00713899964466691,8,False
data_sample_18,sample_20382,9,4.112382888793945,3.9474525451660156,0.011084089986979961,8,False
data_sample_19,sample_23861,9,4.112463474273682,3.9919233322143555,0.00515535706654191,6,False
data_sample_20,sample_12258,9,4.105736255645752,3.9695098400115967,0.020841524004936218,6,False
data_sample_21,sample_17260,9,4.2806267738342285,4.159695148468018,0.0055470652878284454,6,False
data_sample_22,sample_18965,9,4.298988342285156,4.093588352203369,0.013092569075524807,10,False
data_sample_23,sample_8050,9,4.138350963592529,3.9747228622436523,0.009781874716281891,8,False
data_sample_24,sample_6546,9,4.2202935218811035,4.054323196411133,0.012123933993279934,8,False
data_sample_25,sample_17260,9,4.243776321411133,4.145374298095703,0.021478958427906036,4,False
data_sample_26,sample_7813,9,4.098526954650879,3.9523234367370605,0.030819054692983627,6,False
data_sample_27,sample_18635,9,4.217611789703369,4.039493560791016,0.02427191101014614,8,False
data_sample_28,sample_26549,9,4.226248264312744,4.062509536743164,0.009892451576888561,8,False
data_sample_29,sample_13998,9,4.20172119140625,4.024994850158691,0.022879861295223236,8,False
data_sample_30,sample_197,9,4.238377571105957,4.077662944793701,0.00686856871470809,8,False
data_sample_31,sample_19884,9,4.216261863708496,4.05443000793457,0.007985697127878666,8,False
data_sample_32,sample_342,9,4.207047939300537,4.004228591918945,0.010511654429137707,10,False
data_sample_33,sample_29806,9,4.269208908081055,4.109338760375977,0.006023984868079424,8,False
data_sample_34,sample_27808,9,4.299224376678467,4.137085914611816,0.00829206220805645,8,False
data_sample_35,sample_16895,9,4.281445503234863,4.158447742462158,0.007613144814968109,6,False
data_sample_36,sample_2529,9,4.007814407348633,3.8667995929718018,0.025630010291934013,6,False
data_sample_37,sample_15511,9,4.140183448791504,3.9806020259857178,0.005735058803111315,8,False
data_sample_38,sample_20975,9,4.252853870391846,4.0348381996154785,0.025708219036459923,10,False
data_sample_39,sample_17182,9,4.233276844024658,4.060029029846191,0.01940164901316166,8,False
data_sample_40,sample_17260,9,4.176090240478516,4.005563735961914,0.016680432483553886,8,False
data_sample_41,sample_6296,9,4.111206531524658,3.9060096740722656,0.012889251112937927,10,False
data_sample_42,sample_18819,9,4.344212055206299,4.220554351806641,0.008272905834019184,6,False
data_sample_43,sample_18525,9,4.180909156799316,3.98464035987854,0.003961340058594942,10,False
data_sample_44,sample_29466,9,4.409933567047119,4.237024784088135,0.019062520936131477,8,False
data_sample_45,sample_21776,9,4.185354709625244,4.023468017578125,0.008040258660912514,8,False
data_sample_46,sample_10022,9,4.206578731536865,4.034732818603516,0.017999690026044846,8,False
data_sample_47,sample_11477,9,4.016097545623779,3.8523941040039062,0.009857177734375,8,False
data_sample_48,sample_13888,9,4.172022342681885,4.002803802490234,0.015372272580862045,8,False
data_sample_49,sample_583,9,4.262747287750244,4.142435073852539,0.004927466157823801,6,False
data_sample_50,sample_26081,9,4.269373416900635,4.100064277648926,0.015462900511920452,8,False
data_sample_51,sample_26845,9,4.283926486968994,4.123955249786377,0.006125049665570259,8,False
data_sample_52,sample_6889,9,4.498490810394287,4.33432149887085,0.010323264636099339,8,False
data_sample_53,sample_3462,9,4.334892749786377,4.208075523376465,0.01143259834498167,6,False
data_sample_54,sample_5098,9,4.212507247924805,4.038514614105225,0.020146489143371582,8,False
data_sample_55,sample_2840,9,4.085103988647461,3.923032283782959,0.008225610479712486,8,False
data_sample_56,sample_18905,9,4.186636924743652,4.019887447357178,0.012903386726975441,8,False
data_sample_57,sample_12583,9,4.189239025115967,4.0279765129089355,0.007416300009936094,8,False
data_sample_58,sample_28784,9,4.214863300323486,4.082414150238037,0.017064610496163368,6,False
data_sample_59,sample_27532,9,4.214916229248047,4.055952072143555,0.005117705557495356,8,False
data_sample_60,sample_23979,9,4.315370082855225,4.108163833618164,0.014898787252604961,10,False
data_sample_61,sample_27335,9,4.338230133056641,4.140918731689453,0.005003693979233503,10,False
data_sample_62,sample_14165,9,4.368646621704102,4.200616359710693,0.014184200204908848,8,False
data_sample_63,sample_9226,9,4.215847015380859,4.0568976402282715,0.005103173200041056,8,False
data_sample_64,sample_17563,9,4.314490795135498,4.148448467254639,0.012196198105812073,8,False
data_sample_65,sample_27975,9,4.335952281951904,4.120813846588135,0.022830847650766373,10,False
data_sample_66,sample_23001,9,4.121157646179199,3.9418282508850098,0.02548336610198021,8,False
data_sample_67,sample_12880,9,4.422967433929443,4.258086204528809,0.011035077273845673,8,False
data_sample_68,sample_11338,9,4.196469306945801,3.9932007789611816,0.010961227118968964,10,False
data_sample_69,sample_13318,9,4.3157525062561035,4.150918483734131,0.010987913236021996,8,False
data_sample_70,sample_27338,9,4.304120063781738,4.104398727416992,0.007414054125547409,10,False
data_sample_71,sample_7863,9,4.325130462646484,4.112302780151367,0.020520098507404327,10,False
data_sample_72,sample_2687,9,4.369630813598633,4.167247772216797,0.010075557045638561,10,False
data_sample_73,sample_17260,9,4.279653549194336,4.081395626068115,0.00595026696100831,10,False
data_sample_74,sample_16738,9,4.3593220710754395,4.194701194763184,0.010774686932563782,8,False
data_sample_75,sample_27561,9,4.141690731048584,3.9747962951660156,0.013048444874584675,8,False
data_sample_76,sample_29762,9,4.347504615783691,4.185751438140869,0.00790682714432478,8,False
data_sample_77,sample_19410,9,4.000916004180908,3.8324174880981445,0.014652401208877563,8,False
data_sample_78,sample_4121,9,4.29441499710083,4.164675235748291,0.014355151914060116,6,False
data_sample_79,sample_3338,9,4.068683624267578,3.9010798931121826,0.013757350854575634,8,False
data_sample_80,sample_342,9,4.206826686859131,4.037830352783203,0.01514992956072092,8,False
data_sample_81,sample_9226,9,4.2679877281188965,4.060824394226074,0.014855983667075634,10,False
data_sample_82,sample_27561,9,4.131188869476318,3.9679510593414307,0.00939188338816166,8,False
data_sample_83,sample_3960,9,4.285385608673096,4.119113922119141,0.012425410561263561,8,False
data_sample_84,sample_29922,9,4.292004585266113,4.093450546264648,0.006246459204703569,10,False
data_sample_85,sample_25658,9,4.17772912979126,3.9680066108703613,0.017414703965187073,10,False
data_sample_86,sample_9684,9,4.337453365325928,4.180815696716309,0.002791367471218109,8,False
data_sample_87,sample_20902,9,4.0972089767456055,3.9682235717773438,0.013600931502878666,6,False
data_sample_88,sample_4474,9,4.305367469787598,4.101762771606445,0.01129731722176075,10,False
data_sample_89,sample_14957,9,3.961400032043457,3.752795934677124,0.01629638671875,10,False
