#Design: H-shape;Power Bus Pin Impedance Power_GND
#Produced on;2026-07-09 21:51:49;by PI/EMI Analysis 2023.0.0.50417;Zuken GmbH - Germany

Frequency;IC1_Port1(8): Magnitude;IC1_Port1(8): Re;IC1_Port1(8): Img
(Hz);(Ω);;
1.00000e+06;1.29138e-01;4.67800e-03;-1.29053e-01
1.10000e+06;1.14543e-01;4.71042e-03;-1.14447e-01
1.20000e+06;1.02136e-01;4.74168e-03;-1.02026e-01
1.30000e+06;9.14119e-02;4.77195e-03;-9.12872e-02
1.40000e+06;8.20099e-02;4.80137e-03;-8.18692e-02
1.50000e+06;7.36662e-02;4.83007e-03;-7.35077e-02
1.60000e+06;6.61827e-02;4.85815e-03;-6.60042e-02
1.70000e+06;5.94082e-02;4.88572e-03;-5.92070e-02
1.80000e+06;5.32252e-02;4.91287e-03;-5.29980e-02
1.90000e+06;4.75413e-02;4.93968e-03;-4.72840e-02
2.00000e+06;4.22829e-02;4.96623e-03;-4.19902e-02
2.10000e+06;3.73912e-02;4.99262e-03;-3.70564e-02
2.20000e+06;3.28189e-02;5.01892e-03;-3.24329e-02
2.30000e+06;2.85284e-02;5.04522e-03;-2.80788e-02
2.40000e+06;2.44907e-02;5.07158e-03;-2.39599e-02
2.50000e+06;2.06856e-02;5.09811e-03;-2.00475e-02
2.60000e+06;1.71031e-02;5.12489e-03;-1.63173e-02
2.70000e+06;1.37500e-02;5.15201e-03;-1.27484e-02
2.80000e+06;1.06651e-02;5.17956e-03;-9.32294e-03
2.90000e+06;7.96409e-03;5.20767e-03;-6.02553e-03
3.00000e+06;5.95828e-03;5.23644e-03;-2.84269e-03
3.10000e+06;5.27134e-03;5.26599e-03;2.37352e-04
3.20000e+06;6.20103e-03;5.29647e-03;3.22494e-03
3.30000e+06;8.12129e-03;5.32802e-03;6.12924e-03
3.40000e+06;1.04399e-02;5.36080e-03;8.95839e-03
3.50000e+06;1.29018e-02;5.39501e-03;1.17197e-02
3.60000e+06;1.54085e-02;5.43083e-03;1.44197e-02
3.70000e+06;1.79191e-02;5.46851e-03;1.70643e-02
3.80000e+06;2.04160e-02;5.50830e-03;1.96588e-02
3.90000e+06;2.28914e-02;5.55048e-03;2.22083e-02
4.00000e+06;2.53426e-02;5.59538e-03;2.47172e-02
4.10000e+06;2.77692e-02;5.64337e-03;2.71898e-02
4.20000e+06;3.01721e-02;5.69486e-03;2.96298e-02
4.30000e+06;3.25530e-02;5.75034e-03;3.20411e-02
4.40000e+06;3.49138e-02;5.81035e-03;3.44270e-02
4.50000e+06;3.72570e-02;5.87552e-03;3.67908e-02
4.60000e+06;3.95851e-02;5.94658e-03;3.91358e-02
4.70000e+06;4.19004e-02;6.02435e-03;4.14651e-02
4.80000e+06;4.42058e-02;6.10981e-03;4.37816e-02
4.90000e+06;4.65039e-02;6.20409e-03;4.60882e-02
5.00000e+06;4.87976e-02;6.30850e-03;4.83881e-02
5.10000e+06;5.10897e-02;6.42459e-03;5.06841e-02
5.20000e+06;5.33831e-02;6.55418e-03;5.29793e-02
5.30000e+06;5.56811e-02;6.69941e-03;5.52766e-02
