#Design: H-shape;Power Bus Pin Impedance Power_GND
#Produced on;2026-07-12 18:12:48;by PI/EMI Analysis 2023.0.0.50417;Zuken GmbH - Germany

Frequency;IC1_Port1(8): Magnitude;IC1_Port1(8): Re;IC1_Port1(8): Img
(Hz);(Ω);;
1.00000e+06;1.29181e-01;4.67530e-03;-1.29097e-01
1.10000e+06;1.14591e-01;4.70759e-03;-1.14494e-01
1.20000e+06;1.02188e-01;4.73873e-03;-1.02078e-01
1.30000e+06;9.14677e-02;4.76888e-03;-9.13433e-02
1.40000e+06;8.20699e-02;4.79819e-03;-8.19295e-02
1.50000e+06;7.37303e-02;4.82678e-03;-7.35721e-02
1.60000e+06;6.62509e-02;4.85476e-03;-6.60728e-02
1.70000e+06;5.94805e-02;4.88223e-03;-5.92797e-02
1.80000e+06;5.33015e-02;4.90927e-03;-5.30749e-02
1.90000e+06;4.76215e-02;4.93599e-03;-4.73650e-02
2.00000e+06;4.23671e-02;4.96246e-03;-4.20754e-02
2.10000e+06;3.74792e-02;4.98877e-03;-3.71457e-02
2.20000e+06;3.29106e-02;5.01499e-03;-3.25263e-02
2.30000e+06;2.86237e-02;5.04121e-03;-2.81763e-02
2.40000e+06;2.45893e-02;5.06750e-03;-2.40615e-02
2.50000e+06;2.07870e-02;5.09397e-03;-2.01531e-02
2.60000e+06;1.72066e-02;5.12068e-03;-1.64269e-02
2.70000e+06;1.38540e-02;5.14775e-03;-1.28621e-02
2.80000e+06;1.07661e-02;5.17526e-03;-9.44066e-03
2.90000e+06;8.05377e-03;5.20333e-03;-6.14724e-03
3.00000e+06;6.01546e-03;5.23207e-03;-2.96836e-03
3.10000e+06;5.26271e-03;5.26160e-03;1.07744e-04
3.20000e+06;6.12886e-03;5.29207e-03;3.09143e-03
3.30000e+06;8.01520e-03;5.32363e-03;5.99186e-03
3.40000e+06;1.03167e-02;5.35643e-03;8.81719e-03
3.50000e+06;1.27684e-02;5.39068e-03;1.15747e-02
3.60000e+06;1.52679e-02;5.42657e-03;1.42709e-02
3.70000e+06;1.77727e-02;5.46433e-03;1.69118e-02
3.80000e+06;2.02646e-02;5.50423e-03;1.95028e-02
3.90000e+06;2.27357e-02;5.54656e-03;2.20487e-02
4.00000e+06;2.51828e-02;5.59165e-03;2.45542e-02
4.10000e+06;2.76056e-02;5.63987e-03;2.70233e-02
4.20000e+06;3.00048e-02;5.69166e-03;2.94601e-02
4.30000e+06;3.23823e-02;5.74750e-03;3.18681e-02
4.40000e+06;3.47399e-02;5.80795e-03;3.42510e-02
4.50000e+06;3.70801e-02;5.87366e-03;3.66120e-02
4.60000e+06;3.94053e-02;5.94536e-03;3.89542e-02
4.70000e+06;4.17181e-02;6.02392e-03;4.12809e-02
4.80000e+06;4.40211e-02;6.11034e-03;4.35950e-02
4.90000e+06;4.63172e-02;6.20577e-03;4.58996e-02
5.00000e+06;4.86091e-02;6.31159e-03;4.81976e-02
5.10000e+06;5.08997e-02;6.42938e-03;5.04920e-02
5.20000e+06;5.31922e-02;6.56104e-03;5.27860e-02
5.30000e+06;5.54896e-02;6.70880e-03;5.50825e-02
5.40000e+06;5.77953e-02;6.87531e-03;5.73849e-02
5.50000e+06;6.01128e-02;7.06373e-03;5.96964e-02
5.60000e+06;6.24458e-02;7.27786e-03;6.20203e-02
5.70000e+06;6.47983e-02;7.52228e-03;6.43602e-02
5.80000e+06;6.71743e-02;7.80250e-03;6.67196e-02
5.90000e+06;6.95781e-02;8.12523e-03;6.91021e-02
6.00000e+06;7.20145e-02;8.49863e-03;7.15112e-02
6.10000e+06;7.44878e-02;8.93268e-03;7.39503e-02
6.20000e+06;7.70028e-02;9.43961e-03;7.64221e-02
6.30000e+06;7.95637e-02;1.00344e-02;7.89285e-02
6.40000e+06;8.21741e-02;1.07355e-02;8.14698e-02
6.50000e+06;8.48360e-02;1.15654e-02;8.40439e-02
6.60000e+06;8.75489e-02;1.25515e-02;8.66445e-02
6.70000e+06;9.03084e-02;1.37264e-02;8.92591e-02
6.80000e+06;9.31029e-02;1.51285e-02;9.18656e-02
6.90000e+06;9.59107e-02;1.68010e-02;9.44276e-02
7.00000e+06;9.86940e-02;1.87887e-02;9.68891e-02
7.10000e+06;1.01393e-01;2.11319e-02;9.91666e-02
7.20000e+06;1.03918e-01;2.38533e-02;1.01143e-01
7.30000e+06;1.06143e-01;2.69385e-02;1.02667e-01
7.40000e+06;1.07906e-01;3.03080e-02;1.03563e-01
7.50000e+06;1.09028e-01;3.37906e-02;1.03659e-01
7.60000e+06;1.09344e-01;3.71153e-02;1.02853e-01
7.70000e+06;1.08767e-01;3.99459e-02;1.01166e-01
7.80000e+06;1.07336e-01;4.19651e-02;9.87926e-02
7.90000e+06;1.05235e-01;4.29756e-02;9.60600e-02
8.00000e+06;1.02750e-01;4.29554e-02;9.33399e-02
8.10000e+06;1.00190e-01;4.20373e-02;9.09448e-02
8.20000e+06;9.78248e-02;4.04387e-02;8.90752e-02
8.30000e+06;9.58463e-02;3.83928e-02;8.78209e-02
8.40000e+06;9.43692e-02;3.61086e-02;8.71878e-02
8.50000e+06;9.34378e-02;3.37544e-02;8.71279e-02
8.60000e+06;9.30398e-02;3.14531e-02;8.75621e-02
8.70000e+06;9.31235e-02;2.92850e-02;8.83990e-02
