#Design: H-shape;Power Bus Pin Impedance Power_GND
#Produced on;2026-05-12 12:28:17;by PI/EMI Analysis 2023.0.0.50417;Zuken GmbH - Germany

Frequency;IC1_Port1(8): Magnitude;IC1_Port1(8): Re;IC1_Port1(8): Img
(Hz);(Ω);;
1.00000e+06;3.65676e-02;2.55173e-03;-3.64785e-02
1.10000e+06;3.04554e-02;2.58912e-03;-3.03451e-02
1.20000e+06;2.51206e-02;2.62609e-03;-2.49830e-02
1.30000e+06;2.03864e-02;2.66298e-03;-2.02118e-02
1.40000e+06;1.61299e-02;2.70011e-03;-1.59023e-02
1.50000e+06;1.22689e-02;2.73780e-03;-1.19595e-02
1.60000e+06;8.76318e-03;2.77639e-03;-8.31174e-03
1.70000e+06;5.65500e-03;2.81624e-03;-4.90386e-03
1.80000e+06;3.32138e-03;2.85775e-03;-1.69257e-03
1.90000e+06;3.20292e-03;2.90137e-03;1.35673e-03
2.00000e+06;5.19037e-03;2.94760e-03;4.27219e-03
2.10000e+06;7.68552e-03;2.99702e-03;7.07708e-03
2.20000e+06;1.02552e-02;3.05032e-03;9.79100e-03
2.30000e+06;1.28135e-02;3.10831e-03;1.24308e-02
2.40000e+06;1.53425e-02;3.17194e-03;1.50111e-02
2.50000e+06;1.78422e-02;3.24239e-03;1.75451e-02
2.60000e+06;2.03180e-02;3.32104e-03;2.00447e-02
2.70000e+06;2.27780e-02;3.40965e-03;2.25214e-02
2.80000e+06;2.52312e-02;3.51036e-03;2.49858e-02
2.90000e+06;2.76872e-02;3.62585e-03;2.74487e-02
3.00000e+06;3.01564e-02;3.75956e-03;2.99212e-02
3.10000e+06;3.26503e-02;3.91586e-03;3.24146e-02
3.20000e+06;3.51813e-02;4.10043e-03;3.49416e-02
3.30000e+06;3.77637e-02;4.32079e-03;3.75157e-02
3.40000e+06;4.04138e-02;4.58695e-03;4.01527e-02
3.50000e+06;4.31511e-02;4.91255e-03;4.28705e-02
3.60000e+06;4.59986e-02;5.31644e-03;4.56904e-02
