mhz,pi_norm,max,mean_fg,p95
10.0,0.3599516044570672,0.5287407636642456,0.16035029292106628,0.24361848831176758
63.0,0.6476755177404777,2.044384002685547,0.5101771950721741,0.770916223526001
300.0,0.891643770071046,9.752490043640137,1.9846340417861938,3.0975356101989746
330.0,0.9065431335065354,18.942052841186523,2.7746880054473877,4.478764533996582
400.0,0.9366156687720424,32.409603118896484,2.992586135864258,5.801356315612793
