epoch,train_heatmap_loss,train_tier_a,train_peak_log1p,train_valley_log1p,val_heatmap_loss,val_tier_a,val_peak_log1p,val_valley_log1p
70,0.7758724689483643,0.7758724689483643,0.0,0.0,0.12102952602695911,0.12102952602695911,0.0,0.0
75,0.7438149452209473,0.7438149452209473,0.0,0.0,0.08009571719993937,0.08009571719993937,0.0,0.0
80,0.7746232748031616,0.7746232748031616,0.0,0.0,0.08495687893096437,0.08495687893096437,0.0,0.0
85,0.7817007303237915,0.7817007303237915,0.0,0.0,0.08320175396635178,0.08320175396635178,0.0,0.0
90,0.7300024032592773,0.7300024032592773,0.0,0.0,0.07092540944193272,0.07092540944193272,0.0,0.0
95,0.7686241865158081,0.7686241865158081,0.0,0.0,0.06913273808486918,0.06913273808486918,0.0,0.0
100,0.7343928813934326,0.7343928813934326,0.0,0.0,0.0686923771621065,0.0686923771621065,0.0,0.0
105,0.7418851256370544,0.7418851256370544,0.0,0.0,0.07616389268573294,0.07616389268573294,0.0,0.0
110,0.7160918712615967,0.7160918712615967,0.0,0.0,0.061874941466970645,0.061874941466970645,0.0,0.0
115,0.7434034943580627,0.7434034943580627,0.0,0.0,0.07150472215515502,0.07150472215515502,0.0,0.0
120,0.7301902770996094,0.7301902770996094,0.0,0.0,0.06434698849916458,0.06434698849916458,0.0,0.0
125,0.6950778961181641,0.6950778961181641,0.0,0.0,0.05629979960144834,0.05629979960144834,0.0,0.0
130,0.6698501706123352,0.6698501706123352,0.0,0.0,0.071178356478823,0.071178356478823,0.0,0.0
135,0.7013278603553772,0.7013278603553772,0.0,0.0,0.05627609282097918,0.05627609282097918,0.0,0.0
140,0.7174158096313477,0.7174158096313477,0.0,0.0,0.09267447505225526,0.09267447505225526,0.0,0.0
145,0.686076819896698,0.686076819896698,0.0,0.0,0.06333999713050559,0.06333999713050559,0.0,0.0
150,0.6906394362449646,0.6906394362449646,0.0,0.0,0.05842947089608679,0.05842947089608679,0.0,0.0
155,0.7077555060386658,0.7077555060386658,0.0,0.0,0.05608408473273541,0.05608408473273541,0.0,0.0
160,0.6944501996040344,0.6944501996040344,0.0,0.0,0.05251688990504184,0.05251688990504184,0.0,0.0
165,0.6781132817268372,0.6781132817268372,0.0,0.0,0.049653621097194386,0.049653621097194386,0.0,0.0
170,0.6954287886619568,0.6954287886619568,0.0,0.0,0.05106011310473402,0.05106011310473402,0.0,0.0
175,0.6804439425468445,0.6804439425468445,0.0,0.0,0.059955710616517575,0.059955710616517575,0.0,0.0
180,0.6707575917243958,0.6707575917243958,0.0,0.0,0.05145296559054801,0.05145296559054801,0.0,0.0
185,0.6883987188339233,0.6883987188339233,0.0,0.0,0.047223437403110746,0.047223437403110746,0.0,0.0
190,0.6678959131240845,0.6678959131240845,0.0,0.0,0.04299475790021268,0.04299475790021268,0.0,0.0
195,0.6444206237792969,0.6444206237792969,0.0,0.0,0.04149904980304393,0.04149904980304393,0.0,0.0
200,0.6756925582885742,0.6756925582885742,0.0,0.0,0.06321056702352584,0.06321056702352584,0.0,0.0
205,0.674865186214447,0.674865186214447,0.0,0.0,0.04759634731614843,0.04759634731614843,0.0,0.0
210,0.6533792018890381,0.6533792018890381,0.0,0.0,0.04072903001562078,0.04072903001562078,0.0,0.0
215,0.6863340735435486,0.6863340735435486,0.0,0.0,0.04011430887782828,0.04011430887782828,0.0,0.0
220,0.6641215085983276,0.6641215085983276,0.0,0.0,0.050918865711130995,0.050918865711130995,0.0,0.0
225,0.6653006672859192,0.6653006672859192,0.0,0.0,0.03804705589217074,0.03804705589217074,0.0,0.0
230,0.6421587467193604,0.6421587467193604,0.0,0.0,0.05042611539680907,0.05042611539680907,0.0,0.0
235,0.6390053629875183,0.6390053629875183,0.0,0.0,0.04732731767791383,0.04732731767791383,0.0,0.0
240,0.665093183517456,0.665093183517456,0.0,0.0,0.05820679667782276,0.05820679667782276,0.0,0.0
245,0.6482345461845398,0.6482345461845398,0.0,0.0,0.036337035236523506,0.036337035236523506,0.0,0.0
250,0.6415613293647766,0.6415613293647766,0.0,0.0,0.03740264273228797,0.03740264273228797,0.0,0.0
255,0.6604284048080444,0.6604284048080444,0.0,0.0,0.04631588081730173,0.04631588081730173,0.0,0.0
260,0.639147162437439,0.639147162437439,0.0,0.0,0.03480355755445805,0.03480355755445805,0.0,0.0
265,0.6510186791419983,0.6510186791419983,0.0,0.0,0.03976051314397061,0.03976051314397061,0.0,0.0
270,0.64959317445755,0.64959317445755,0.0,0.0,0.04971098142101409,0.04971098142101409,0.0,0.0
275,0.6196210980415344,0.6196210980415344,0.0,0.0,0.03496867799536979,0.03496867799536979,0.0,0.0
280,0.6489921808242798,0.6489921808242798,0.0,0.0,0.035344342816066236,0.035344342816066236,0.0,0.0
285,0.662557065486908,0.662557065486908,0.0,0.0,0.04346721516327655,0.04346721516327655,0.0,0.0
290,0.6558034420013428,0.6558034420013428,0.0,0.0,0.03225180482927789,0.03225180482927789,0.0,0.0
295,0.6113565564155579,0.6113565564155579,0.0,0.0,0.036228934271221466,0.036228934271221466,0.0,0.0
300,0.6495966911315918,0.6495966911315918,0.0,0.0,0.037515696336297276,0.037515696336297276,0.0,0.0
305,0.6441664099693298,0.6441664099693298,0.0,0.0,0.0430991382199399,0.0430991382199399,0.0,0.0
310,0.6128527522087097,0.6128527522087097,0.0,0.0,0.04354414557839962,0.04354414557839962,0.0,0.0
315,0.6335034370422363,0.6335034370422363,0.0,0.0,0.05109815074408308,0.05109815074408308,0.0,0.0
320,0.6470665335655212,0.6470665335655212,0.0,0.0,0.03508538941436626,0.03508538941436626,0.0,0.0
325,0.6364436149597168,0.6364436149597168,0.0,0.0,0.031184600388750115,0.031184600388750115,0.0,0.0
330,0.6529781222343445,0.6529781222343445,0.0,0.0,0.03179694743866616,0.03179694743866616,0.0,0.0
335,0.6280577182769775,0.6280577182769775,0.0,0.0,0.029159738963588755,0.029159738963588755,0.0,0.0
340,0.6237819790840149,0.6237819790840149,0.0,0.0,0.03150887050210161,0.03150887050210161,0.0,0.0
345,0.6118080019950867,0.6118080019950867,0.0,0.0,0.03185207625018789,0.03185207625018789,0.0,0.0
350,0.6301145553588867,0.6301145553588867,0.0,0.0,0.029546991117457126,0.029546991117457126,0.0,0.0
355,0.6296531558036804,0.6296531558036804,0.0,0.0,0.029299783468880552,0.029299783468880552,0.0,0.0
360,0.6260128021240234,0.6260128021240234,0.0,0.0,0.027785282764346043,0.027785282764346043,0.0,0.0
365,0.6178235411643982,0.6178235411643982,0.0,0.0,0.02951652784138284,0.02951652784138284,0.0,0.0
370,0.6077422499656677,0.6077422499656677,0.0,0.0,0.032055951583575694,0.032055951583575694,0.0,0.0
375,0.6184093952178955,0.6184093952178955,0.0,0.0,0.035459453390633805,0.035459453390633805,0.0,0.0
380,0.6341705918312073,0.6341705918312073,0.0,0.0,0.03774092535072185,0.03774092535072185,0.0,0.0
385,0.6441819667816162,0.6441819667816162,0.0,0.0,0.027684454722924436,0.027684454722924436,0.0,0.0
390,0.6319158673286438,0.6319158673286438,0.0,0.0,0.03845230610446727,0.03845230610446727,0.0,0.0
395,0.6262496113777161,0.6262496113777161,0.0,0.0,0.02816207963735499,0.02816207963735499,0.0,0.0
400,0.6159002184867859,0.6159002184867859,0.0,0.0,0.036015171486329524,0.036015171486329524,0.0,0.0
405,0.621397852897644,0.621397852897644,0.0,0.0,0.026719090715050697,0.026719090715050697,0.0,0.0
410,0.5994994640350342,0.5994994640350342,0.0,0.0,0.024811713112161515,0.024811713112161515,0.0,0.0
415,0.6126070618629456,0.6126070618629456,0.0,0.0,0.02530763811094964,0.02530763811094964,0.0,0.0
420,0.6041961908340454,0.6041961908340454,0.0,0.0,0.024295191768002003,0.024295191768002003,0.0,0.0
425,0.6173843741416931,0.6173843741416931,0.0,0.0,0.025092543439662204,0.025092543439662204,0.0,0.0
