epoch,train_impedance_loss,train_impedance_legacy,train_impedance_peak,val_impedance_loss,val_impedance_legacy,val_impedance_peak
1,2.1631950720762596,2.1631950720762596,0.0,1.1113139272201806,1.1113139272201806,0.0
25,2.262481365066308,2.262481365066308,0.0,1.2903292716946453,1.2903292716946453,0.0
50,1.8999404525145507,1.8999404525145507,0.0,1.1838364347349852,1.1838364347349852,0.0
75,1.7086586264463572,1.7086586264463572,0.0,1.1114783608354628,1.1114783608354628,0.0
100,1.5466406372113106,1.5466406372113106,0.0,1.0214919919380918,1.0214919919380918,0.0
125,1.4383029143015544,1.4383029143015544,0.0,0.9741826769895852,0.9741826769895852,0.0
150,1.360715667024637,1.360715667024637,0.0,0.946115261875093,0.946115261875093,0.0
175,1.2986713414772963,1.2986713414772963,0.0,0.9211304731434211,0.9211304731434211,0.0
200,1.2564791716062105,1.2564791716062105,0.0,0.8987974900519475,0.8987974900519475,0.0
225,1.213212635081548,1.213212635081548,0.0,0.8776656906120479,0.8776656906120479,0.0
250,1.4049316205275364,1.1936243426723359,0.2113072873594669,1.0447939090663567,0.8670121567556635,0.1777817422116641
275,1.5416796516913633,1.1501673372128072,0.3915123251768259,1.1724875987274572,0.8385927757481113,0.33389481517951936
300,1.4861095008941798,1.112636501972492,0.3734730041753023,1.139731344068423,0.8144853911362588,0.3252459460054524
325,1.4278081869467711,1.0717162063870675,0.35609198820132476,1.0874844257486984,0.7815097926650196,0.3059746276703663
350,1.3638163732412534,1.0252491224270601,0.33856725396636206,1.0400763711659238,0.7455448539694771,0.2945315129181836
375,1.3143997410169015,0.9880540032799427,0.32634573754591817,1.0008023714181036,0.718763341428712,0.2820390277192928
400,1.2685451198082704,0.954181415721392,0.31436369186028457,0.967829228611663,0.6939755327766761,0.27385369851253927
425,1.242226908222223,0.9350918038533285,0.3071350951034289,0.9407812845893204,0.6744923129444942,0.26628898235503584
450,1.1933862433219566,0.9001118727983572,0.29327436393270123,0.912739968043752,0.6546134948730469,0.25812647881684825
475,1.0340771736242833,0.7812257987948564,0.2528513776950347,0.7695844701956958,0.5559836490429007,0.21360082403407432
500,0.9575070127462729,0.7227973909332202,0.23470962878603202,0.7109060623915866,0.5125754846958444,0.19833057894720696
525,0.9000003951100203,0.6792521336330817,0.2207482633395837,0.682933796546422,0.49223686836194247,0.1906969278352335
550,0.8602151121371068,0.6490064790615668,0.21120863787543315,0.6438419693149626,0.46279260562732816,0.18104935847804882
525,0.9077409174866401,0.6853968577029613,0.22234406580145544,0.6956235702382401,0.5026554662035778,0.19296810557716526
575,0.8254977109340521,0.6226238376246049,0.20287387921976355,0.6234915695386007,0.450463067216333,0.17302849641419016
550,0.8554787079875286,0.6453681483578223,0.21011056593404367,0.6555205733748153,0.47499109525233507,0.18052947777323425
600,0.7992140881430644,0.6024352926760912,0.19677880345485532,0.597195420297794,0.4307129913941026,0.16648242410155945
575,0.8260063592057961,0.6227816042418663,0.20322476194884914,0.6398839227622375,0.46249236608855426,0.17739155524759553
625,0.7700354638867654,0.578852725143616,0.19118274171621755,0.5767982015386224,0.4165562292910181,0.1602419687260408
600,0.8060923777520657,0.60736769108245,0.19872469050236619,0.5993985383538529,0.43328286142786965,0.16611567462678067
650,0.7524580786434504,0.5663416081896195,0.1861164769730889,0.5534443980432115,0.399778867023997,0.15366552551859058
625,0.7689629532396793,0.5791890669184235,0.1897738905122074,0.5681385804782622,0.4095080538536422,0.1586305220844224
650,0.7545377448774301,0.5672665685415268,0.18727117891495043,0.5569277252652682,0.4028139930451289,0.15411372922244482
675,0.7335151097235771,0.5518980875897866,0.18161702886796915,0.5393847628147341,0.39054623764241114,0.14883852296043187
700,0.7158163992258219,0.5378046201255459,0.17801178680159724,0.5248046811320819,0.3799130478873849,0.1448916301887948
725,0.7095122542232275,0.533200984247602,0.17631127527700022,0.5154757807031274,0.37309726304374635,0.14237851518555544
750,0.6978352187344661,0.5253752461419656,0.17245997133879706,0.49619161983719096,0.3584012468345463,0.13779037371568847
775,0.6453203887511523,0.4871579456405762,0.1581624393375256,0.5018664735835046,0.3754185698344372,0.12644790386548266
800,0.5635217945927229,0.42280145285603327,0.14072033841736042,0.39433780359104276,0.2885851767496206,0.10575262803467922
825,0.5210716223869568,0.38929772262389845,0.131773899619778,0.35174563399050385,0.25661676994059235,0.09512886652373709
850,0.5135933053799164,0.3823264679656579,0.1312668383694612,0.34477057436015457,0.25072158986586146,0.0940489849599544
875,0.5054420789655967,0.37537523578756893,0.13006683950049755,0.3381620845175348,0.2455022002395708,0.09265988375409506
900,0.48933177737471384,0.3625818349612065,0.12674994193590605,0.3287968181539327,0.23827398641151376,0.09052283337223344
925,0.3890949672040267,0.28046931598622066,0.10862565126556617,0.2539060515118763,0.17823025456164032,0.07567579753231257
950,0.38750092446421963,0.27885084370007884,0.10865008155218302,0.2557587152114138,0.17925962468143553,0.07649908971507102
775,0.6268737291296324,0.4743436829975018,0.1525300438874043,0.45894879040618736,0.3367346136753137,0.12221417742936562
975,0.3824352345978602,0.27490031915024304,0.10753491518493646,0.256247105775401,0.179604929900961,0.07664217660203576
800,0.5749057996540498,0.4342372750815673,0.140668522232236,0.39935849556544173,0.2951075975239898,0.10425089934142306
1000,0.37668388527937424,0.27040667655185247,0.10627720746187827,0.25377776130335405,0.1772816758020781,0.07649608515202999
825,0.5507676357833239,0.4153703834192875,0.13539725231627622,0.39102460793219507,0.286753198694593,0.10427140830627953
1025,0.37441388985667473,0.26866174556123906,0.10575214510735793,0.25049215205945075,0.17533379700034857,0.07515835443336982
850,0.5195648284294666,0.3914336400727431,0.1281311867567591,0.3621560538886115,0.2675695010111667,0.09458655475949247
1050,0.3774605149833056,0.27108421854865855,0.10637629593316561,0.25138499622698873,0.17609415273182094,0.07529084276757203
875,0.4931814162394939,0.3712579779900037,0.12192343617192446,0.3360093974042684,0.24607880423233533,0.08993059317193304
900,0.48441021832136005,0.36392617655488163,0.1204840418142386,0.3357599456018458,0.2474072803161107,0.08835266569318871
925,0.45618748808136356,0.34186902594489926,0.11431846001113836,0.3077686521379898,0.22330942701470727,0.08445922490985443
950,0.44086131463066125,0.32953738917907077,0.11132392504562934,0.2951325359366213,0.21533347198662037,0.07979906220377113
975,0.43178655971319246,0.32226616831926197,0.10952039244465339,0.29659084463492036,0.21736358488366628,0.0792272609542124
1000,0.4146948942962365,0.30856336261599493,0.10613153311304557,0.29286322455542785,0.21309541685817143,0.07976780671742745
1025,0.40899056712022197,0.30363811619388753,0.10535244767864545,0.280214552845185,0.20361870833827803,0.0765958421494967
1050,0.39457253681925625,0.2921478579250666,0.10242467908523022,0.2745034306232507,0.1995614002031895,0.07494203047826886
