#Design: H-shape;Power Bus Pin Impedance Power_GND
#Produced on;2026-07-12 18:01:01;by PI/EMI Analysis 2023.0.0.50417;Zuken GmbH - Germany

Frequency;IC1_Port1(8): Magnitude;IC1_Port1(8): Re;IC1_Port1(8): Img
(Hz);(Ω);;
1.00000e+06;1.28615e-01;4.71100e-03;-1.28529e-01
1.10000e+06;1.13969e-01;4.74522e-03;-1.13870e-01
1.20000e+06;1.01510e-01;4.77827e-03;-1.01397e-01
1.30000e+06;9.07334e-02;4.81032e-03;-9.06058e-02
1.40000e+06;8.12792e-02;4.84152e-03;-8.11349e-02
1.50000e+06;7.28830e-02;4.87202e-03;-7.27200e-02
1.60000e+06;6.53468e-02;4.90193e-03;-6.51627e-02
1.70000e+06;5.85193e-02;4.93137e-03;-5.83111e-02
1.80000e+06;5.22831e-02;4.96044e-03;-5.20473e-02
1.90000e+06;4.65460e-02;4.98925e-03;-4.62778e-02
2.00000e+06;4.12345e-02;5.01789e-03;-4.09280e-02
2.10000e+06;3.62899e-02;5.04646e-03;-3.59373e-02
2.20000e+06;3.16656e-02;5.07506e-03;-3.12562e-02
2.30000e+06;2.73246e-02;5.10380e-03;-2.68437e-02
2.40000e+06;2.32394e-02;5.13276e-03;-2.26655e-02
2.50000e+06;1.93925e-02;5.16206e-03;-1.86929e-02
2.60000e+06;1.57799e-02;5.19182e-03;-1.49013e-02
2.70000e+06;1.24211e-02;5.22215e-03;-1.12700e-02
2.80000e+06;9.38821e-03;5.25319e-03;-7.78090e-03
2.90000e+06;6.88879e-03;5.28508e-03;-4.41854e-03
3.00000e+06;5.44500e-03;5.31796e-03;-1.16933e-03
3.10000e+06;5.70604e-03;5.35201e-03;1.97860e-03
3.20000e+06;7.37447e-03;5.38742e-03;5.03571e-03
3.30000e+06;9.67498e-03;5.42440e-03;8.01131e-03
3.40000e+06;1.22047e-02;5.46316e-03;1.09137e-02
3.50000e+06;1.48109e-02;5.50398e-03;1.37503e-02
3.60000e+06;1.74338e-02;5.54714e-03;1.65278e-02
3.70000e+06;2.00482e-02;5.59296e-03;1.92523e-02
3.80000e+06;2.26436e-02;5.64182e-03;2.19294e-02
3.90000e+06;2.52157e-02;5.69413e-03;2.45644e-02
4.00000e+06;2.77638e-02;5.75038e-03;2.71618e-02
4.10000e+06;3.02889e-02;5.81109e-03;2.97263e-02
4.20000e+06;3.27928e-02;5.87691e-03;3.22619e-02
4.30000e+06;3.52780e-02;5.94855e-03;3.47728e-02
4.40000e+06;3.77470e-02;6.02684e-03;3.72628e-02
4.50000e+06;4.02029e-02;6.11273e-03;3.97355e-02
4.60000e+06;4.26488e-02;6.20737e-03;4.21946e-02
4.70000e+06;4.50878e-02;6.31204e-03;4.46438e-02
4.80000e+06;4.75233e-02;6.42828e-03;4.70865e-02
4.90000e+06;4.99588e-02;6.55790e-03;4.95265e-02
5.00000e+06;5.23978e-02;6.70303e-03;5.19673e-02
5.10000e+06;5.48443e-02;6.86619e-03;5.44128e-02
5.20000e+06;5.73022e-02;7.05042e-03;5.68668e-02
5.30000e+06;5.97758e-02;7.25931e-03;5.93334e-02
5.40000e+06;6.22697e-02;7.49722e-03;6.18167e-02
5.50000e+06;6.47886e-02;7.76941e-03;6.43211e-02
5.60000e+06;6.73379e-02;8.08226e-03;6.68511e-02
5.70000e+06;6.99229e-02;8.44356e-03;6.94113e-02
5.80000e+06;7.25497e-02;8.86286e-03;7.20063e-02
5.90000e+06;7.52243e-02;9.35191e-03;7.46407e-02
6.00000e+06;7.79531e-02;9.92523e-03;7.73186e-02
6.10000e+06;8.07421e-02;1.06008e-02;8.00432e-02
6.20000e+06;8.35971e-02;1.14008e-02;8.28160e-02
6.30000e+06;8.65222e-02;1.23529e-02;8.56358e-02
6.40000e+06;8.95192e-02;1.34909e-02;8.84967e-02
6.50000e+06;9.25850e-02;1.48560e-02;9.13853e-02
6.60000e+06;9.57089e-02;1.64974e-02;9.42764e-02
6.70000e+06;9.88676e-02;1.84711e-02;9.71268e-02
6.80000e+06;1.02018e-01;2.08370e-02;9.98673e-02
6.90000e+06;1.05088e-01;2.36500e-02;1.02392e-01
7.00000e+06;1.07966e-01;2.69427e-02;1.04550e-01
7.10000e+06;1.10491e-01;3.06965e-02;1.06141e-01
7.20000e+06;1.12451e-01;3.48004e-02;1.06930e-01
7.30000e+06;1.13609e-01;3.90126e-02;1.06701e-01
7.40000e+06;1.13760e-01;4.29531e-02;1.05340e-01
7.50000e+06;1.12817e-01;4.61705e-02;1.02937e-01
7.60000e+06;1.10889e-01;4.82857e-02;9.98238e-02
7.70000e+06;1.08283e-01;4.91426e-02;9.64898e-02
