candidate_id,mhz,k,badness,quality_score,uncertainty,heatmap_mc_mse,decoder_mc_rce,epistemic_score,disagreement_score,prior_tension_score,peak_bias_score,p99_var,p99_mc_range,peak_loc_spread_px,pred_p99_mean,selected_reason
492,120.0,3,1.6532061100006104,-1.6532061100006104,1.6532061100006104,0.0,0.0,1.6532061100006104,0.5772861242294312,-0.2886430621147156,0.0,0.0,0.0,0.0,1.6398727893829346,worst_uncertainty_stratified_mhz
886,120.0,3,1.4977772235870361,-1.4977772235870361,1.4977772235870361,0.0,0.0,1.4977772235870361,0.5757694244384766,-0.2878847122192383,0.0,0.0,0.0,0.0,1.7065035104751587,worst_uncertainty_stratified_mhz
118,120.0,3,1.4887393712997437,-1.4887393712997437,1.4887393712997437,0.0,0.0,1.4887393712997437,0.5728910565376282,-0.2864455282688141,0.0,0.0,0.0,0.0,1.6968661546707153,worst_uncertainty_stratified_mhz
831,150.0,3,0.7306861877441406,-0.7306861877441406,0.7306861877441406,0.0,0.0,0.7306861877441406,0.5600287914276123,-0.28001439571380615,0.0,0.0,0.0,0.0,3.431886672973633,worst_uncertainty_stratified_mhz
573,150.0,3,0.7019849419593811,-0.7019849419593811,0.7019849419593811,0.0,0.0,0.7019849419593811,0.5685935020446777,-0.28429675102233887,0.0,0.0,0.0,0.0,3.208867073059082,worst_uncertainty_stratified_mhz
143,150.0,3,0.6947368383407593,-0.6947368383407593,0.6947368383407593,0.0,0.0,0.6947368383407593,0.5628390312194824,-0.2814195156097412,0.0,0.0,0.0,0.0,3.3651747703552246,worst_uncertainty_stratified_mhz
863,150.0,3,0.6729865670204163,-0.6729865670204163,0.6729865670204163,0.0,0.0,0.6729865670204163,0.5587368607521057,-0.27936843037605286,0.0,0.0,0.0,0.0,3.5845677852630615,worst_uncertainty_stratified_mhz
1106,155.0,3,0.8484973311424255,-0.8484973311424255,0.8484973311424255,0.0,0.0,0.8484973311424255,0.5620205998420715,-0.28101029992103577,0.0,0.0,0.0,0.0,4.830352783203125,worst_uncertainty_stratified_mhz
1341,155.0,3,0.7282074689865112,-0.7282074689865112,0.7282074689865112,0.0,0.0,0.7282074689865112,0.5625474452972412,-0.2812737226486206,0.0,0.0,0.0,0.0,4.741018295288086,worst_uncertainty_stratified_mhz
1347,155.0,3,0.696224570274353,-0.696224570274353,0.696224570274353,0.0,0.0,0.696224570274353,0.5567699074745178,-0.2783849537372589,0.0,0.0,0.0,0.0,4.956710338592529,worst_uncertainty_stratified_mhz
