gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact
data_sample_0,sample_22957,38,3.7488293647766113,3.552899122238159,0.003622608259320259,10,False
data_sample_1,sample_16131,38,3.939995050430298,3.7305374145507812,0.01714995503425598,10,False
data_sample_2,sample_11811,38,4.185750484466553,3.989224910736084,0.00421803118661046,10,False
data_sample_3,sample_28813,38,3.913109064102173,3.67378568649292,0.008554302155971527,12,False
data_sample_4,sample_17899,38,3.8831658363342285,3.6492772102355957,0.003119398606941104,12,False
data_sample_5,sample_23790,38,4.285948276519775,4.049125671386719,0.006053313612937927,12,False
data_sample_6,sample_10827,38,4.269874095916748,4.0639328956604,0.01363382674753666,10,False
data_sample_7,sample_27143,38,3.9169154167175293,3.682070255279541,0.004076012410223484,12,False
data_sample_8,sample_6469,38,3.9953391551971436,3.7608256340026855,0.00374428229406476,12,False
data_sample_9,sample_19013,38,4.015475273132324,3.7787938117980957,0.005912351422011852,12,False
data_sample_10,sample_28751,38,4.174578666687012,3.94274640083313,0.0010629629250615835,12,False
data_sample_11,sample_17990,38,4.040429592132568,3.881978988647461,0.004604455083608627,8,False
data_sample_12,sample_9718,38,4.175503730773926,3.97686767578125,0.006328368093818426,10,False
data_sample_13,sample_23738,38,3.726238965988159,3.529222011566162,0.004709351342171431,10,False
data_sample_14,sample_211,38,3.814908742904663,3.6189451217651367,0.0036559002473950386,10,False
data_sample_15,sample_20779,38,4.140985012054443,3.9023642539978027,0.007851604372262955,12,False
data_sample_16,sample_17215,38,4.046002388000488,3.7661380767822266,0.010633460246026516,14,False
data_sample_17,sample_14772,38,4.067861557006836,3.8325624465942383,0.004529944621026516,12,False
data_sample_18,sample_5002,38,3.9762237071990967,3.743290901184082,0.002163709606975317,12,False
data_sample_19,sample_2409,38,3.7534985542297363,3.520000457763672,0.0027288792189210653,12,False
data_sample_20,sample_3079,38,3.9304420948028564,3.694673538208008,0.004999466240406036,12,False
data_sample_21,sample_15124,38,3.990756034851074,3.7549633979797363,0.005023378413170576,12,False
data_sample_22,sample_1475,38,4.077540397644043,3.835836410522461,0.010934541001915932,12,False
data_sample_23,sample_6030,38,3.981271505355835,3.783682346343994,0.005281390622258186,10,False
data_sample_24,sample_21388,38,4.086745262145996,3.845994472503662,0.009981493465602398,12,False
data_sample_25,sample_12538,38,3.771878719329834,3.5334229469299316,0.007686730474233627,12,False
data_sample_26,sample_7181,38,3.751934289932251,3.514497995376587,0.006667099893093109,12,False
data_sample_27,sample_4114,38,3.7550201416015625,3.519195795059204,0.005055084824562073,12,False
data_sample_28,sample_26042,38,4.137425422668457,3.9381113052368164,0.007006492465734482,10,False
data_sample_29,sample_710,38,3.9431467056274414,3.706259250640869,0.006118312012404203,12,False
data_sample_30,sample_22799,38,3.981083869934082,3.7847509384155273,0.004025149624794722,10,False
data_sample_31,sample_27722,38,4.200214862823486,3.9641239643096924,0.00532155204564333,12,False
data_sample_32,sample_1206,38,3.9826807975769043,3.7407760620117188,0.011135481297969818,12,False
data_sample_33,sample_4007,38,4.143199443817139,3.9084672927856445,0.003962925635278225,12,False
data_sample_34,sample_20779,38,4.166844844818115,3.9314522743225098,0.004623082932084799,12,False
data_sample_35,sample_516,38,3.8022987842559814,3.567786693572998,0.0037428289651870728,12,False
data_sample_36,sample_5397,38,4.01462984085083,3.805900812149048,0.0164213627576828,10,False
data_sample_37,sample_9702,38,3.977928876876831,3.7434914112091064,0.0036683185026049614,12,False
data_sample_38,sample_12083,38,4.122411727905273,3.913142204284668,0.01696196012198925,10,False
