#Design: H-shape;Power Bus Pin Impedance Power_GND
#Produced on;2026-07-12 18:12:47;by PI/EMI Analysis 2023.0.0.50417;Zuken GmbH - Germany

Frequency;IC1_Port1(8): Magnitude;IC1_Port1(8): Re;IC1_Port1(8): Img
(Hz);(Ω);;
1.00000e+06;1.60566e-01;5.43428e-03;-1.60474e-01
1.10000e+06;1.43019e-01;5.46693e-03;-1.42914e-01
1.20000e+06;1.28143e-01;5.49838e-03;-1.28025e-01
1.30000e+06;1.15323e-01;5.52876e-03;-1.15190e-01
1.40000e+06;1.04118e-01;5.55819e-03;-1.03970e-01
1.50000e+06;9.42065e-02;5.58679e-03;-9.40407e-02
1.60000e+06;8.53455e-02;5.61465e-03;-8.51606e-02
1.70000e+06;7.73504e-02;5.64185e-03;-7.71444e-02
1.80000e+06;7.00776e-02;5.66846e-03;-6.98479e-02
1.90000e+06;6.34137e-02;5.69456e-03;-6.31575e-02
2.00000e+06;5.72683e-02;5.72021e-03;-5.69819e-02
2.10000e+06;5.15686e-02;5.74546e-03;-5.12476e-02
2.20000e+06;4.62554e-02;5.77038e-03;-4.58941e-02
2.30000e+06;4.12804e-02;5.79501e-03;-4.08716e-02
2.40000e+06;3.66041e-02;5.81942e-03;-3.61385e-02
2.50000e+06;3.21948e-02;5.84364e-03;-3.16600e-02
2.60000e+06;2.80274e-02;5.86774e-03;-2.74063e-02
2.70000e+06;2.40841e-02;5.89177e-03;-2.33524e-02
2.80000e+06;2.03551e-02;5.91577e-03;-1.94764e-02
2.90000e+06;1.68421e-02;5.93980e-03;-1.57599e-02
3.00000e+06;1.35676e-02;5.96392e-03;-1.21865e-02
3.10000e+06;1.05964e-02;5.98819e-03;-8.74222e-03
3.20000e+06;8.09131e-03;6.01267e-03;-5.41453e-03
3.30000e+06;6.42323e-03;6.03742e-03;-2.19258e-03
3.40000e+06;6.13395e-03;6.06253e-03;9.33304e-04
3.50000e+06;7.26903e-03;6.08806e-03;3.97169e-03
3.60000e+06;9.24178e-03;6.11411e-03;6.93024e-03
3.70000e+06;1.15784e-02;6.14076e-03;9.81580e-03
3.80000e+06;1.40598e-02;6.16812e-03;1.26345e-02
3.90000e+06;1.65924e-02;6.19630e-03;1.53921e-02
4.00000e+06;1.91344e-02;6.22542e-03;1.80934e-02
4.10000e+06;2.16658e-02;6.25563e-03;2.07431e-02
4.20000e+06;2.41771e-02;6.28707e-03;2.33454e-02
4.30000e+06;2.66639e-02;6.31993e-03;2.59041e-02
4.40000e+06;2.91245e-02;6.35440e-03;2.84229e-02
4.50000e+06;3.15587e-02;6.39071e-03;3.09049e-02
4.60000e+06;3.39673e-02;6.42910e-03;3.33533e-02
4.70000e+06;3.63513e-02;6.46986e-03;3.57709e-02
4.80000e+06;3.87123e-02;6.51331e-03;3.81604e-02
4.90000e+06;4.10518e-02;6.55985e-03;4.05243e-02
5.00000e+06;4.33717e-02;6.60988e-03;4.28651e-02
5.10000e+06;4.56737e-02;6.66392e-03;4.51850e-02
5.20000e+06;4.79598e-02;6.72253e-03;4.74863e-02
5.30000e+06;5.02316e-02;6.78638e-03;4.97711e-02
5.40000e+06;5.24911e-02;6.85625e-03;5.20414e-02
5.50000e+06;5.47403e-02;6.93305e-03;5.42995e-02
5.60000e+06;5.69810e-02;7.01784e-03;5.65472e-02
5.70000e+06;5.92152e-02;7.11187e-03;5.87866e-02
5.80000e+06;6.14449e-02;7.21663e-03;6.10196e-02
5.90000e+06;6.36720e-02;7.33388e-03;6.32482e-02
6.00000e+06;6.58987e-02;7.46571e-03;6.54745e-02
6.10000e+06;6.81271e-02;7.61461e-03;6.77002e-02
6.20000e+06;7.03592e-02;7.78360e-03;6.99273e-02
6.30000e+06;7.25971e-02;7.97626e-03;7.21576e-02
6.40000e+06;7.48429e-02;8.19693e-03;7.43927e-02
6.50000e+06;7.70985e-02;8.45087e-03;7.66339e-02
6.60000e+06;7.93653e-02;8.74437e-03;7.88822e-02
6.70000e+06;8.16447e-02;9.08507e-03;8.11376e-02
6.80000e+06;8.39367e-02;9.48212e-03;8.33994e-02
6.90000e+06;8.62404e-02;9.94643e-03;8.56649e-02
7.00000e+06;8.85529e-02;1.04909e-02;8.79293e-02
7.10000e+06;9.08682e-02;1.11302e-02;9.01840e-02
7.20000e+06;9.31760e-02;1.18808e-02;9.24154e-02
7.30000e+06;9.54596e-02;1.27600e-02;9.46030e-02
7.40000e+06;9.76941e-02;1.37833e-02;9.67169e-02
7.50000e+06;9.98432e-02;1.49618e-02;9.87158e-02
7.60000e+06;1.01858e-01;1.62950e-02;1.00546e-01
7.70000e+06;1.03675e-01;1.77634e-02;1.02142e-01
7.80000e+06;1.05224e-01;1.93180e-02;1.03436e-01
7.90000e+06;1.06437e-01;2.08738e-02;1.04370e-01
8.00000e+06;1.07267e-01;2.23113e-02;1.04921e-01
8.10000e+06;1.07713e-01;2.34949e-02;1.05119e-01
8.20000e+06;1.07837e-01;2.43056e-02;1.05062e-01
8.30000e+06;1.07756e-01;2.46782e-02;1.04892e-01
8.40000e+06;1.07622e-01;2.46197e-02;1.04768e-01
8.50000e+06;1.07573e-01;2.42015e-02;1.04815e-01
