candidate_id,mhz,k,badness,quality_score,uncertainty,heatmap_mc_mse,p99_var,peak_loc_spread_px,pred_p99_mean,selected_reason
197,90.0,3,1082.792765216921,-1082.792765216921,1082.792765216921,1082.792765216921,2252.626431447425,41.19600843663268,44.08482185999552,worst_uncertainty_stratified_mhz
757,90.0,3,964.443979515812,-964.443979515812,964.443979515812,964.443979515812,2649.4129022862876,37.58434957975638,37.64455604553223,worst_uncertainty_stratified_mhz
76,100.0,3,611.0167228157485,-611.0167228157485,611.0167228157485,611.0167228157485,1301.036445539198,31.5,29.12538254261017,worst_uncertainty_stratified_mhz
470,200.0,3,92.3819831606921,-92.3819831606921,92.3819831606921,92.3819831606921,263.9068944556979,38.75779491491572,24.36166461308797,worst_uncertainty_stratified_mhz
505,250.0,3,77.01158698719159,-77.01158698719159,77.01158698719159,77.01158698719159,379.5264841761535,37.1711507011075,22.038314660390217,worst_uncertainty_stratified_mhz
321,250.0,3,68.77343093070277,-68.77343093070277,68.77343093070277,68.77343093070277,267.77041458407075,37.320682380328115,19.075609127680462,worst_uncertainty_stratified_mhz
681,250.0,3,63.906399409371616,-63.906399409371616,63.906399409371616,63.906399409371616,238.42483137412626,23.037409190753685,15.302498499552408,worst_uncertainty_stratified_mhz
597,265.0,3,7.737409662038963,-7.737409662038963,7.737409662038963,7.737409662038963,4.774213762623175,30.443481331075716,9.151655991872152,worst_uncertainty_stratified_mhz
305,265.0,3,6.976054799890326,-6.976054799890326,6.976054799890326,6.976054799890326,3.522986188001779,31.335106332816057,8.604093472162882,worst_uncertainty_stratified_mhz
601,265.0,3,6.887134349987613,-6.887134349987613,6.887134349987613,6.887134349987613,5.845427283770259,42.48856055196243,9.263399362564087,worst_uncertainty_stratified_mhz
315,510.0,3,13.065033756109644,-13.065033756109644,13.065033756109644,13.065033756109644,11.16624508473607,42.849867107274804,15.918605327606201,worst_uncertainty_stratified_mhz
288,90.0,3,732.4898378925773,-732.4898378925773,732.4898378925773,732.4898378925773,1707.0976396278168,29.032548783888902,43.03121789296468,worst_uncertainty_stratified_mhz
141,90.0,3,721.3825327097384,-721.3825327097384,721.3825327097384,721.3825327097384,1788.2527673719158,41.667999978667346,41.0806352297465,worst_uncertainty_stratified_mhz
797,90.0,3,661.6391456692719,-661.6391456692719,661.6391456692719,661.6391456692719,1618.627201160509,31.33732244110492,24.12944547335307,worst_uncertainty_stratified_mhz
450,100.0,3,465.1685538318413,-465.1685538318413,465.1685538318413,465.1685538318413,1139.4614484755423,32.69216691774618,24.21063991387685,worst_uncertainty_stratified_mhz
785,90.0,3,424.15543020050114,-424.15543020050114,424.15543020050114,424.15543020050114,895.5356687892768,41.667999978667346,27.895522832870483,worst_uncertainty_stratified_mhz
397,100.0,3,412.5915074913977,-412.5915074913977,412.5915074913977,412.5915074913977,1377.3493304843932,29.032548783888902,27.306340376536053,worst_uncertainty_stratified_mhz
