gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact,occ_pattern_in_train,combined_percentile_vs_train_nn
data_sample_0,sample_10275,2,5.748240947723389,5.704939842224121,0.004839348141103983,2,False,True,1.0
data_sample_1,sample_6161,2,6.616082191467285,6.552234649658203,0.025385737419128418,2,False,True,1.0
data_sample_2,sample_9470,2,6.664781093597412,6.566144943237305,0.021713191643357277,4,False,True,1.0
data_sample_3,sample_15335,2,5.1516499519348145,5.098458290100098,0.01472994964569807,2,False,False,1.0
data_sample_4,sample_21221,2,5.282258987426758,5.217104911804199,0.02669244445860386,2,False,False,1.0
data_sample_5,sample_19811,2,5.75678825378418,5.701190948486328,0.01713581755757332,2,False,True,1.0
data_sample_6,sample_25386,2,6.114775657653809,6.059988021850586,0.016325848177075386,2,False,False,1.0
data_sample_7,sample_11603,2,5.304782867431641,5.256134033203125,0.01018692646175623,2,False,True,1.0
data_sample_8,sample_11603,2,5.144375324249268,5.100430488586426,0.0054829916916787624,2,False,False,1.0
data_sample_9,sample_26813,2,11.073188781738281,10.939260482788086,0.05700445920228958,4,False,True,1.0
data_sample_10,sample_28646,2,5.354470252990723,5.276114463806152,0.03989426791667938,2,False,True,1.0
data_sample_11,sample_1395,2,5.157668590545654,5.103924751281738,0.01528204046189785,2,False,True,1.0
data_sample_12,sample_18260,2,5.258520603179932,5.210302352905273,0.009756376966834068,2,False,False,1.0
data_sample_13,sample_15470,2,6.101431846618652,6.094676971435547,0.006754821632057428,0,True,True,1.0
data_sample_14,sample_28646,2,5.726773262023926,5.668806076049805,0.019505620002746582,2,False,True,1.0
data_sample_15,sample_11743,2,6.457015037536621,6.401517868041992,0.01703554578125477,2,False,True,1.0
data_sample_16,sample_3435,2,12.55250072479248,12.43023681640625,0.045340798795223236,4,False,True,1.0
data_sample_17,sample_3774,2,5.617003440856934,5.6009979248046875,0.0160057432949543,0,True,True,1.0
data_sample_18,sample_1556,2,5.063164710998535,4.968843936920166,0.01739766262471676,4,False,False,1.0
data_sample_19,sample_5888,2,6.9525675773620605,6.906129837036133,0.007976053282618523,2,False,False,1.0
