gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact
data_sample_0,sample_23782,20,4.133018970489502,3.8940930366516113,0.008156516589224339,12,False
data_sample_1,sample_19616,20,4.156766891479492,3.881801128387451,0.00573519105091691,14,False
data_sample_2,sample_23039,20,4.237692832946777,3.923884868621826,0.006115669850260019,16,False
data_sample_3,sample_18094,20,4.407283782958984,4.129180908203125,0.00887189619243145,14,False
data_sample_4,sample_19639,20,3.986017942428589,3.747884750366211,0.00736411614343524,12,False
data_sample_5,sample_16075,20,4.230947971343994,3.9389615058898926,0.022755809128284454,14,False
data_sample_6,sample_19340,20,3.9795050621032715,3.6689774990081787,0.0028352283407002687,16,False
data_sample_7,sample_14142,20,4.442187309265137,4.154382228851318,0.018574371933937073,14,False
data_sample_8,sample_912,20,4.295083045959473,4.01002836227417,0.015823958441615105,14,False
data_sample_9,sample_14655,20,4.0516462326049805,3.7217373847961426,0.02221626788377762,16,False
data_sample_10,sample_5824,20,4.2921462059021,4.015651226043701,0.007264240644872189,14,False
data_sample_11,sample_22038,20,4.04573392868042,3.769073009490967,0.0074303038418293,14,False
data_sample_12,sample_4040,20,4.286201000213623,4.005850791931152,0.011119496077299118,14,False
data_sample_13,sample_18032,20,4.1885504722595215,3.914675712585449,0.00464382441714406,14,False
data_sample_14,sample_1694,20,4.069561958312988,3.785313606262207,0.015017555095255375,14,False
data_sample_15,sample_4040,20,4.018596649169922,3.741006374359131,0.008359438739717007,14,False
data_sample_16,sample_1108,20,4.398716926574707,4.085915565490723,0.005108853802084923,16,False
data_sample_17,sample_16259,20,4.067049980163574,3.7894985675811768,0.008320465683937073,14,False
data_sample_18,sample_10383,20,3.836874485015869,3.5454747676849365,0.0221688412129879,14,False
data_sample_19,sample_20498,20,4.28941011428833,4.039568901062012,0.0190720334649086,12,False
data_sample_20,sample_19857,20,4.176889419555664,3.8978970050811768,0.009761661291122437,14,False
data_sample_21,sample_13163,20,4.209413051605225,3.921891927719116,0.01829020120203495,14,False
data_sample_22,sample_13423,20,4.262588024139404,3.9474716186523438,0.007423962466418743,16,False
data_sample_23,sample_14056,20,4.2569260597229,4.019855499267578,0.006301549728959799,12,False
data_sample_24,sample_59,20,4.294743537902832,4.018286228179932,0.007226324640214443,14,False
data_sample_25,sample_25678,20,4.351291656494141,4.071156024932861,0.010904551483690739,14,False
data_sample_26,sample_18482,20,4.319229602813721,4.005911827087402,0.0056252749636769295,16,False
data_sample_27,sample_28324,20,4.229355335235596,3.914541244506836,0.007121825125068426,16,False
data_sample_28,sample_3515,20,3.9206671714782715,3.5956544876098633,0.017320509999990463,16,False
data_sample_29,sample_12820,20,4.122236251831055,3.870542526245117,0.02092462219297886,12,False
data_sample_30,sample_27980,20,4.015617370605469,3.6977648735046387,0.010160108096897602,16,False
data_sample_31,sample_7094,20,4.2006659507751465,3.914304256439209,0.01713079772889614,14,False
data_sample_32,sample_12509,20,4.059455871582031,3.777560234069824,0.012664794921875,14,False
data_sample_33,sample_18261,20,3.646794557571411,3.330385684967041,0.008716666139662266,16,False
data_sample_34,sample_19713,20,4.112314701080322,3.826716661453247,0.016367198899388313,14,False
data_sample_35,sample_11820,20,4.3213653564453125,4.046012878417969,0.006121746730059385,14,False
data_sample_36,sample_18094,20,4.141052722930908,3.8606009483337402,0.011221220716834068,14,False
data_sample_37,sample_20233,20,4.177494049072266,3.894899368286133,0.01336392480880022,14,False
data_sample_38,sample_25059,20,4.215669631958008,3.9466662406921387,0.03823390230536461,12,False
data_sample_39,sample_6349,20,4.1293721199035645,3.8385982513427734,0.021543163806200027,14,False
data_sample_40,sample_2741,20,4.345398426055908,4.096902847290039,0.01772635243833065,12,False
data_sample_41,sample_20982,20,4.186872959136963,3.9106335639953613,0.007008606102317572,14,False
data_sample_42,sample_19616,20,4.284612655639648,3.9718987941741943,0.00502152880653739,16,False
data_sample_43,sample_1083,20,4.110439300537109,3.872443199157715,0.007226589135825634,12,False
data_sample_44,sample_17033,20,3.900216817855835,3.6155924797058105,0.015393409878015518,14,False
data_sample_45,sample_10461,20,4.15553617477417,3.837801456451416,0.010042265057563782,16,False
data_sample_46,sample_12942,20,4.035443305969238,3.718395233154297,0.00935568567365408,16,False
data_sample_47,sample_20352,20,4.175734519958496,3.888726234436035,0.01777774468064308,14,False
data_sample_48,sample_5184,20,4.293814659118652,4.0488433837890625,0.01420216728001833,12,False
