gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact,occ_pattern_in_train,combined_percentile_vs_train_nn
data_sample_0,sample_27248,10,4.196759223937988,4.037130832672119,0.005782090127468109,8,False,False,1.0
data_sample_1,sample_18190,10,4.405142784118652,4.192416667938232,0.020418770611286163,10,False,False,1.0
data_sample_2,sample_13849,10,4.100882530212402,3.8909213542938232,0.01765342801809311,10,False,False,1.0
data_sample_3,sample_26668,10,4.134325981140137,3.928524971008301,0.013493393547832966,10,False,False,1.0
data_sample_4,sample_7341,10,4.205913543701172,4.0077009201049805,0.005905085243284702,10,False,False,1.0
data_sample_5,sample_5139,10,4.160238265991211,3.9785666465759277,0.027825558558106422,8,False,False,1.0
data_sample_6,sample_21505,10,4.099940299987793,3.9368443489074707,0.00924986507743597,8,False,False,1.0
data_sample_7,sample_16880,10,4.196260452270508,3.9952847957611084,0.00866831373423338,10,False,False,1.0
data_sample_8,sample_2506,10,4.169651031494141,4.005680084228516,0.01012483425438404,8,False,False,1.0
data_sample_9,sample_13910,10,4.21518611907959,4.015850067138672,0.007028555031865835,10,False,False,1.0
data_sample_10,sample_17552,10,4.070941925048828,3.8737568855285645,0.004877528175711632,10,False,False,1.0
data_sample_11,sample_15966,10,4.371095657348633,4.165690898895264,0.013097457587718964,10,False,False,1.0
data_sample_12,sample_706,10,4.197697639465332,4.068258762359619,0.014054203405976295,6,False,False,1.0
data_sample_13,sample_13412,10,4.338942527770996,4.129298210144043,0.017337022349238396,10,False,False,1.0
data_sample_14,sample_17204,10,4.181149482727051,4.011241912841797,0.01606122963130474,8,False,False,1.0
data_sample_15,sample_9788,10,4.172599792480469,4.015035629272461,0.0037178602069616318,8,False,False,1.0
data_sample_16,sample_22433,10,4.340115070343018,4.10245418548584,0.006891952361911535,12,False,False,1.0
data_sample_17,sample_9568,10,4.226734638214111,4.01697301864624,0.017454072833061218,10,False,False,1.0
data_sample_18,sample_24222,10,4.179252624511719,3.966989755630493,0.019955193623900414,10,False,False,1.0
data_sample_19,sample_19232,10,4.304948806762695,4.068818092346191,0.005361449439078569,12,False,False,1.0
data_sample_20,sample_12172,10,4.363997936248779,4.199482440948486,0.010669129900634289,8,False,False,1.0
data_sample_21,sample_13772,10,4.364407539367676,4.198095798492432,0.0124657042324543,8,False,False,1.0
data_sample_22,sample_22396,10,3.980558395385742,3.8177008628845215,0.009011272341012955,8,False,False,1.0
data_sample_23,sample_18190,10,4.357081890106201,4.114694595336914,0.011618081480264664,12,False,False,1.0
data_sample_24,sample_21484,10,4.237557411193848,4.073970317840576,0.009740656241774559,8,False,False,1.0
data_sample_25,sample_5240,10,4.127645015716553,3.9200246334075928,0.01531255804002285,10,False,False,1.0
data_sample_26,sample_7789,10,4.1077117919921875,3.9040608406066895,0.011343291029334068,10,False,False,1.0
data_sample_27,sample_10983,10,4.060935974121094,3.8602776527404785,0.008350718766450882,10,False,False,1.0
data_sample_28,sample_12172,10,4.144739627838135,3.9438893795013428,0.008542676456272602,10,False,False,1.0
data_sample_29,sample_5987,10,4.349623203277588,4.149143695831299,0.008172237314283848,10,False,False,1.0
data_sample_30,sample_26910,10,4.27534818649292,4.072893142700195,0.010147688910365105,10,False,False,1.0
