gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact,occ_pattern_in_train,combined_percentile_vs_train_nn
data_sample_0,sample_28488,5,4.483415126800537,4.361627578735352,0.006403142586350441,6,False,False,1.0
data_sample_1,sample_5252,5,4.380801200866699,4.262820243835449,0.0025965042877942324,6,False,False,1.0
data_sample_2,sample_358,5,4.4795403480529785,4.384863376617432,0.01775396429002285,4,False,False,1.0
data_sample_3,sample_17976,5,4.876278877258301,4.747208595275879,0.013685482554137707,6,False,False,1.0
data_sample_4,sample_12478,5,4.520023345947266,4.398989200592041,0.005649582948535681,6,False,False,1.0
data_sample_5,sample_5211,5,4.3879289627075195,4.283684730529785,0.02732142247259617,4,False,False,1.0
data_sample_6,sample_24800,5,4.404557704925537,4.357380390167236,0.008715741336345673,2,False,False,1.0
data_sample_7,sample_23380,5,4.3826093673706055,4.289402008056641,0.016284232959151268,4,False,False,1.0
data_sample_8,sample_11718,5,4.494197368621826,4.364828109741211,0.01398458145558834,6,False,False,1.0
data_sample_9,sample_21707,5,4.623266696929932,4.49542236328125,0.01245989091694355,6,False,False,1.0
data_sample_10,sample_23061,5,4.350046634674072,4.228759765625,0.005902310833334923,6,False,False,1.0
data_sample_11,sample_28748,5,4.567004680633545,4.441949367523193,0.009670902043581009,6,False,False,1.0
data_sample_12,sample_4977,5,4.78754186630249,4.6482977867126465,0.023859726265072823,6,False,False,1.0
data_sample_13,sample_7666,5,4.464902400970459,4.3754777908325195,0.012501770630478859,4,False,False,1.0
data_sample_14,sample_28772,5,4.717082977294922,4.631316661834717,0.008843624033033848,4,False,False,1.0
data_sample_15,sample_5179,5,4.551506996154785,4.465473175048828,0.009110752493143082,4,False,False,1.0
data_sample_16,sample_4851,5,4.491950988769531,4.369584083557129,0.006982184015214443,6,False,False,1.0
data_sample_17,sample_10747,5,5.083345890045166,4.996794700622559,0.009628362022340298,4,False,False,1.0
data_sample_18,sample_16364,5,4.6931657791137695,4.563267707824707,0.014513419941067696,6,False,False,1.0
data_sample_19,sample_19092,5,4.619441032409668,4.53298282623291,0.009535356424748898,4,False,False,1.0
data_sample_20,sample_8569,5,4.58889102935791,4.45543909072876,0.01806733012199402,6,False,False,1.0
data_sample_21,sample_15422,5,4.572103977203369,4.4384260177612305,0.01829337328672409,6,False,False,1.0
data_sample_22,sample_19537,5,4.43357515335083,4.385793209075928,0.009320147335529327,2,False,False,1.0
data_sample_23,sample_25124,5,4.606120586395264,4.47827672958374,0.012459230609238148,6,False,False,1.0
data_sample_24,sample_7080,5,4.320215702056885,4.231431007385254,0.011861694045364857,4,False,False,1.0
data_sample_25,sample_11770,5,4.281518459320068,4.199500560760498,0.0050949822179973125,4,False,False,1.0
data_sample_26,sample_1006,5,4.376514434814453,4.249162673950195,0.01196711789816618,6,False,False,1.0
data_sample_27,sample_7201,5,4.401447296142578,4.307225227355957,0.01729910634458065,4,False,False,1.0
data_sample_28,sample_26354,5,4.542559623718262,4.449810981750488,0.015825940296053886,4,False,False,1.0
data_sample_29,sample_2438,5,4.691364765167236,4.603274345397949,0.011167451739311218,4,False,False,1.0
data_sample_30,sample_18510,5,4.440165996551514,4.321455001831055,0.0033265480305999517,6,False,False,1.0
data_sample_31,sample_16454,5,4.722331523895264,4.636491298675537,0.008917209692299366,4,False,False,1.0
data_sample_32,sample_5211,5,4.395291805267334,4.27079963684082,0.00910744909197092,6,False,False,1.0
