#Design: H-shape;Power Bus Pin Impedance Power_GND
#Produced on;2026-05-25 15:51:08;by PI/EMI Analysis 2023.0.0.50417;Zuken GmbH - Germany

Frequency;IC1_Port1(8): Magnitude;IC1_Port1(8): Re;IC1_Port1(8): Img
(Hz);(Ω);;
1.00000e+06;1.83535e-01;5.87025e-03;-1.83441e-01
1.10000e+06;1.64086e-01;5.90004e-03;-1.63980e-01
1.20000e+06;1.47640e-01;5.92902e-03;-1.47521e-01
1.30000e+06;1.33503e-01;5.95735e-03;-1.33370e-01
1.40000e+06;1.21181e-01;5.98514e-03;-1.21033e-01
1.50000e+06;1.10309e-01;6.01250e-03;-1.10145e-01
1.60000e+06;1.00617e-01;6.03956e-03;-1.00435e-01
1.70000e+06;9.18948e-02;6.06641e-03;-9.16944e-02
1.80000e+06;8.39815e-02;6.09317e-03;-8.37602e-02
1.90000e+06;7.67491e-02;6.11994e-03;-7.65047e-02
2.00000e+06;7.00953e-02;6.14681e-03;-6.98253e-02
2.10000e+06;6.39377e-02;6.17391e-03;-6.36389e-02
2.20000e+06;5.82087e-02;6.20134e-03;-5.78775e-02
2.30000e+06;5.28530e-02;6.22921e-03;-5.24847e-02
2.40000e+06;4.78246e-02;6.25766e-03;-4.74135e-02
2.50000e+06;4.30855e-02;6.28680e-03;-4.26244e-02
2.60000e+06;3.86042e-02;6.31680e-03;-3.80839e-02
2.70000e+06;3.43548e-02;6.34779e-03;-3.37632e-02
2.80000e+06;3.03167e-02;6.37994e-03;-2.96378e-02
2.90000e+06;2.64748e-02;6.41345e-03;-2.56863e-02
3.00000e+06;2.28201e-02;6.44850e-03;-2.18900e-02
3.10000e+06;1.93518e-02;6.48533e-03;-1.82327e-02
3.20000e+06;1.60828e-02;6.52419e-03;-1.47000e-02
3.30000e+06;1.30508e-02;6.56534e-03;-1.12792e-02
3.40000e+06;1.03452e-02;6.60911e-03;-7.95882e-03
3.50000e+06;8.16460e-03;6.65585e-03;-4.72869e-03
3.60000e+06;6.88946e-03;6.70593e-03;-1.57958e-03
3.70000e+06;6.92357e-03;6.75983e-03;1.49687e-03
3.80000e+06;8.17379e-03;6.81803e-03;4.50836e-03
3.90000e+06;1.01504e-02;6.88111e-03;7.46194e-03
4.00000e+06;1.24786e-02;6.94974e-03;1.03642e-02
4.10000e+06;1.49715e-02;7.02466e-03;1.32212e-02
4.20000e+06;1.75428e-02;7.10676e-03;1.60388e-02
4.30000e+06;2.01515e-02;7.19701e-03;1.88225e-02
4.40000e+06;2.27778e-02;7.29660e-03;2.15775e-02
4.50000e+06;2.54124e-02;7.40685e-03;2.43091e-02
4.60000e+06;2.80515e-02;7.52935e-03;2.70221e-02
4.70000e+06;3.06944e-02;7.66594e-03;2.97217e-02
4.80000e+06;3.33424e-02;7.81877e-03;3.24127e-02
4.90000e+06;3.59981e-02;7.99040e-03;3.51001e-02
5.00000e+06;3.86651e-02;8.18387e-03;3.77891e-02
5.10000e+06;4.13476e-02;8.40276e-03;4.04848e-02
5.20000e+06;4.40505e-02;8.65140e-03;4.31926e-02
5.30000e+06;4.67794e-02;8.93498e-03;4.59182e-02
5.40000e+06;4.95403e-02;9.25975e-03;4.86672e-02
5.50000e+06;5.23399e-02;9.63333e-03;5.14458e-02
5.60000e+06;5.51857e-02;1.00650e-02;5.42601e-02
5.70000e+06;5.80857e-02;1.05660e-02;5.71166e-02
5.80000e+06;6.10484e-02;1.11505e-02;6.00215e-02
5.90000e+06;6.40833e-02;1.18357e-02;6.29808e-02
6.00000e+06;6.71998e-02;1.26430e-02;6.59998e-02
6.10000e+06;7.04079e-02;1.35990e-02;6.90821e-02
6.20000e+06;7.37166e-02;1.47369e-02;7.22285e-02
6.30000e+06;7.71335e-02;1.60976e-02;7.54350e-02
6.40000e+06;8.06628e-02;1.77316e-02;7.86898e-02
6.50000e+06;8.43022e-02;1.96999e-02;8.19682e-02
6.60000e+06;8.80382e-02;2.20745e-02;8.52258e-02
6.70000e+06;9.18388e-02;2.49361e-02;8.83887e-02
6.80000e+06;9.56430e-02;2.83664e-02;9.13396e-02
6.90000e+06;9.93460e-02;3.24315e-02;9.39033e-02
