#Design: ProKI_design;Power Bus Pin Impedance Power_GND
#Produced on;2026-04-12 16:52:30;by PI/EMI Analysis 2023.0.0.50417;Zuken GmbH - Germany

Frequency;IC1_Port1(8): Magnitude;IC1_Port1(8): Re;IC1_Port1(8): Img
(Hz);(Ω);;
1.00000e+06;3.80921e-02;2.45708e-03;-3.80128e-02
1.10000e+06;3.21231e-02;2.49013e-03;-3.20265e-02
1.20000e+06;2.69292e-02;2.52306e-03;-2.68107e-02
1.30000e+06;2.23318e-02;2.55620e-03;-2.21850e-02
1.40000e+06;1.82054e-02;2.58988e-03;-1.80202e-02
1.50000e+06;1.44612e-02;2.62445e-03;-1.42211e-02
1.60000e+06;1.10411e-02;2.66025e-03;-1.07158e-02
1.70000e+06;7.92247e-03;2.69772e-03;-7.44902e-03
1.80000e+06;5.16269e-03;2.73729e-03;-4.37728e-03
1.90000e+06;3.14227e-03;2.77950e-03;-1.46569e-03
2.00000e+06;3.11570e-03;2.82497e-03;1.31422e-03
2.10000e+06;4.91440e-03;2.87439e-03;3.98612e-03
2.20000e+06;7.19326e-03;2.92865e-03;6.57008e-03
2.30000e+06;9.56255e-03;2.98878e-03;9.08348e-03
2.40000e+06;1.19395e-02;3.05603e-03;1.15417e-02
2.50000e+06;1.43058e-02;3.13197e-03;1.39588e-02
2.60000e+06;1.66616e-02;3.21851e-03;1.63477e-02
2.70000e+06;1.90129e-02;3.31807e-03;1.87211e-02
2.80000e+06;2.13690e-02;3.43371e-03;2.10914e-02
2.90000e+06;2.37410e-02;3.56935e-03;2.34712e-02
3.00000e+06;2.61415e-02;3.73006e-03;2.58740e-02
3.10000e+06;2.85849e-02;3.92253e-03;2.83145e-02
3.20000e+06;3.10880e-02;4.15564e-03;3.08090e-02
3.30000e+06;3.36704e-02;4.44139e-03;3.33762e-02
3.40000e+06;3.63559e-02;4.79631e-03;3.60382e-02
3.50000e+06;3.91735e-02;5.24350e-03;3.88210e-02
3.60000e+06;4.21591e-02;5.81597e-03;4.17560e-02
3.70000e+06;4.53581e-02;6.56186e-03;4.48809e-02
3.80000e+06;4.88283e-02;7.55305e-03;4.82406e-02
3.90000e+06;5.26431e-02;8.89944e-03;5.18854e-02
4.00000e+06;5.68943e-02;1.07730e-02;5.58650e-02
4.10000e+06;6.16893e-02;1.34476e-02;6.02058e-02
4.20000e+06;6.71322e-02;1.73613e-02;6.48484e-02
4.30000e+06;7.32492e-02;2.31888e-02;6.94818e-02
4.40000e+06;7.97670e-02;3.18159e-02;7.31472e-02
4.50000e+06;8.55751e-02;4.37537e-02;7.35439e-02
4.60000e+06;8.79757e-02;5.70434e-02;6.69759e-02
4.70000e+06;8.34693e-02;6.50899e-02;5.22535e-02
4.80000e+06;7.20846e-02;6.23598e-02;3.61587e-02
4.90000e+06;5.88974e-02;5.25572e-02;2.65829e-02
5.00000e+06;4.86411e-02;4.22935e-02;2.40255e-02
5.10000e+06;4.28174e-02;3.44033e-02;2.54901e-02
5.20000e+06;4.08236e-02;2.90698e-02;2.86620e-02
5.30000e+06;4.13815e-02;2.57957e-02;3.23576e-02
5.40000e+06;4.33348e-02;2.41186e-02;3.60027e-02
5.50000e+06;4.58467e-02;2.37094e-02;3.92401e-02
5.60000e+06;4.82791e-02;2.42722e-02;4.17341e-02
5.70000e+06;5.00640e-02;2.53742e-02;4.31573e-02
5.80000e+06;5.07653e-02;2.63470e-02;4.33930e-02
5.90000e+06;5.03506e-02;2.65083e-02;4.28076e-02
6.00000e+06;4.93146e-02;2.56266e-02;4.21332e-02
6.10000e+06;4.83263e-02;2.40079e-02;4.19411e-02
6.20000e+06;4.78003e-02;2.20944e-02;4.23875e-02
6.30000e+06;4.78575e-02;2.01795e-02;4.33950e-02
6.40000e+06;4.84786e-02;1.84187e-02;4.48433e-02
6.50000e+06;4.95828e-02;1.68965e-02;4.66151e-02
6.60000e+06;5.10569e-02;1.56477e-02;4.86000e-02
6.70000e+06;5.27863e-02;1.46691e-02;5.07071e-02
6.80000e+06;5.46785e-02;1.39368e-02;5.28725e-02
6.90000e+06;5.66684e-02;1.34214e-02;5.50561e-02
7.00000e+06;5.87142e-02;1.30968e-02;5.72348e-02
7.10000e+06;6.07900e-02;1.29435e-02;5.93960e-02
7.20000e+06;6.28797e-02;1.29488e-02;6.15320e-02
7.30000e+06;6.49723e-02;1.31065e-02;6.36366e-02
7.40000e+06;6.70585e-02;1.34155e-02;6.57028e-02
7.50000e+06;6.91278e-02;1.38789e-02;6.77202e-02
7.60000e+06;7.11668e-02;1.45021e-02;6.96735e-02
7.70000e+06;7.31565e-02;1.52910e-02;7.15406e-02
7.80000e+06;7.50712e-02;1.62484e-02;7.32917e-02
7.90000e+06;7.68772e-02;1.73705e-02;7.48891e-02
8.00000e+06;7.85336e-02;1.86422e-02;7.62889e-02
8.10000e+06;7.99940e-02;2.00326e-02;7.74451e-02
8.20000e+06;8.12122e-02;2.14926e-02;7.83166e-02
8.30000e+06;8.21483e-02;2.29559e-02;7.88757e-02
