gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact,occ_pattern_in_train,combined_percentile_vs_train_nn
data_sample_0,sample_1063,19,4.054385185241699,3.772336006164551,0.012818439863622189,14,False,False,1.0
data_sample_1,sample_10734,19,4.052421569824219,3.740457773208618,0.004271536134183407,16,False,False,1.0
data_sample_2,sample_12383,19,4.205994606018066,3.9613561630249023,0.013868983834981918,12,False,False,1.0
data_sample_3,sample_6515,19,4.16286039352417,3.8838868141174316,0.009742901660501957,14,False,False,1.0
data_sample_4,sample_4542,19,4.4200215339660645,4.176524639129639,0.012727944180369377,12,False,False,1.0
data_sample_5,sample_22471,19,4.24953031539917,3.9600162506103516,0.020283224061131477,14,False,False,1.0
data_sample_6,sample_21843,19,3.9741744995117188,3.619487762451172,0.008532768115401268,18,False,False,1.0
data_sample_7,sample_10337,19,4.100819110870361,3.8252220153808594,0.006366283632814884,14,False,False,1.0
data_sample_8,sample_20133,19,4.317303657531738,4.029006004333496,0.019066616892814636,14,False,False,1.0
data_sample_9,sample_4521,19,4.256505966186523,3.943598985671997,0.005214674863964319,16,False,False,1.0
data_sample_10,sample_15754,19,3.4555208683013916,3.101713180541992,0.08457688987255096,14,False,False,1.0
data_sample_11,sample_12602,19,4.3018388748168945,3.9893014430999756,0.0048451609909534454,16,False,False,1.0
data_sample_12,sample_12377,19,4.258641719818115,3.9855899810791016,0.0038211706560105085,14,False,False,1.0
data_sample_13,sample_22195,19,4.267567157745361,3.9464023113250732,0.013472387567162514,16,False,False,1.0
data_sample_14,sample_24610,19,4.296678066253662,4.02058744430542,0.00685984967276454,14,False,False,1.0
data_sample_15,sample_23875,19,4.1351318359375,3.856961727142334,0.008939536288380623,14,False,False,1.0
data_sample_16,sample_25475,19,4.050167560577393,3.737145185470581,0.005329743027687073,16,False,False,1.0
data_sample_17,sample_25116,19,3.5200819969177246,3.2340948581695557,0.016756264492869377,14,False,False,1.0
data_sample_18,sample_7177,19,4.298599720001221,3.9848413467407227,0.006066128145903349,16,False,False,1.0
