epoch,train_impedance_loss,train_impedance_legacy,train_impedance_peak,val_impedance_loss,val_impedance_legacy,val_impedance_peak
775,0.3892435644681637,0.27379383906148946,0.11544972357268517,0.16331591265043244,0.10598510724958032,0.05733080424397485
800,0.37207075770084674,0.2593596492535793,0.1127111081033945,0.15703297592699528,0.1008619811036624,0.05617099319351837
825,0.3661638772831513,0.254635468010719,0.11152840801156484,0.1566798146814108,0.10020159170380794,0.056478222184523474
850,0.3657337873027875,0.2547818505133574,0.11095193538528222,0.1548026969539933,0.09892966688494198,0.05587302946514683
775,0.37649568158846636,0.26312318358283776,0.1133724958420946,0.16372821680852212,0.1064297912089387,0.05729842450818978
800,0.3686245174935231,0.25699419132792034,0.11163032384446034,0.1592284700309392,0.10254488278587814,0.056683585891732946
825,0.3609463039499063,0.25072105386509347,0.11022524802157511,0.1553730949817691,0.09952093398896977,0.05585216019971995
850,0.37023309245705605,0.25782803242596297,0.11240505654937946,0.15460605878615752,0.09892625513020903,0.0556798027610057
875,0.3352623239159584,0.23222703790435426,0.10303528394836646,0.16514782258309424,0.10739067547547165,0.0577571453541168
900,0.338006329536438,0.23426058045946635,0.10374574727163866,0.16598614965914749,0.10810887326078955,0.0578772749795462
925,0.33352583572268485,0.23064545298425052,0.10288038163517531,0.16741400476894341,0.10912879573879763,0.05828520781506086
