candidate_id,mhz,k,badness,quality_score,uncertainty,heatmap_mc_mse,p99_var,peak_loc_spread_px,pred_p99_mean,selected_reason
549,90.0,3,3072.47968398487,-3072.47968398487,3072.47968398487,3072.47968398487,5332.73567061586,37.30877168233289,58.95888741811117,worst_uncertainty_stratified_mhz
96,90.0,3,949.4809490527401,-949.4809490527401,949.4809490527401,949.4809490527401,2165.3224074521286,23.722937798210783,60.01859347025553,worst_uncertainty_stratified_mhz
255,100.0,3,1318.5877234260663,-1318.5877234260663,1318.5877234260663,1318.5877234260663,3284.4503802093955,36.12170784691357,54.38875198364258,worst_uncertainty_stratified_mhz
417,200.0,3,150.8980363554615,-150.8980363554615,150.8980363554615,150.8980363554615,614.7032079806796,37.21633452605933,36.605111281077065,worst_uncertainty_stratified_mhz
81,265.0,3,10.716491737453795,-10.716491737453795,10.716491737453795,10.716491737453795,5.406193740162841,32.20464079738957,10.340740283330282,worst_uncertainty_stratified_mhz
132,265.0,3,8.717549684017113,-8.717549684017113,8.717549684017113,8.717549684017113,6.077944016834137,29.91005033615141,9.92102058728536,worst_uncertainty_stratified_mhz
788,510.0,3,11.446174833695062,-11.446174833695062,11.446174833695062,11.446174833695062,6.337861756145306,30.172191022713466,20.512017726898193,worst_uncertainty_stratified_mhz
80,510.0,3,11.235717567760272,-11.235717567760272,11.235717567760272,11.235717567760272,9.954445205571472,27.558019603092752,20.521999994913738,worst_uncertainty_stratified_mhz
122,90.0,3,724.2912927754435,-724.2912927754435,724.2912927754435,724.2912927754435,1549.6983145646639,29.698484809834994,39.348686854044594,worst_uncertainty_stratified_mhz
461,90.0,3,698.0035089007993,-698.0035089007993,698.0035089007993,698.0035089007993,1712.260529945899,36.12170784691357,47.3978705406189,worst_uncertainty_stratified_mhz
246,90.0,3,670.0381136621826,-670.0381136621826,670.0381136621826,670.0381136621826,1749.891154796234,40.3323002622519,53.57055536905924,worst_uncertainty_stratified_mhz
15,90.0,3,657.5973658738841,-657.5973658738841,657.5973658738841,657.5973658738841,2591.4889013767593,40.49348370074156,45.991661071777344,worst_uncertainty_stratified_mhz
671,100.0,3,605.4957061244133,-605.4957061244133,605.4957061244133,605.4957061244133,1266.4428078681356,39.02349719506612,33.60019604365031,worst_uncertainty_stratified_mhz
748,110.0,3,584.3933388115721,-584.3933388115721,584.3933388115721,584.3933388115721,2112.186654601257,41.50435050824324,36.18515729904175,worst_uncertainty_stratified_mhz
685,90.0,3,583.2926126495976,-583.2926126495976,583.2926126495976,583.2926126495976,1098.964045048757,40.948477111826485,42.4808136622111,worst_uncertainty_stratified_mhz
733,90.0,3,545.1035736894729,-545.1035736894729,545.1035736894729,545.1035736894729,1122.465310856204,31.477063960216423,57.4475154876709,worst_uncertainty_stratified_mhz
661,90.0,3,519.8552482756869,-519.8552482756869,519.8552482756869,519.8552482756869,857.2891682297874,37.087359332017996,49.217166900634766,worst_uncertainty_stratified_mhz
291,90.0,3,492.66933680220615,-492.66933680220615,492.66933680220615,492.66933680220615,1004.5204452803849,41.423289208956945,42.20821793874105,worst_uncertainty_stratified_mhz
720,90.0,3,457.6366595027838,-457.6366595027838,457.6366595027838,457.6366595027838,995.6108461783223,41.586923692697226,39.20364530881246,worst_uncertainty_stratified_mhz
554,90.0,3,451.29492140667594,-451.29492140667594,451.29492140667594,451.29492140667594,965.7775438155186,31.5,49.9266832669576,worst_uncertainty_stratified_mhz
45,90.0,3,448.38266779300324,-448.38266779300324,448.38266779300324,448.38266779300324,1251.4507755485934,37.93451960652432,55.30091921488444,worst_uncertainty_stratified_mhz
737,90.0,3,444.0970461086137,-444.0970461086137,444.0970461086137,444.0970461086137,1065.8341658940142,32.941446369109066,34.87938372294108,worst_uncertainty_stratified_mhz
198,90.0,3,437.31250184326314,-437.31250184326314,437.31250184326314,437.31250184326314,1587.08940531237,29.698484809834994,38.06038204828898,worst_uncertainty_stratified_mhz
380,100.0,3,433.2759107064241,-433.2759107064241,433.2759107064241,433.2759107064241,1097.1203097834402,31.787925730097935,48.39448801676432,worst_uncertainty_stratified_mhz
636,90.0,3,395.398455604621,-395.398455604621,395.398455604621,395.398455604621,956.421884011018,34.3939594179624,29.452876806259155,worst_uncertainty_stratified_mhz
119,90.0,3,392.4289203590901,-392.4289203590901,392.4289203590901,392.4289203590901,984.1764479413927,38.73019206998305,34.85416793823242,worst_uncertainty_stratified_mhz
716,90.0,3,356.92288743622646,-356.92288743622646,356.92288743622646,356.92288743622646,767.7426953274044,44.1955880150949,35.06802479426066,worst_uncertainty_stratified_mhz
683,90.0,3,355.2590232993101,-355.2590232993101,355.2590232993101,355.2590232993101,916.6280590441542,28.26904471128957,34.970362504323326,worst_uncertainty_stratified_mhz
144,100.0,3,352.07551606171654,-352.07551606171654,352.07551606171654,352.07551606171654,752.8795505102811,37.087359332017996,29.857858578364056,worst_uncertainty_stratified_mhz
392,90.0,3,349.84574626456646,-349.84574626456646,349.84574626456646,349.84574626456646,960.8791906578235,29.698484809834994,32.449625968933105,worst_uncertainty_stratified_mhz
479,90.0,3,345.13483660490834,-345.13483660490834,345.13483660490834,345.13483660490834,601.3793825367851,32.941446369109066,47.659125328063965,worst_uncertainty_stratified_mhz
154,90.0,3,335.53357197101633,-335.53357197101633,335.53357197101633,335.53357197101633,723.2790037161645,37.62829904325851,39.84756565093994,worst_uncertainty_stratified_mhz
638,90.0,3,331.37928153260003,-331.37928153260003,331.37928153260003,331.37928153260003,673.1728923036286,32.941446369109066,52.2596820195516,worst_uncertainty_stratified_mhz
486,90.0,3,331.01079077245106,-331.01079077245106,331.01079077245106,331.01079077245106,639.8007237266785,32.89123490131274,39.45072968800863,worst_uncertainty_stratified_mhz
559,90.0,3,321.3222492016932,-321.3222492016932,321.3222492016932,321.3222492016932,739.0809938285191,29.698484809834994,32.251223723093666,worst_uncertainty_stratified_mhz
679,90.0,3,301.700997447325,-301.700997447325,301.700997447325,301.700997447325,831.1172185252639,37.62829904325851,38.489658991495766,worst_uncertainty_stratified_mhz
14,90.0,3,299.4037583950131,-299.4037583950131,299.4037583950131,299.4037583950131,567.3674368563553,23.47871376374779,48.97445853551229,worst_uncertainty_stratified_mhz
3,90.0,3,292.8182192258617,-292.8182192258617,292.8182192258617,292.8182192258617,794.1375811377851,41.03013797469151,41.319496154785156,worst_uncertainty_stratified_mhz
