#Design: H-shape;Power Bus Pin Impedance Power_GND
#Produced on;2026-07-09 21:51:52;by PI/EMI Analysis 2023.0.0.50417;Zuken GmbH - Germany

Frequency;IC1_Port1(8): Magnitude;IC1_Port1(8): Re;IC1_Port1(8): Img
(Hz);(Ω);;
1.00000e+06;8.44491e-02;3.64141e-03;-8.43705e-02
1.10000e+06;7.39682e-02;3.67565e-03;-7.38768e-02
1.20000e+06;6.49911e-02;3.70900e-03;-6.48852e-02
1.30000e+06;5.71705e-02;3.74169e-03;-5.70479e-02
1.40000e+06;5.02584e-02;3.77391e-03;-5.01165e-02
1.50000e+06;4.40734e-02;3.80584e-03;-4.39087e-02
1.60000e+06;3.84795e-02;3.83767e-03;-3.82876e-02
1.70000e+06;3.33735e-02;3.86955e-03;-3.31484e-02
1.80000e+06;2.86760e-02;3.90167e-03;-2.84094e-02
1.90000e+06;2.43262e-02;3.93420e-03;-2.40060e-02
2.00000e+06;2.02783e-02;3.96731e-03;-1.98864e-02
2.10000e+06;1.65011e-02;4.00119e-03;-1.60086e-02
2.20000e+06;1.29814e-02;4.03604e-03;-1.23380e-02
2.30000e+06;9.73812e-03;4.07208e-03;-8.84585e-03
2.40000e+06;6.87224e-03;4.10954e-03;-5.50812e-03
2.50000e+06;4.74572e-03;4.14868e-03;-2.30441e-03
2.60000e+06;4.26226e-03;4.18977e-03;7.82698e-04
2.70000e+06;5.66737e-03;4.23314e-03;3.76823e-03
2.80000e+06;7.92065e-03;4.27913e-03;6.66526e-03
2.90000e+06;1.04261e-02;4.32813e-03;9.48526e-03
3.00000e+06;1.29988e-02;4.38059e-03;1.22384e-02
3.10000e+06;1.55790e-02;4.43701e-03;1.49338e-02
3.20000e+06;1.81459e-02;4.49795e-03;1.75796e-02
3.30000e+06;2.06929e-02;4.56408e-03;2.01833e-02
3.40000e+06;2.32195e-02;4.63614e-03;2.27520e-02
3.50000e+06;2.57277e-02;4.71498e-03;2.52920e-02
3.60000e+06;2.82209e-02;4.80161e-03;2.78095e-02
3.70000e+06;3.07033e-02;4.89719e-03;3.03103e-02
3.80000e+06;3.31795e-02;5.00305e-03;3.28001e-02
3.90000e+06;3.56542e-02;5.12079e-03;3.52845e-02
4.00000e+06;3.81326e-02;5.25225e-03;3.77692e-02
4.10000e+06;4.06202e-02;5.39964e-03;4.02597e-02
4.20000e+06;4.31225e-02;5.56557e-03;4.27618e-02
