epoch,beta,hm_mu_mean,hm_sigma_mean,occ_mu_mean,occ_sigma_mean,imp_mu_mean,imp_sigma_mean,fused_mu_mean,fused_mu_std,fused_sigma_mean,fused_mu_min,fused_mu_max,kl_gaussian,val_recon,val_total
1,0.000000,0.0042,1.0442,0.0151,1.0063,-0.1120,0.9622,-0.0300,0.2492,0.4461,-0.4936,0.9478,0.4547,16.0814,16.1942
25,0.015000,0.0010,0.9202,0.0556,0.7958,-0.0504,0.7062,-0.0197,0.2452,0.8079,-0.7189,0.5785,1.0801,11.6286,11.8145
50,0.030625,0.0308,0.9637,0.0806,0.7837,0.0416,0.6545,-0.0495,0.2245,0.9900,-0.5933,0.4747,1.4155,9.4815,9.7629
75,0.046250,0.0119,0.9847,0.1275,0.8181,0.1021,0.6597,-0.0348,0.2164,1.1127,-0.5329,0.5342,1.5915,8.6264,8.9583
100,0.061875,0.0425,1.0552,0.1363,0.8456,0.0698,0.6777,-0.0641,0.2244,1.1856,-0.7609,0.5008,1.6741,8.1256,8.4894
125,0.077500,0.0622,0.9738,0.1130,0.8601,0.0792,0.6788,-0.0576,0.1826,1.2403,-0.4301,0.4669,1.7484,7.7214,8.1870
150,0.093125,0.0729,0.9081,0.1073,0.8817,0.0655,0.6923,-0.0653,0.1559,1.2549,-0.3688,0.3885,1.7527,7.4739,7.9050
175,0.100875,0.0696,0.9276,0.1188,0.8844,0.0703,0.6869,-0.0501,0.1387,1.2903,-0.2857,0.2983,1.8096,7.1384,7.5925
200,0.102438,0.0980,0.9071,0.1135,0.8870,0.0150,0.6953,-0.0499,0.1497,1.3006,-0.3147,0.3585,1.8131,6.9454,7.3963
225,0.104000,0.0946,0.7730,0.0980,0.8750,-0.0039,0.6935,-0.0544,0.1423,1.3219,-0.3438,0.3614,1.8766,8.3802,8.8788
250,0.105563,0.1041,0.6999,0.1130,0.8677,-0.0185,0.6979,-0.0454,0.1498,1.3167,-0.4992,0.2254,1.8826,8.3380,8.8336
275,0.107125,0.0977,0.7594,0.0754,0.8701,-0.0238,0.6926,-0.0585,0.1514,1.3697,-0.3843,0.2882,1.9520,8.0802,8.5838
300,0.108688,0.1218,0.6688,0.0860,0.8672,-0.0503,0.6979,-0.0480,0.1129,1.3448,-0.3625,0.2160,1.9179,7.9258,8.4437
325,0.110000,0.0908,0.6771,0.0898,0.8648,-0.0587,0.7500,-0.0367,0.1581,1.3525,-0.4314,0.3707,1.8898,7.9328,8.4153
350,0.110000,0.1031,0.6101,0.0572,0.8703,-0.0879,0.7648,-0.0499,0.1737,1.3646,-0.4725,0.2726,1.9294,7.6483,8.1495
375,0.110000,0.1157,0.6232,0.0593,0.8948,-0.0744,0.7647,-0.0628,0.1522,1.3550,-0.4273,0.2217,1.8885,7.4192,7.9485
400,0.110000,0.1148,0.6165,0.0910,0.8889,-0.0725,0.7750,-0.0357,0.1359,1.3531,-0.4261,0.1654,1.8819,7.4703,7.9889
425,0.110000,0.0777,0.5986,0.1006,0.9020,-0.0764,0.7749,-0.0508,0.1715,1.3828,-0.5502,0.3578,1.9320,7.3873,7.8753
450,0.110000,0.0971,0.6338,0.1089,0.9060,-0.1104,0.7737,-0.0662,0.1674,1.3760,-0.4809,0.1672,1.9091,7.3808,7.8830
475,0.110000,0.1339,0.6141,0.0927,0.9042,-0.0272,0.7824,-0.0297,0.1575,1.3403,-0.4675,0.2369,1.8463,7.1661,7.6372
500,0.110000,0.1025,0.5829,0.0927,0.8986,-0.0753,0.7464,-0.0689,0.1431,1.4284,-0.4827,0.2067,2.0317,7.4823,8.0018
525,0.110000,0.1162,0.5787,0.0885,0.9003,-0.0132,0.7384,-0.0445,0.1429,1.4369,-0.4484,0.2116,2.0457,7.4160,7.9387
550,0.110000,0.1243,0.5971,0.0980,0.9050,-0.0045,0.7371,-0.0291,0.1513,1.4228,-0.4449,0.2661,2.0102,7.3666,7.8778
575,0.110000,0.1135,0.5744,0.1009,0.8977,-0.0237,0.7169,-0.0279,0.1485,1.4713,-0.4436,0.1805,2.1140,7.8982,8.4364
600,0.110000,0.1102,0.5473,0.0929,0.9043,-0.0289,0.7107,-0.0316,0.1719,1.4569,-0.5444,0.3149,2.1090,7.8600,8.4119
625,0.110000,0.1329,0.5271,0.0789,0.9026,-0.0375,0.7173,-0.0399,0.1355,1.4299,-0.4196,0.1833,2.0538,7.9231,8.4604
650,0.110000,0.1009,0.5371,0.0877,0.9013,-0.0782,0.7188,-0.0660,0.1287,1.4477,-0.4191,0.1524,2.0848,7.7762,8.3198
675,0.110000,0.1317,0.5404,0.1076,0.9055,-0.0282,0.7192,-0.0334,0.1249,1.4713,-0.4006,0.1970,2.1225,7.7379,8.2908
700,0.110000,0.1115,0.5387,0.0955,0.9105,-0.0576,0.7211,-0.0488,0.1317,1.4632,-0.4293,0.1738,2.1004,7.6703,8.2088
725,0.110000,0.0968,0.5468,0.0945,0.9045,-0.0336,0.7211,-0.0498,0.1454,1.5043,-0.4794,0.1514,2.1794,7.5041,8.0553
