candidate_id,mhz,k,badness,quality_score,uncertainty,heatmap_mc_mse,decoder_mc_rce,epistemic_score,disagreement_score,prior_tension_score,peak_bias_score,p99_var,p99_mc_range,peak_loc_spread_px,pred_p99_mean,selected_reason
991,120.0,3,28.476958302998405,-28.476958302998405,28.476958302998405,0.04323041294953487,0.16733101061303915,0.210561423562574,22.58265745424272,16.023464754376725,0.0,0.5991867610359662,2.673025369644165,41.293916016769344,2.56224262714386,worst_uncertainty_stratified_mhz
663,120.0,3,27.662936668848584,-27.662936668848584,27.662936668848584,0.0253795492591261,0.058120833275444816,0.08350038253457091,21.8727419262996,16.137935211149824,0.0,0.28509416912001817,1.7868913412094116,41.38840417314975,2.285044476389885,worst_uncertainty_stratified_mhz
837,120.0,3,26.73738145947632,-26.73738145947632,26.73738145947632,0.011165958617238061,0.8426689523985347,0.8538349110157727,20.34883344818906,15.367921862684558,0.0,2.24278432776288,4.712098240852356,31.5,2.400905057787895,worst_uncertainty_stratified_mhz
944,150.0,3,26.45854046181699,-26.45854046181699,26.45854046181699,0.0028856481712936353,0.009904595933705162,0.012790244104998797,22.698565652682063,10.66651582185557,0.0,0.09714196068637193,1.0072593688964844,44.1955880150949,5.604060649871826,worst_uncertainty_stratified_mhz
561,150.0,3,25.289744326815345,-25.289744326815345,25.289744326815345,0.003527916740297335,0.011558663703068241,0.015086580443365576,21.97704743013933,9.385516585837967,0.0,0.09435809256535421,0.9731845855712891,42.79219408957666,6.056574642658234,worst_uncertainty_stratified_mhz
604,150.0,3,23.683822056694666,-23.683822056694666,23.683822056694666,0.0008723920106816491,0.005399256241154385,0.006271648251836034,19.49169155968966,11.927140676341216,0.0,0.03478325581340069,0.6393146514892578,38.27450195626326,4.1045129001140594,worst_uncertainty_stratified_mhz
1231,150.0,3,23.07899190419934,-23.07899190419934,23.07899190419934,0.004184187049242138,0.007417074522192132,0.01160126157143427,19.188452070443184,11.042358911574645,0.0,0.06429365967373712,0.8971538543701172,37.351162967168776,4.491652846336365,worst_uncertainty_stratified_mhz
899,155.0,3,26.10406948170601,-26.10406948170601,26.10406948170601,0.002912149720679415,0.022420235968160455,0.02533238568883987,22.56709967134716,9.964568882279647,0.0,0.3456625939813165,1.6506800651550293,42.79219408957666,6.114517092704773,worst_uncertainty_stratified_mhz
495,155.0,3,25.87657247714187,-25.87657247714187,25.87657247714187,0.00256615455385423,0.00917125657799433,0.01173741113184856,22.242845332575296,10.296357584842788,0.0,0.18437808286142854,1.3247404098510742,42.79219408957666,5.877396583557129,worst_uncertainty_stratified_mhz
197,155.0,3,25.456970743528483,-25.456970743528483,25.456970743528483,0.007148507682131833,0.014322306846522576,0.02147081452865441,22.014920495492596,9.738009628241468,0.0,0.08980457176749823,1.0580377578735352,42.79219408957666,6.102813541889191,worst_uncertainty_stratified_mhz
699,155.0,3,25.327554790763635,-25.327554790763635,25.327554790763635,0.0020884572535261577,0.009179756396553036,0.011268213650079194,21.963664518046432,9.564143040351524,0.0,0.016315476343478963,0.4063735008239746,43.48832458258193,6.17421567440033,worst_uncertainty_stratified_mhz
1120,155.0,3,25.047647144062502,-25.047647144062502,25.047647144062502,0.006184847358356463,0.026953292850669188,0.033138140209025654,22.15534828238129,8.129505649996561,0.0,0.14696943827655318,1.2245635986328125,42.79219408957666,6.928094327449799,worst_uncertainty_stratified_mhz
999,155.0,3,24.558680734832286,-24.558680734832286,24.558680734832286,0.002229223530833375,0.01971927606003912,0.021948499590872497,21.335014411788844,9.086797815305264,0.0,0.28772484059993175,1.5344386100769043,40.56014053230092,6.284388244152069,worst_uncertainty_stratified_mhz
1001,155.0,3,24.04220225632759,-24.04220225632759,24.04220225632759,0.004601895897086651,0.017361263402546068,0.021963159299632717,20.96495023045018,8.672526242712504,0.0,0.26109630357915137,1.3719816207885742,40.035726232953486,6.417784571647644,worst_uncertainty_stratified_mhz
1337,155.0,3,23.910082660121677,-23.910082660121677,23.910082660121677,0.007838968395162306,0.016388087249477566,0.024227055644639874,20.65323495566223,9.18554101107426,0.0,0.18483927533588584,1.399625301361084,39.53716605929161,6.078872978687286,worst_uncertainty_stratified_mhz
