K,n_train,n_gen,baseline_combined_median,combined_p10,combined_median,combined_p90,median_ratio_gen_over_base,hm_median,imp_median,ham_median,occ_exact,occ_exact_rate,nn_mode_frac,nn_mode_sample,gen_nn_percentile_p10,gen_nn_percentile_median,gen_nn_percentile_p90,mem_suspect_rate_p01,mem_suspect_rate_p05,mem_suspect_rate_p10,train_to_gen_combined_median,train_to_gen_cov_at_base_p90,train_occ_unique,gen_occ_unique,gen_occ_new_unique,gen_occ_new_rate,gen_occ_in_train_unique,train_occ_covered_rate,max_possible_train_coverage_rate,gen_occ_repeat_rate,gen_occ_mode_frac,occ_jsd,train_occ_entropy,gen_occ_entropy,combo_space,combo_space_log10,train_combo_space_rate,gen_combo_space_rate,gen_in_train_combo_space_rate,gen_occ_in_train_samples,gen_occ_in_train_sample_rate,expected_in_train_samples_uniform,expected_in_train_sample_rate_uniform,in_train_sample_rate_over_uniform
43,628,520,0.16210313141345978,3.667844843864441,3.805991291999817,3.9603338718414305,23.478826465679226,3.6584938764572144,0.003332360996864736,8.0,0,0.0,0.011538461538461539,sample_10898,1.0,1.0,1.0,0.0,0.0,0.0,3.5907925367355347,0.0,628,520,520,1.0,0,0.0,0.8280254777070064,0.0,0.0019230769230769232,1.0,9.294620748891628,9.022367813028453,3679075400,9.565738688474884,1.7069506104713158e-07,1.4133985946577774e-07,0.0,0,0.0,8.876143174450842e-05,1.7069506104713158e-07,0.0
44,612,520,0.1453896462917328,3.6098873376846314,3.7572935819625854,3.921353316307068,25.84292401690941,3.6244287490844727,0.003112132428213954,6.0,0,0.0,0.015384615384615385,sample_6228,1.0,1.0,1.0,0.0,0.0,0.0,3.6041940450668335,0.0,612,520,520,1.0,0,0.0,0.8496732026143791,0.0,0.0019230769230769232,0.9999999999999999,9.257387842692651,9.022367813028453,752538150,8.876528521428021,8.132478067723211e-07,6.909948684993578e-07,0.0,0,0.0,0.000422888859521607,8.132478067723211e-07,0.0
45,609,520,0.12262678891420364,3.570997142791748,3.7002878189086914,3.843770980834961,30.175199494929394,3.5849058628082275,0.002777760149911046,6.0,0,0.0,0.013461538461538462,sample_9066,1.0,1.0,1.0,0.0,0.0,0.0,3.541273593902588,0.0,609,520,520,1.0,0,0.0,0.8538587848932676,0.0,0.0019230769230769232,1.0,9.250298417906329,9.022367813028453,133784560,8.126405994644621,4.552094800775216e-06,3.8868461353088875e-06,0.0,0,0.0,0.0023670892964031123,4.552094800775216e-06,0.0
46,618,520,0.1176888644695282,3.565223288536072,3.702844262123108,3.8622830152511596,31.46299591565727,3.6064794063568115,0.0026027134153991938,6.0,0,0.0,0.019230769230769232,sample_11763,1.0,1.0,1.0,0.0,0.0,0.0,3.3244214057922363,0.0,618,519,519,1.0,0,0.0,0.8414239482200647,0.0019230769230769162,0.0038461538461538464,1.0,9.271463027904375,9.0185216591823,20358520,7.3087462029773045,3.0355841190813477e-05,2.5493012262188018e-05,0.0,0,0.0,0.01578503741922301,3.0355841190813477e-05,0.0
47,606,520,0.08091393858194351,3.506288766860962,3.6256372928619385,3.751130747795105,44.80856273224381,3.5474345684051514,0.0020909825107082725,4.0,1,0.0019230769230769232,0.013461538461538462,sample_6830,1.0,1.0,1.0,0.0,0.0,0.0,3.487442970275879,0.0,606,520,519,0.9980769230769231,1,0.0016501650165016502,0.858085808580858,0.0,0.0019230769230769232,0.9982209042659256,9.243173983472952,9.022367813028453,2598960,6.41479959542523,0.00023317019115338443,0.00020008003201280514,3.8476929233231754e-07,1,0.0019230769230769232,0.1212484993997599,0.00023317019115338443,8.247524752475249
48,586,520,0.07779647409915924,3.499730849266052,3.6038975715637207,3.726840925216675,46.32469033198342,3.5384939908981323,0.001590547093655914,4.0,1,0.0019230769230769232,0.015384615384615385,sample_4223,1.0,1.0,1.0,0.0,0.0,0.0,3.4805859327316284,0.0,586,520,519,0.9980769230769231,1,0.0017064846416382253,0.8873720136518771,0.0,0.0019230769230769232,0.9981898837099412,9.194756854422247,9.022367813028453,270725,5.432528362385662,0.0021645581309446857,0.0019207683073229293,3.6937852063902484e-06,1,0.0019230769230769232,1.1255702280912365,0.0021645581309446857,0.888438566552901
49,610,520,0.03924461081624031,3.5064523696899412,3.6126177310943604,3.7740638256073,92.05385544553234,3.5780060291290283,0.0012123801279813051,2.0,28,0.05384615384615385,0.015384615384615385,sample_16228,1.0,1.0,1.0,0.0,0.0,0.0,3.4916458129882812,0.0,610,502,476,0.9461538461538461,26,0.04262295081967213,0.8524590163934426,0.0346153846153846,0.0038461538461538464,0.9526201795217344,9.252665432450247,8.953137043797684,22100,4.344392273685111,0.02760180995475113,0.022714932126696834,0.001176470588235294,28,0.05384615384615385,14.352941176470587,0.02760180995475113,1.9508196721311477
50,601,520,0.03862859308719635,3.452441382408142,3.547281503677368,3.6782494306564333,91.83046081098753,3.523724317550659,0.0009989552781917155,0.0,261,0.5019230769230769,0.03076923076923077,sample_4567,1.0,1.0,1.0,0.0,0.0,0.0,3.4304463863372803,0.0,601,374,187,0.4980769230769231,187,0.31114808652246256,0.8652246256239601,0.28076923076923077,0.011538461538461539,0.6225836870686954,9.231221180711186,8.39868121496664,1326,3.1225435240687545,0.45324283559577677,0.28205128205128205,0.14102564102564102,261,0.5019230769230769,235.68627450980392,0.45324283559577677,1.1074043261231281
51,52,520,0.03885553404688835,3.3221514940261843,3.4107766151428223,3.5371675968170164,87.78097377395244,3.4091796875,0.0010910364799201488,0.0,520,1.0,0.08269230769230769,sample_29952,1.0,1.0,1.0,0.0,0.0,0.0,3.2408621311187744,0.0,52,45,0,0.0,45,0.8653846153846154,1.0,0.9134615384615384,0.08269230769230769,0.21773992901782627,5.7004397181410935,4.8658989723929675,52,1.7160033436347992,1.0,0.8653846153846154,0.8653846153846154,520,1.0,520.0,1.0,1.0
52,1,520,,3.345658850669861,3.4433642625808716,3.5678531169891357,,3.44084370136261,0.0010875355219468474,0.0,520,1.0,1.0,sample_30000,,,,,,,3.252877712249756,,1,1,0,0.0,1,1.0,1.0,0.9980769230769231,1.0,0.0,-0.0,-0.0,1,0.0,1.0,1.0,1.0,520,1.0,520.0,1.0,1.0
