#Design: H-shape;Power Bus Pin Impedance Power_GND
#Produced on;2026-06-09 19:04:18;by PI/EMI Analysis 2023.0.0.50417;Zuken GmbH - Germany

Frequency;IC1_Port1(8): Magnitude;IC1_Port1(8): Re;IC1_Port1(8): Img
(Hz);(Ω);;
1.00000e+06;1.29818e-01;4.63657e-03;-1.29735e-01
1.10000e+06;1.15287e-01;4.66735e-03;-1.15193e-01
1.20000e+06;1.02942e-01;4.69718e-03;-1.02835e-01
1.30000e+06;9.22793e-02;4.72620e-03;-9.21582e-02
1.40000e+06;8.29377e-02;4.75458e-03;-8.28013e-02
1.50000e+06;7.46531e-02;4.78243e-03;-7.44998e-02
1.60000e+06;6.72276e-02;4.80990e-03;-6.70553e-02
1.70000e+06;6.05095e-02;4.83709e-03;-6.03158e-02
1.80000e+06;5.43813e-02;4.86411e-03;-5.41633e-02
1.90000e+06;4.87503e-02;4.89109e-03;-4.85043e-02
2.00000e+06;4.35427e-02;4.91814e-03;-4.32641e-02
2.10000e+06;3.86993e-02;4.94538e-03;-3.83820e-02
2.20000e+06;3.41721e-02;4.97293e-03;-3.38084e-02
2.30000e+06;2.99229e-02;5.00092e-03;-2.95021e-02
2.40000e+06;2.59215e-02;5.02949e-03;-2.54289e-02
2.50000e+06;2.21452e-02;5.05880e-03;-2.15597e-02
2.60000e+06;1.85805e-02;5.08901e-03;-1.78700e-02
2.70000e+06;1.52255e-02;5.12031e-03;-1.43387e-02
2.80000e+06;1.20998e-02;5.15291e-03;-1.09477e-02
2.90000e+06;9.26858e-03;5.18704e-03;-7.68123e-03
3.00000e+06;6.91078e-03;5.22296e-03;-4.52544e-03
3.10000e+06;5.46200e-03;5.26097e-03;-1.46820e-03
3.20000e+06;5.50989e-03;5.30142e-03;1.50128e-03
3.30000e+06;6.91818e-03;5.34469e-03;4.39266e-03
3.40000e+06;9.00647e-03;5.39124e-03;7.21464e-03
3.50000e+06;1.13628e-02;5.44160e-03;9.97511e-03
3.60000e+06;1.38212e-02;5.49636e-03;1.26813e-02
3.70000e+06;1.63153e-02;5.55625e-03;1.53400e-02
3.80000e+06;1.88170e-02;5.62211e-03;1.79575e-02
3.90000e+06;2.13145e-02;5.69494e-03;2.05396e-02
4.00000e+06;2.38035e-02;5.77590e-03;2.30921e-02
4.10000e+06;2.62836e-02;5.86641e-03;2.56206e-02
4.20000e+06;2.87565e-02;5.96816e-03;2.81303e-02
4.30000e+06;3.12251e-02;6.08319e-03;3.06268e-02
4.40000e+06;3.36935e-02;6.21397e-03;3.31155e-02
4.50000e+06;3.61662e-02;6.36353e-03;3.56019e-02
4.60000e+06;3.86485e-02;6.53558e-03;3.80919e-02
4.70000e+06;4.11464e-02;6.73473e-03;4.05915e-02
4.80000e+06;4.36663e-02;6.96669e-03;4.31070e-02
4.90000e+06;4.62156e-02;7.23865e-03;4.56452e-02
5.00000e+06;4.88023e-02;7.55969e-03;4.82132e-02
5.10000e+06;5.14354e-02;7.94136e-03;5.08186e-02
5.20000e+06;5.41247e-02;8.39849e-03;5.34691e-02
5.30000e+06;5.68810e-02;8.95020e-03;5.61724e-02
5.40000e+06;5.97157e-02;9.62134e-03;5.89355e-02
5.50000e+06;6.26403e-02;1.04443e-02;6.17634e-02
5.60000e+06;6.56654e-02;1.14614e-02;6.46574e-02
5.70000e+06;6.87986e-02;1.27279e-02;6.76110e-02
5.80000e+06;7.20401e-02;1.43147e-02;7.06036e-02
5.90000e+06;7.53757e-02;1.63111e-02;7.35897e-02
6.00000e+06;7.87645e-02;1.88229e-02;7.64823e-02
6.10000e+06;8.21180e-02;2.19617e-02;7.91268e-02
6.20000e+06;8.52710e-02;2.58125e-02;8.12703e-02
6.30000e+06;8.79467e-02;3.03632e-02;8.25390e-02
6.40000e+06;8.97390e-02;3.53877e-02;8.24669e-02
6.50000e+06;9.01614e-02;4.03218e-02;8.06426e-02
6.60000e+06;8.88226e-02;4.42737e-02;7.70019e-02
6.70000e+06;8.57010e-02;4.63349e-02;7.20954e-02
6.80000e+06;8.13156e-02;4.60881e-02;6.69934e-02
6.90000e+06;7.65689e-02;4.38533e-02;6.27669e-02
7.00000e+06;7.23474e-02;4.04173e-02;6.00049e-02
7.10000e+06;6.92048e-02;3.65725e-02;5.87517e-02
7.20000e+06;6.73022e-02;3.28571e-02;5.87366e-02
7.30000e+06;6.65285e-02;2.95393e-02;5.96110e-02
7.40000e+06;6.66541e-02;2.67041e-02;6.10710e-02
7.50000e+06;6.74377e-02;2.43409e-02;6.28916e-02
7.60000e+06;6.86748e-02;2.23996e-02;6.49191e-02
7.70000e+06;7.02103e-02;2.08201e-02;6.70523e-02
7.80000e+06;7.19319e-02;1.95451e-02;6.92257e-02
7.90000e+06;7.37607e-02;1.85246e-02;7.13967e-02
8.00000e+06;7.56408e-02;1.77161e-02;7.35369e-02
8.10000e+06;7.75326e-02;1.70833e-02;7.56272e-02
8.20000e+06;7.94077e-02;1.65951e-02;7.76543e-02
8.30000e+06;8.12457e-02;1.62238e-02;7.96093e-02
8.40000e+06;8.30321e-02;1.59448e-02;8.14867e-02
8.50000e+06;8.47568e-02;1.57357e-02;8.32833e-02
8.60000e+06;8.64129e-02;1.55750e-02;8.49977e-02
8.70000e+06;8.79966e-02;1.54416e-02;8.66312e-02
8.80000e+06;8.95088e-02;1.53145e-02;8.81890e-02
8.90000e+06;9.09562e-02;1.51740e-02;8.96815e-02
9.00000e+06;9.23518e-02;1.50045e-02;9.11248e-02
9.10000e+06;9.37139e-02;1.47973e-02;9.25383e-02
9.20000e+06;9.50624e-02;1.45514e-02;9.39420e-02
9.30000e+06;9.64149e-02;1.42730e-02;9.53526e-02
9.40000e+06;9.77845e-02;1.39726e-02;9.67810e-02
9.50000e+06;9.91782e-02;1.36618e-02;9.82327e-02
9.60000e+06;1.00598e-01;1.33510e-02;9.97078e-02
9.70000e+06;1.02041e-01;1.30484e-02;1.01203e-01
9.80000e+06;1.03504e-01;1.27588e-02;1.02715e-01
9.90000e+06;1.04982e-01;1.24848e-02;1.04237e-01
1.00000e+07;1.06471e-01;1.22267e-02;1.05766e-01
1.10000e+07;1.21524e-01;1.03045e-02;1.21086e-01
1.20000e+07;1.36527e-01;9.25456e-03;1.36213e-01
1.30000e+07;1.51193e-01;8.72945e-03;1.50940e-01
1.40000e+07;1.65529e-01;8.45049e-03;1.65313e-01
1.50000e+07;1.79617e-01;8.29497e-03;1.79425e-01
1.60000e+07;1.93518e-01;8.20863e-03;1.93344e-01
1.70000e+07;2.07278e-01;8.16457e-03;2.07118e-01
1.80000e+07;2.20929e-01;8.14806e-03;2.20779e-01
1.90000e+07;2.34494e-01;8.15044e-03;2.34353e-01
2.00000e+07;2.47991e-01;8.16626e-03;2.47856e-01
2.10000e+07;2.61432e-01;8.19198e-03;2.61304e-01
2.20000e+07;2.74829e-01;8.22520e-03;2.74706e-01
2.30000e+07;2.88190e-01;8.26423e-03;2.88071e-01
