gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact,occ_pattern_in_train,combined_percentile_vs_train_nn
data_sample_0,sample_944,17,4.119647979736328,3.9112844467163086,0.016056077554821968,10,False,False,1.0
data_sample_1,sample_25852,17,4.317665100097656,4.038939476013184,0.009494666010141373,14,False,False,1.0
data_sample_2,sample_29773,17,4.2111101150512695,3.9172277450561523,0.024651862680912018,14,False,False,1.0
data_sample_3,sample_10489,17,4.113492012023926,3.83451247215271,0.009748582728207111,14,False,False,1.0
data_sample_4,sample_6733,17,4.2672834396362305,3.992643356323242,0.005409406032413244,14,False,False,1.0
data_sample_5,sample_23967,17,4.188683986663818,3.9134912490844727,0.005961893126368523,14,False,False,1.0
data_sample_6,sample_25990,17,4.145650386810303,3.8583526611328125,0.018067067489027977,14,False,False,1.0
data_sample_7,sample_28740,17,4.342540264129639,4.016502380371094,0.01834542490541935,16,False,False,1.0
data_sample_8,sample_2028,17,4.06807279586792,3.8156888484954834,0.02161463536322117,12,False,False,1.0
data_sample_9,sample_5869,17,4.113290786743164,3.9161548614501953,0.004828118719160557,10,False,False,1.0
data_sample_10,sample_18580,17,4.0810546875,3.798067569732666,0.01375642605125904,14,False,False,1.0
data_sample_11,sample_21703,17,4.305813312530518,4.0681915283203125,0.006852451246231794,12,False,False,1.0
data_sample_12,sample_9478,17,4.151638507843018,3.899057388305664,0.02181161381304264,12,False,False,1.0
data_sample_13,sample_7114,17,4.37953519821167,4.095593452453613,0.01471079420298338,14,False,False,1.0
data_sample_14,sample_295,17,4.086007118225098,3.8030285835266113,0.013747970573604107,14,False,False,1.0
data_sample_15,sample_24038,17,4.307140827178955,4.025150775909424,0.01275912206619978,14,False,False,1.0
data_sample_16,sample_20831,17,4.189964294433594,3.946434259414673,0.012760971672832966,12,False,False,1.0
data_sample_17,sample_12325,17,4.387301921844482,4.069637775421143,0.00997171737253666,16,False,False,1.0
data_sample_18,sample_24164,17,4.224222183227539,3.9810638427734375,0.012388947419822216,12,False,False,1.0
data_sample_19,sample_10335,17,4.219215393066406,3.938326597213745,0.01165797933936119,14,False,False,1.0
data_sample_20,sample_2112,17,4.267795562744141,3.987300157546997,0.011264817789196968,14,False,False,1.0
data_sample_21,sample_19320,17,4.38494348526001,4.109567642211914,0.006144866347312927,14,False,False,1.0
data_sample_22,sample_29220,17,4.087670803070068,3.810436964035034,0.00800313614308834,14,False,False,1.0
data_sample_23,sample_21581,17,4.1998515129089355,3.925835132598877,0.0047854469157755375,14,False,False,1.0
data_sample_24,sample_5297,17,4.178069114685059,3.9406838417053223,0.006616105325520039,12,False,False,1.0
data_sample_25,sample_16737,17,4.273436546325684,3.9962940216064453,0.007911451160907745,14,False,False,1.0
