#Design: ProKI_design;Power Bus Pin Impedance Power_GND
#Produced on;2026-04-12 16:51:55;by PI/EMI Analysis 2023.0.0.50417;Zuken GmbH - Germany

Frequency;IC1_Port1(8): Magnitude;IC1_Port1(8): Re;IC1_Port1(8): Img
(Hz);(Ω);;
1.00000e+06;4.98964e-02;2.76457e-03;-4.98197e-02
1.10000e+06;4.27643e-02;2.79800e-03;-4.26727e-02
1.20000e+06;3.65935e-02;2.83106e-03;-3.64838e-02
1.30000e+06;3.11618e-02;2.86403e-03;-3.10299e-02
1.40000e+06;2.63113e-02;2.89719e-03;-2.61513e-02
1.50000e+06;2.19273e-02;2.93080e-03;-2.17306e-02
1.60000e+06;1.79262e-02;2.96517e-03;-1.76793e-02
1.70000e+06;1.42492e-02;3.00058e-03;-1.39297e-02
1.80000e+06;1.08619e-02;3.03738e-03;-1.04285e-02
1.90000e+06;7.76854e-03;3.07592e-03;-7.13365e-03
2.00000e+06;5.07937e-03;3.11660e-03;-4.01084e-03
2.10000e+06;3.32415e-03;3.15989e-03;-1.03202e-03
2.20000e+06;3.68991e-03;3.20632e-03;1.82618e-03
2.30000e+06;5.62261e-03;3.25649e-03;4.58356e-03
2.40000e+06;7.97679e-03;3.31111e-03;7.25712e-03
2.50000e+06;1.04220e-02;3.37103e-03;9.86170e-03
2.60000e+06;1.28777e-02;3.43723e-03;1.24105e-02
2.70000e+06;1.53232e-02;3.51088e-03;1.49155e-02
2.80000e+06;1.77552e-02;3.59342e-03;1.73878e-02
2.90000e+06;2.01774e-02;3.68654e-03;1.98378e-02
3.00000e+06;2.25960e-02;3.79233e-03;2.22755e-02
3.10000e+06;2.50190e-02;3.91336e-03;2.47111e-02
3.20000e+06;2.74553e-02;4.05278e-03;2.71546e-02
3.30000e+06;2.99149e-02;4.21453e-03;2.96165e-02
3.40000e+06;3.24087e-02;4.40355e-03;3.21081e-02
3.50000e+06;3.49490e-02;4.62612e-03;3.46415e-02
3.60000e+06;3.75499e-02;4.89028e-03;3.72301e-02
3.70000e+06;4.02273e-02;5.20643e-03;3.98889e-02
3.80000e+06;4.29998e-02;5.58819e-03;4.26352e-02
3.90000e+06;4.58897e-02;6.05360e-03;4.54887e-02
4.00000e+06;4.89232e-02;6.62689e-03;4.84723e-02
4.10000e+06;5.21321e-02;7.34103e-03;5.16127e-02
4.20000e+06;5.55552e-02;8.24156e-03;5.49404e-02
4.30000e+06;5.92394e-02;9.39233e-03;5.84901e-02
4.40000e+06;6.32420e-02;1.08842e-02;6.22983e-02
4.50000e+06;6.76314e-02;1.28483e-02;6.63997e-02
4.60000e+06;7.24863e-02;1.54761e-02;7.08149e-02
4.70000e+06;7.78885e-02;1.90475e-02;7.55236e-02
4.80000e+06;8.39010e-02;2.39665e-02;8.04052e-02
4.90000e+06;9.05097e-02;3.07862e-02;8.51130e-02
5.00000e+06;9.74880e-02;4.01525e-02;8.88352e-02
5.10000e+06;1.04128e-01;5.24677e-02;8.99427e-02
5.20000e+06;1.08863e-01;6.69240e-02;8.58620e-02
5.30000e+06;1.09243e-01;8.00767e-02;7.43087e-02
5.40000e+06;1.03251e-01;8.63803e-02;5.65621e-02
5.50000e+06;9.15567e-02;8.30061e-02;3.86344e-02
5.60000e+06;7.74841e-02;7.29363e-02;2.61549e-02
5.70000e+06;6.43658e-02;6.11187e-02;2.01859e-02
5.80000e+06;5.39544e-02;5.05309e-02;1.89132e-02
5.90000e+06;4.66836e-02;4.20399e-02;2.02980e-02
6.00000e+06;4.23061e-02;3.55226e-02;2.29772e-02
6.10000e+06;4.02739e-02;3.05907e-02;2.61953e-02
6.20000e+06;3.99515e-02;2.68675e-02;2.95679e-02
6.30000e+06;4.07629e-02;2.40562e-02;3.29077e-02
6.40000e+06;4.22657e-02;2.19387e-02;3.61259e-02
6.50000e+06;4.41521e-02;2.03566e-02;3.91793e-02
6.60000e+06;4.62173e-02;1.91902e-02;4.20449e-02
6.70000e+06;4.83265e-02;1.83426e-02;4.47102e-02
6.80000e+06;5.03943e-02;1.77291e-02;4.71727e-02
6.90000e+06;5.23742e-02;1.72757e-02;4.94430e-02
7.00000e+06;5.42498e-02;1.69209e-02;5.15435e-02
7.10000e+06;5.60254e-02;1.66167e-02;5.35045e-02
7.20000e+06;5.77213e-02;1.63269e-02;5.53641e-02
7.30000e+06;5.93737e-02;1.60318e-02;5.71683e-02
7.40000e+06;6.10270e-02;1.57347e-02;5.89637e-02
7.50000e+06;6.27195e-02;1.54594e-02;6.07844e-02
7.60000e+06;6.44712e-02;1.52396e-02;6.26442e-02
7.70000e+06;6.62829e-02;1.51063e-02;6.45386e-02
7.80000e+06;6.81422e-02;1.50826e-02;6.64521e-02
7.90000e+06;7.00300e-02;1.51830e-02;6.83643e-02
8.00000e+06;7.19249e-02;1.54165e-02;7.02533e-02
8.10000e+06;7.38038e-02;1.57875e-02;7.20955e-02
8.20000e+06;7.56420e-02;1.62975e-02;7.38655e-02
8.30000e+06;7.74117e-02;1.69433e-02;7.55347e-02
8.40000e+06;7.90813e-02;1.77158e-02;7.70714e-02
