gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact
data_sample_0,sample_491,8,3.979571580886841,3.8535220623016357,0.010664902627468109,6,False
data_sample_1,sample_28279,8,4.411454200744629,4.280974864959717,0.015094839967787266,6,False
data_sample_2,sample_20115,8,4.301617622375488,4.1346330642700195,0.013138411566615105,8,False
data_sample_3,sample_4310,8,4.3376312255859375,4.166139602661133,0.017645500600337982,8,False
data_sample_4,sample_16432,8,4.365740776062012,4.246088027954102,0.004268233198672533,6,False
data_sample_5,sample_25197,8,4.118551254272461,3.9677460193634033,0.0354207344353199,6,False
data_sample_6,sample_24617,8,4.357163906097412,4.23941707611084,0.0023622720036655664,6,False
data_sample_7,sample_15300,8,4.503679275512695,4.302605152130127,0.008766868151724339,10,False
data_sample_8,sample_20802,8,4.3355278968811035,4.197897911071777,0.022245464846491814,6,False
data_sample_9,sample_24976,8,4.1065897941589355,3.942485809326172,0.010257737711071968,8,False
data_sample_10,sample_27323,8,4.381574630737305,4.209138870239258,0.01858956553041935,8,False
data_sample_11,sample_24535,8,3.9543182849884033,3.755159378051758,0.006851130165159702,10,False
data_sample_12,sample_4310,8,4.186474323272705,4.026747703552246,0.005880380515009165,8,False
data_sample_13,sample_24570,8,4.304052352905273,4.141498565673828,0.00870755035430193,8,False
data_sample_14,sample_15349,8,4.204960346221924,4.000208377838135,0.012444566003978252,10,False
data_sample_15,sample_24378,8,4.180083274841309,4.049034118652344,0.01566476561129093,6,False
data_sample_16,sample_5892,8,4.302857398986816,4.130070686340332,0.018940582871437073,8,False
data_sample_17,sample_5444,8,4.223628997802734,4.090817451477051,0.017426857724785805,6,False
data_sample_18,sample_17897,8,4.325773239135742,4.202208042144775,0.008180428296327591,6,False
data_sample_19,sample_15309,8,4.230380058288574,4.069010257720947,0.007523705717176199,8,False
data_sample_20,sample_6522,8,4.303686618804932,4.137579917907715,0.012260667979717255,8,False
data_sample_21,sample_11113,8,4.290802955627441,4.13194465637207,0.0050120167434215546,8,False
data_sample_22,sample_18707,8,4.28313684463501,4.1574201583862305,0.01033224817365408,6,False
data_sample_23,sample_24535,8,4.2742743492126465,4.096704959869385,0.023723123595118523,8,False
data_sample_24,sample_12178,8,4.153602600097656,4.021650314331055,0.016567742452025414,6,False
data_sample_25,sample_12071,8,4.36502742767334,4.200135707855225,0.011045249179005623,8,False
data_sample_26,sample_5706,8,4.351041316986084,4.1764726638793945,0.020722229033708572,8,False
data_sample_27,sample_6096,8,4.291576862335205,4.122098922729492,0.015631604939699173,8,False
data_sample_28,sample_12071,8,4.361577987670898,4.199862003326416,0.007869835942983627,8,False
data_sample_29,sample_362,8,4.254319190979004,4.09304141998291,0.007431360427290201,8,False
data_sample_30,sample_28577,8,4.303189277648926,4.090490818023682,0.020391026511788368,10,False
data_sample_31,sample_28246,8,4.379507064819336,4.141845703125,0.006892084609717131,12,False
data_sample_32,sample_16467,8,4.346059322357178,4.132475852966309,0.021275771781802177,10,False
data_sample_33,sample_20763,8,4.492669105529785,4.362186908721924,0.01509748212993145,6,False
data_sample_34,sample_3762,8,4.205973148345947,4.047413349151611,0.00471357861533761,8,False
data_sample_35,sample_7866,8,4.307409286499023,4.184350490570068,0.007674048189073801,6,False
data_sample_36,sample_3518,8,4.1753950119018555,4.000878810882568,0.020669912919402122,8,False
data_sample_37,sample_952,8,4.251978397369385,4.126785755157471,0.009808165021240711,6,False
data_sample_38,sample_7626,8,4.2393999099731445,4.076389312744141,0.009164124727249146,8,False
data_sample_39,sample_20040,8,4.163954734802246,4.001784324645996,0.008324164897203445,8,False
