gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact
data_sample_0,sample_16317,32,4.179829120635986,3.8924431800842285,0.01815531589090824,14,False
data_sample_1,sample_2342,32,4.122318267822266,3.8445982933044434,0.008489303290843964,14,False
data_sample_2,sample_10313,32,3.9272055625915527,3.7283029556274414,0.006594835314899683,10,False
data_sample_3,sample_9012,32,4.190336227416992,3.9518983364105225,0.0076687633991241455,12,False
data_sample_4,sample_7900,32,3.9794070720672607,3.7026901245117188,0.007486054208129644,14,False
data_sample_5,sample_12295,32,4.122885704040527,3.880610227584839,0.011506184004247189,12,False
data_sample_6,sample_25916,32,3.74847674369812,3.548520565032959,0.00764841865748167,10,False
data_sample_7,sample_1111,32,4.002222061157227,3.72445011138916,0.008541222661733627,14,False
data_sample_8,sample_6348,32,4.168966293334961,3.8489575386047363,0.012316551059484482,16,False
data_sample_9,sample_13121,32,3.974581718444824,3.69508695602417,0.01026394683867693,14,False
data_sample_10,sample_23408,32,4.213678359985352,3.894792079925537,0.011193874292075634,16,False
data_sample_11,sample_4047,32,4.099312782287598,3.8275933265686035,0.0024887018371373415,14,False
data_sample_12,sample_24848,32,4.09082555770874,3.812406063079834,0.009188961237668991,14,False
data_sample_13,sample_23408,32,4.240524768829346,3.9678854942321777,0.003408720949664712,14,False
data_sample_14,sample_16860,32,4.092960834503174,3.8169021606445312,0.006827746517956257,14,False
data_sample_15,sample_1595,32,4.1575164794921875,3.921011209487915,0.005736115854233503,12,False
data_sample_16,sample_6864,32,4.070857048034668,3.836380958557129,0.0037067627999931574,12,False
data_sample_17,sample_28650,32,4.0808610916137695,3.8070406913757324,0.004589526914060116,14,False
data_sample_18,sample_21751,32,4.176107883453369,3.9797372817993164,0.004062933381646872,10,False
data_sample_19,sample_6454,32,4.066732883453369,3.7938098907470703,0.003692362690344453,14,False
data_sample_20,sample_18431,32,4.010172367095947,3.7245278358459473,0.05487549304962158,12,False
data_sample_21,sample_9012,32,4.104048252105713,3.8222360610961914,0.012581433169543743,14,False
data_sample_22,sample_7268,32,4.318421363830566,4.078869819641113,0.008782325312495232,12,False
data_sample_23,sample_27673,32,4.116674900054932,3.7894446849823,0.019537722691893578,16,False
data_sample_24,sample_2887,32,4.185206890106201,3.909334897994995,0.00664133857935667,14,False
data_sample_25,sample_1877,32,4.278397083282471,4.004065990447998,0.005100134760141373,14,False
data_sample_26,sample_22524,32,3.8892974853515625,3.6462512016296387,0.012277049943804741,12,False
data_sample_27,sample_22126,32,4.029907703399658,3.7547078132629395,0.005969158839434385,14,False
data_sample_28,sample_1359,32,4.268258094787598,3.953748941421509,0.00681691337376833,16,False
data_sample_29,sample_1595,32,4.221434593200684,3.9455835819244385,0.006620068568736315,14,False
data_sample_30,sample_2926,32,4.0996503829956055,3.823639392852783,0.00678005488589406,14,False
data_sample_31,sample_1363,32,4.025637149810791,3.7904930114746094,0.004374846816062927,12,False
data_sample_32,sample_5999,32,4.136034965515137,3.8507771492004395,0.016027012839913368,14,False
data_sample_33,sample_9132,32,4.197597980499268,3.9233808517456055,0.004986255429685116,14,False
data_sample_34,sample_25442,32,4.369679927825928,4.072291851043701,0.028157023712992668,14,False
data_sample_35,sample_17095,32,4.172202110290527,3.8974149227142334,0.005556445103138685,14,False
data_sample_36,sample_15508,32,3.914963483810425,3.7170329093933105,0.005622896831482649,10,False
data_sample_37,sample_4714,32,3.9289557933807373,3.6548523902893066,0.0048726401291787624,14,False
data_sample_38,sample_18385,32,4.155096054077148,3.8734920024871826,0.012373094446957111,14,False
data_sample_39,sample_16770,32,4.181198596954346,3.942873477935791,0.007555808871984482,12,False
data_sample_40,sample_17889,32,4.190303325653076,3.9120826721191406,0.008990002796053886,14,False
data_sample_41,sample_14253,32,3.9108846187591553,3.676516056060791,0.003599488874897361,12,False
data_sample_42,sample_23788,32,4.152356147766113,3.8782386779785156,0.004886643495410681,14,False
data_sample_43,sample_26116,32,4.212655544281006,3.9389729499816895,0.004451999440789223,14,False
data_sample_44,sample_11535,32,3.926469564437866,3.6539106369018555,0.003328001359477639,14,False
data_sample_45,sample_23684,32,3.934063673019409,3.70548939704895,0.036266639828681946,10,False
data_sample_46,sample_915,32,4.263498306274414,3.9510018825531006,0.004803810268640518,16,False
data_sample_47,sample_819,32,3.9718735218048096,3.6932284832000732,0.00941421091556549,14,False
data_sample_48,sample_8722,32,4.0855326652526855,3.769961357116699,0.007878951728343964,16,False
data_sample_49,sample_12702,32,4.190071105957031,3.9545016288757324,0.004800243303179741,12,False
data_sample_50,sample_7899,32,4.031889915466309,3.754974842071533,0.007684352807700634,14,False
data_sample_51,sample_5553,32,4.228161811828613,3.9472665786743164,0.01166471652686596,14,False
data_sample_52,sample_13127,32,4.137292385101318,3.8602771759033203,0.007784624584019184,14,False
data_sample_53,sample_25775,32,4.05895471572876,3.744978189468384,0.006283978931605816,16,False
data_sample_54,sample_6128,32,3.9246528148651123,3.6914761066436768,0.00240758596919477,12,False
data_sample_55,sample_27002,32,4.085772514343262,3.807187080383301,0.009354628622531891,14,False
data_sample_56,sample_7155,32,4.007143020629883,3.726278305053711,0.011634066700935364,14,False
data_sample_57,sample_7268,32,3.9220869541168213,3.6444814205169678,0.008374631404876709,14,False
data_sample_58,sample_13953,32,4.197020053863525,3.877375602722168,0.011951925233006477,16,False
data_sample_59,sample_25596,32,3.7034404277801514,3.42390775680542,0.010301862843334675,14,False
