mhz,k,pi_norm,max,mean_fg,p95
10.0,3,0.3599516044570672,0.3322603702545166,0.09734740853309631,0.17198358476161957
10.0,4,0.3599516044570672,0.30546414852142334,0.09278737753629684,0.16127701103687286
10.0,5,0.3599516044570672,0.33902180194854736,0.09038280695676804,0.17214083671569824
10.0,6,0.3599516044570672,0.3131366968154907,0.0873701199889183,0.15605729818344116
10.0,7,0.3599516044570672,0.3073842525482178,0.081899493932724,0.1436392217874527
10.0,8,0.3599516044570672,0.314571738243103,0.0841374397277832,0.15227468311786652
10.0,9,0.3599516044570672,0.3023604154586792,0.08581911027431488,0.1538819521665573
10.0,10,0.3599516044570672,0.296466588973999,0.08184397965669632,0.14551934599876404
80.0,3,0.6850202942439293,3.3923239707946777,1.8855589628219604,2.7208306789398193
80.0,4,0.6850202942439293,2.863530158996582,1.1446157693862915,1.8262245655059814
80.0,5,0.6850202942439293,3.39536714553833,1.1962637901306152,2.0523693561553955
80.0,6,0.6850202942439293,2.80989670753479,0.9285295605659485,1.587651252746582
80.0,7,0.6850202942439293,2.7611913681030273,0.8465734124183655,1.4722704887390137
80.0,8,0.6850202942439293,2.714232921600342,0.8273324966430664,1.4479485750198364
80.0,9,0.6850202942439293,2.501702308654785,0.8227457404136658,1.4295603036880493
80.0,10,0.6850202942439293,2.6819968223571777,0.7911323308944702,1.4137777090072632
150.0,3,0.7832875401420919,4.94113826751709,0.9803667664527893,2.3758232593536377
150.0,4,0.7832875401420919,4.118958950042725,0.7196412086486816,1.8482224941253662
150.0,5,0.7832875401420919,4.208588600158691,0.7390346527099609,1.813050389289856
150.0,6,0.7832875401420919,6.196826934814453,3.4867537021636963,5.603341102600098
150.0,7,0.7832875401420919,7.010455131530762,3.253957986831665,6.444347858428955
150.0,8,0.7832875401420919,7.481119155883789,2.5567071437835693,5.65870475769043
150.0,9,0.7832875401420919,5.301418781280518,1.8976346254348755,3.3831567764282227
150.0,10,0.7832875401420919,5.948729515075684,1.7523921728134155,3.417156934738159
270.0,3,0.875173287927802,16.27763557434082,3.1673529148101807,12.639333724975586
270.0,4,0.875173287927802,24.469085693359375,4.179750919342041,18.274158477783203
270.0,5,0.875173287927802,13.260461807250977,2.171471118927002,5.923719882965088
270.0,6,0.875173287927802,21.902544021606445,4.906317234039307,18.934825897216797
270.0,7,0.875173287927802,10.510924339294434,1.6601650714874268,4.4715142250061035
270.0,8,0.875173287927802,18.86136245727539,3.084928274154663,11.256773948669434
270.0,9,0.875173287927802,29.96234130859375,5.691686153411865,19.57145881652832
270.0,10,0.875173287927802,24.27252197265625,2.8345024585723877,11.13528823852539
450.0,3,0.9550281012990035,10.00436782836914,1.9707281589508057,4.491671562194824
450.0,4,0.9550281012990035,10.030765533447266,2.5695414543151855,5.665128231048584
450.0,5,0.9550281012990035,7.421281814575195,2.102193593978882,4.379698753356934
450.0,6,0.9550281012990035,8.527490615844727,2.0547053813934326,4.454378128051758
450.0,7,0.9550281012990035,6.4206647872924805,2.364356279373169,4.569685935974121
450.0,8,0.9550281012990035,6.88873815536499,2.052156925201416,3.9164397716522217
450.0,9,0.9550281012990035,6.600475788116455,2.5528738498687744,4.525589942932129
450.0,10,0.9550281012990035,13.9570894241333,4.196741104125977,8.168641090393066
550.0,3,0.986397946877737,14.627084732055664,3.788099527359009,7.95106315612793
550.0,4,0.986397946877737,10.017841339111328,2.4924230575561523,5.7137227058410645
550.0,5,0.986397946877737,13.209492683410645,3.292921543121338,6.899436950683594
550.0,6,0.986397946877737,9.690033912658691,2.475663423538208,4.8946075439453125
550.0,7,0.986397946877737,13.543804168701172,2.987858772277832,6.539133071899414
550.0,8,0.986397946877737,14.014202117919922,3.6117453575134277,7.202160358428955
550.0,9,0.986397946877737,11.782891273498535,3.515803098678589,5.949005603790283
550.0,10,0.986397946877737,13.87219524383545,2.863215446472168,5.526556015014648
