gen_sample,nn_train_sample,nn_train_K,combined_score,heatmap_mse,impedance_mse,occupancy_hamming,occupancy_exact,occ_pattern_in_train,combined_percentile_vs_train_nn
data_sample_0,sample_6,1,5.508415699005127,5.455814361572266,0.014139811508357525,2,False,True,1.0
data_sample_1,sample_50,1,7.724908828735352,7.635194778442383,0.05125248804688454,2,False,True,1.0
data_sample_2,sample_2,1,6.423684597015381,6.340629577636719,0.044593445956707,2,False,True,1.0
data_sample_3,sample_51,1,6.633845806121826,6.500467300415039,0.13337859511375427,0,True,True,1.0
data_sample_4,sample_23,1,8.999999046325684,8.946807861328125,0.014729289337992668,2,False,True,1.0
data_sample_5,sample_32,1,9.062644958496094,8.940193176269531,0.08398965746164322,2,False,True,1.0
data_sample_6,sample_4,1,13.725948333740234,12.831164360046387,0.8563227653503418,2,False,True,1.0
data_sample_7,sample_4,1,5.365203380584717,5.346035003662109,0.019168606027960777,0,True,True,1.0
data_sample_8,sample_4,1,12.697257995605469,12.158182144165039,0.5006142258644104,2,False,True,1.0
data_sample_9,sample_38,1,19.366361618041992,19.228683471679688,0.09921687096357346,2,False,True,1.0
data_sample_10,sample_47,1,7.545343399047852,7.473258972167969,0.033622708171606064,2,False,True,1.0
data_sample_11,sample_48,1,12.751571655273438,12.462006568908691,0.25110340118408203,2,False,True,1.0
data_sample_12,sample_30,1,20.29108238220215,20.208114624023438,0.04450599104166031,2,False,True,1.0
data_sample_13,sample_23,1,12.999835014343262,12.941413879394531,0.01995941996574402,2,False,True,1.0
data_sample_14,sample_52,1,8.251577377319336,8.12019157409668,0.09292378276586533,2,False,True,1.0
data_sample_15,sample_47,1,8.298792839050293,8.25289535522461,0.007435588166117668,2,False,True,1.0
data_sample_16,sample_51,1,4.39189338684082,4.346515655517578,0.006916260812431574,2,False,True,1.0
data_sample_17,sample_30,1,19.83675765991211,19.712265014648438,0.08603077381849289,2,False,True,1.0
data_sample_18,sample_4,1,8.282113075256348,8.13918685913086,0.10446444153785706,2,False,True,1.0
data_sample_19,sample_39,1,9.576016426086426,9.523727416992188,0.013827765360474586,2,False,True,1.0
data_sample_20,sample_48,1,13.032211303710938,12.610705375671387,0.3830440938472748,2,False,True,1.0
data_sample_21,sample_16,1,16.215045928955078,16.020301818847656,0.15628276765346527,2,False,True,1.0
data_sample_22,sample_22,1,16.642566680908203,16.605010986328125,0.03755577653646469,0,True,True,1.0
data_sample_23,sample_15,1,20.627748489379883,20.352325439453125,0.23696185648441315,2,False,True,1.0
data_sample_24,sample_9,1,19.13193702697754,18.96210479736328,0.1313709020614624,2,False,True,1.0
data_sample_25,sample_52,1,9.5147066116333,9.370145797729492,0.10609931498765945,2,False,True,1.0
data_sample_26,sample_30,1,18.875402450561523,18.797592163085938,0.03934852033853531,2,False,True,1.0
data_sample_27,sample_16,1,8.632972717285156,8.613033294677734,0.019939076155424118,0,True,True,1.0
data_sample_28,sample_16,1,11.731769561767578,11.655025482177734,0.03828238695859909,2,False,True,1.0
data_sample_29,sample_51,1,22.380523681640625,22.001541137695312,0.34052014350891113,2,False,True,1.0
data_sample_30,sample_31,1,14.41135025024414,14.329307556152344,0.04358108341693878,2,False,True,1.0
data_sample_31,sample_39,1,9.023968696594238,8.975257873535156,0.010249017737805843,2,False,True,1.0
data_sample_32,sample_2,1,5.093954563140869,5.034496307373047,0.020996490493416786,2,False,True,1.0
data_sample_33,sample_40,1,9.023233413696289,8.95193099975586,0.03284100815653801,2,False,True,1.0
data_sample_34,sample_2,1,6.911102294921875,6.856782913208008,0.01585777848958969,2,False,True,1.0
data_sample_35,sample_14,1,13.528274536132812,13.459884643554688,0.02992783673107624,2,False,True,1.0
data_sample_36,sample_4,1,12.573607444763184,11.76924991607666,0.7658962607383728,2,False,True,1.0
data_sample_37,sample_38,1,13.694483757019043,13.612937927246094,0.04308447986841202,2,False,True,1.0
data_sample_38,sample_13,1,15.840575218200684,15.786483764648438,0.01562936045229435,2,False,True,1.0
data_sample_39,sample_47,1,8.90685749053955,8.861663818359375,0.006732098292559385,2,False,True,1.0
data_sample_40,sample_37,1,19.115020751953125,19.068603515625,0.00795636884868145,2,False,True,1.0
