#Design: H-shape;Power Bus Pin Impedance Power_GND
#Produced on;2026-06-09 19:04:21;by PI/EMI Analysis 2023.0.0.50417;Zuken GmbH - Germany

Frequency;IC1_Port1(8): Magnitude;IC1_Port1(8): Re;IC1_Port1(8): Img
(Hz);(Ω);;
1.00000e+06;1.44916e-01;4.91713e-03;-1.44833e-01
1.10000e+06;1.29149e-01;4.94477e-03;-1.29055e-01
1.20000e+06;1.15787e-01;4.97145e-03;-1.15681e-01
1.30000e+06;1.04275e-01;4.99732e-03;-1.04156e-01
1.40000e+06;9.42173e-02;5.02248e-03;-9.40833e-02
1.50000e+06;8.53224e-02;5.04703e-03;-8.51730e-02
1.60000e+06;7.73727e-02;5.07107e-03;-7.72064e-02
1.70000e+06;7.02019e-02;5.09467e-03;-7.00168e-02
1.80000e+06;6.36803e-02;5.11791e-03;-6.34743e-02
1.90000e+06;5.77059e-02;5.14087e-03;-5.74765e-02
2.00000e+06;5.21973e-02;5.16361e-03;-5.19413e-02
2.10000e+06;4.70888e-02;5.18621e-03;-4.68023e-02
2.20000e+06;4.23268e-02;5.20874e-03;-4.20051e-02
2.30000e+06;3.78678e-02;5.23126e-03;-3.75047e-02
2.40000e+06;3.36760e-02;5.25384e-03;-3.32636e-02
2.50000e+06;2.97224e-02;5.27655e-03;-2.92503e-02
2.60000e+06;2.59841e-02;5.29948e-03;-2.54379e-02
2.70000e+06;2.24441e-02;5.32271e-03;-2.18038e-02
2.80000e+06;1.90921e-02;5.34631e-03;-1.83283e-02
2.90000e+06;1.59272e-02;5.37038e-03;-1.49945e-02
3.00000e+06;1.29636e-02;5.39503e-03;-1.17876e-02
3.10000e+06;1.02460e-02;5.42036e-03;-8.69485e-03
3.20000e+06;7.88731e-03;5.44650e-03;-5.70485e-03
3.30000e+06;6.15165e-03;5.47357e-03;-2.80763e-03
3.40000e+06;5.50174e-03;5.50173e-03;5.68929e-06
3.50000e+06;6.17397e-03;5.53115e-03;2.74304e-03
3.60000e+06;7.76019e-03;5.56200e-03;5.41153e-03
3.70000e+06;9.77650e-03;5.59451e-03;8.01757e-03
3.80000e+06;1.19727e-02;5.62890e-03;1.05670e-02
3.90000e+06;1.42406e-02;5.66546e-03;1.30651e-02
4.00000e+06;1.65321e-02;5.70449e-03;1.55168e-02
4.10000e+06;1.88250e-02;5.74634e-03;1.79265e-02
4.20000e+06;2.11085e-02;5.79144e-03;2.02984e-02
4.30000e+06;2.33778e-02;5.84024e-03;2.26365e-02
4.40000e+06;2.56311e-02;5.89331e-03;2.49444e-02
4.50000e+06;2.78685e-02;5.95129e-03;2.72256e-02
4.60000e+06;3.00908e-02;6.01494e-03;2.94835e-02
4.70000e+06;3.22998e-02;6.08515e-03;3.17214e-02
4.80000e+06;3.44973e-02;6.16297e-03;3.39423e-02
4.90000e+06;3.66857e-02;6.24968e-03;3.61494e-02
5.00000e+06;3.88675e-02;6.34679e-03;3.83459e-02
5.10000e+06;4.10456e-02;6.45613e-03;4.05347e-02
5.20000e+06;4.32228e-02;6.57993e-03;4.27190e-02
5.30000e+06;4.54021e-02;6.72090e-03;4.49019e-02
5.40000e+06;4.75869e-02;6.88239e-03;4.70866e-02
5.50000e+06;4.97806e-02;7.06856e-03;4.92762e-02
5.60000e+06;5.19866e-02;7.28456e-03;5.14737e-02
5.70000e+06;5.42085e-02;7.53686e-03;5.36820e-02
5.80000e+06;5.64494e-02;7.83359e-03;5.59032e-02
5.90000e+06;5.87122e-02;8.18495e-03;5.81388e-02
6.00000e+06;6.09982e-02;8.60368e-03;6.03884e-02
6.10000e+06;6.33069e-02;9.10548e-03;6.26486e-02
6.20000e+06;6.56333e-02;9.70910e-03;6.49112e-02
6.30000e+06;6.79660e-02;1.04356e-02;6.71600e-02
6.40000e+06;7.02828e-02;1.13056e-02;6.93676e-02
6.50000e+06;7.25469e-02;1.23333e-02;7.14909e-02
6.60000e+06;7.47038e-02;1.35148e-02;7.34711e-02
6.70000e+06;7.66867e-02;1.48129e-02;7.52424e-02
6.80000e+06;7.84362e-02;1.61461e-02;7.67563e-02
6.90000e+06;7.99365e-02;1.74007e-02;7.80196e-02
7.00000e+06;8.12469e-02;1.84790e-02;7.91175e-02
7.10000e+06;8.24914e-02;1.93597e-02;8.01875e-02
7.20000e+06;8.38010e-02;2.01183e-02;8.13502e-02
7.30000e+06;8.52490e-02;2.08878e-02;8.26504e-02
7.40000e+06;8.68281e-02;2.17990e-02;8.40472e-02
7.50000e+06;8.84641e-02;2.29409e-02;8.54377e-02
7.60000e+06;9.00406e-02;2.43453e-02;8.66869e-02
7.70000e+06;9.14194e-02;2.59821e-02;8.76496e-02
7.80000e+06;9.24575e-02;2.77561e-02;8.81929e-02
7.90000e+06;9.30287e-02;2.95086e-02;8.82246e-02
8.00000e+06;9.30546e-02;3.10345e-02;8.77269e-02
8.10000e+06;9.25376e-02;3.21239e-02;8.67828e-02
8.20000e+06;9.15787e-02;3.26199e-02;8.55722e-02
8.30000e+06;9.03640e-02;3.24675e-02;8.43298e-02
8.40000e+06;8.91180e-02;3.17243e-02;8.32802e-02
8.50000e+06;8.80451e-02;3.05298e-02;8.25825e-02
8.60000e+06;8.72878e-02;2.90539e-02;8.23106e-02
8.70000e+06;8.69140e-02;2.74527e-02;8.24644e-02
8.80000e+06;8.69281e-02;2.58454e-02;8.29970e-02
8.90000e+06;8.72943e-02;2.43096e-02;8.38411e-02
9.00000e+06;8.79578e-02;2.28883e-02;8.49276e-02
9.10000e+06;8.88602e-02;2.16002e-02;8.61950e-02
9.20000e+06;8.99477e-02;2.04481e-02;8.75926e-02
9.30000e+06;9.11741e-02;1.94264e-02;8.90805e-02
9.40000e+06;9.25019e-02;1.85247e-02;9.06280e-02
9.50000e+06;9.39010e-02;1.77306e-02;9.22118e-02
9.60000e+06;9.53476e-02;1.70309e-02;9.38142e-02
9.70000e+06;9.68236e-02;1.64121e-02;9.54225e-02
9.80000e+06;9.83157e-02;1.58614e-02;9.70277e-02
9.90000e+06;9.98147e-02;1.53667e-02;9.86247e-02
1.00000e+07;1.01315e-01;1.49173e-02;1.00211e-01
1.10000e+07;1.16324e-01;1.17583e-02;1.15729e-01
1.20000e+07;1.31300e-01;1.01463e-02;1.30907e-01
1.30000e+07;1.45859e-01;9.35169e-03;1.45558e-01
1.40000e+07;1.60024e-01;8.92328e-03;1.59775e-01
1.50000e+07;1.73899e-01;8.67581e-03;1.73682e-01
1.60000e+07;1.87560e-01;8.52835e-03;1.87366e-01
1.70000e+07;2.01061e-01;8.44114e-03;2.00884e-01
1.80000e+07;2.14440e-01;8.39267e-03;2.14276e-01
1.90000e+07;2.27722e-01;8.37037e-03;2.27568e-01
2.00000e+07;2.40928e-01;8.36650e-03;2.40782e-01
2.10000e+07;2.54072e-01;8.37603e-03;2.53934e-01
2.20000e+07;2.67166e-01;8.39560e-03;2.67034e-01
2.30000e+07;2.80220e-01;8.42286e-03;2.80093e-01
2.40000e+07;2.93240e-01;8.45617e-03;2.93118e-01
2.50000e+07;3.06234e-01;8.49431e-03;3.06116e-01
2.60000e+07;3.19206e-01;8.53641e-03;3.19092e-01
2.70000e+07;3.32161e-01;8.58180e-03;3.32050e-01
2.80000e+07;3.45102e-01;8.62998e-03;3.44995e-01
2.90000e+07;3.58034e-01;8.68057e-03;3.57928e-01
3.00000e+07;3.70957e-01;8.73327e-03;3.70854e-01
3.10000e+07;3.83876e-01;8.78786e-03;3.83775e-01
3.20000e+07;3.96792e-01;8.84416e-03;3.96694e-01
3.30000e+07;4.09708e-01;8.90205e-03;4.09611e-01
3.40000e+07;4.22625e-01;8.96141e-03;4.22530e-01
3.50000e+07;4.35545e-01;9.02216e-03;4.35451e-01
3.60000e+07;4.48469e-01;9.08427e-03;4.48377e-01
3.70000e+07;4.61399e-01;9.14767e-03;4.61309e-01
3.80000e+07;4.74337e-01;9.21236e-03;4.74248e-01
3.90000e+07;4.87284e-01;9.27830e-03;4.87195e-01
4.00000e+07;5.00240e-01;9.34551e-03;5.00153e-01
4.10000e+07;5.13207e-01;9.41397e-03;5.13121e-01
4.20000e+07;5.26187e-01;9.48371e-03;5.26101e-01
4.30000e+07;5.39180e-01;9.55473e-03;5.39095e-01
4.40000e+07;5.52187e-01;9.62706e-03;5.52103e-01
4.50000e+07;5.65209e-01;9.70072e-03;5.65126e-01
4.60000e+07;5.78248e-01;9.77575e-03;5.78165e-01
4.70000e+07;5.91304e-01;9.85218e-03;5.91222e-01
4.80000e+07;6.04379e-01;9.93004e-03;6.04297e-01
4.90000e+07;6.17473e-01;1.00094e-02;6.17391e-01
5.00000e+07;6.30587e-01;1.00902e-02;6.30506e-01
5.10000e+07;6.43722e-01;1.01727e-02;6.43641e-01
5.20000e+07;6.56879e-01;1.02567e-02;6.56799e-01
5.30000e+07;6.70060e-01;1.03425e-02;6.69980e-01
5.40000e+07;6.83264e-01;1.04299e-02;6.83185e-01
5.50000e+07;6.96494e-01;1.05192e-02;6.96414e-01
5.60000e+07;7.09749e-01;1.06103e-02;7.09670e-01
5.70000e+07;7.23032e-01;1.07034e-02;7.22953e-01
5.80000e+07;7.36343e-01;1.07984e-02;7.36263e-01
5.90000e+07;7.49682e-01;1.08955e-02;7.49603e-01
6.00000e+07;7.63052e-01;1.09948e-02;7.62973e-01
6.10000e+07;7.76453e-01;1.10963e-02;7.76374e-01
6.20000e+07;7.89886e-01;1.12001e-02;7.89807e-01
6.30000e+07;8.03352e-01;1.13063e-02;8.03273e-01
6.40000e+07;8.16853e-01;1.14150e-02;8.16773e-01
6.50000e+07;8.30389e-01;1.15263e-02;8.30309e-01
6.60000e+07;8.43963e-01;1.16403e-02;8.43882e-01
6.70000e+07;8.57574e-01;1.17571e-02;8.57493e-01
6.80000e+07;8.71224e-01;1.18768e-02;8.71143e-01
6.90000e+07;8.84915e-01;1.19995e-02;8.84833e-01
7.00000e+07;8.98647e-01;1.21254e-02;8.98565e-01
7.10000e+07;9.12423e-01;1.22546e-02;9.12340e-01
7.20000e+07;9.26243e-01;1.23872e-02;9.26160e-01
7.30000e+07;9.40109e-01;1.25234e-02;9.40026e-01
7.40000e+07;9.54023e-01;1.26633e-02;9.53938e-01
7.50000e+07;9.67985e-01;1.28071e-02;9.67900e-01
7.60000e+07;9.81998e-01;1.29550e-02;9.81913e-01
7.70000e+07;9.96064e-01;1.31071e-02;9.95978e-01
7.80000e+07;1.01018e+00;1.32636e-02;1.01010e+00
7.90000e+07;1.02436e+00;1.34248e-02;1.02427e+00
8.00000e+07;1.03859e+00;1.35907e-02;1.03850e+00
8.10000e+07;1.05288e+00;1.37617e-02;1.05279e+00
8.20000e+07;1.06724e+00;1.39381e-02;1.06715e+00
8.30000e+07;1.08165e+00;1.41199e-02;1.08156e+00
8.40000e+07;1.09614e+00;1.43076e-02;1.09604e+00
8.50000e+07;1.11069e+00;1.45013e-02;1.11059e+00
8.60000e+07;1.12531e+00;1.47015e-02;1.12521e+00
8.70000e+07;1.14000e+00;1.49083e-02;1.13991e+00
